original_index,question,cypher,typeql
10,Which products have a reorder level greater than 20 and are not discontinued?,"MATCH (p:Product)
WHERE p.reorderLevel > 20 AND p.discontinued = false
RETURN p.productName, p.reorderLevel, p.discontinued","match
$p isa product, has reorder_level $rl, has discontinued false;
$rl > 20;
fetch {
  ""productName"": $p.product_name,
  ""reorderLevel"": $rl,
  ""discontinued"": $p.discontinued
};"
11,What are the top 3 most expensive products supplied by 'Exotic Liquids'?,"MATCH (s:Supplier {companyName: 'Exotic Liquids'})-[:SUPPLIES]->(p:Product)
RETURN p.productName, p.unitPrice
ORDER BY p.unitPrice DESC
LIMIT 3","match
$s isa supplier, has company_name ""Exotic Liquids"";
supplies (supplier: $s, product: $p);
$p has unit_price $price;
sort $price desc;
limit 3;
fetch {
  ""productName"": $p.product_name,
  ""unitPrice"": $price
};"
12,Can you find three suppliers who supply 'Chang'?,"MATCH (p:Product {productName: 'Chang'})<-[:SUPPLIES]-(s:Supplier)
RETURN s.companyName
LIMIT 3","match
$p isa product, has product_name ""Chang"";
supplies (supplier: $s, product: $p);
limit 3;
fetch {
  ""companyName"": $s.company_name
};"
13,What are the three products with the highest units on order?,"MATCH (p:Product)
RETURN p.productName, p.unitsOnOrder
ORDER BY p.unitsOnOrder DESC
LIMIT 3","match
$p isa product, has product_name $name, has units_on_order $units;
sort $units desc;
limit 3;
fetch {
  ""productName"": $name,
  ""unitsOnOrder"": $units
};"
14,List the top 5 products that have been discontinued.,"MATCH (p:Product)
WHERE p.discontinued = true
RETURN p.productName, p.productID
ORDER BY p.productName
LIMIT 5","match
$p isa product, has discontinued true, has product_name $name, has product_id $id;
sort $name;
limit 5;
fetch {
  ""productName"": $name,
  ""productID"": $id
};"
15,Who are the top 3 customers by number of orders placed in 1996?,"MATCH (c:Customer)-[:PURCHASED]->(o:Order)
WHERE o.orderDate STARTS WITH '1996'
WITH c, COUNT(o) AS orderCount
ORDER BY orderCount DESC
LIMIT 3
RETURN c.customerID, c.companyName, orderCount","match
$c isa customer;
$o isa order, has order_date $od;
$od like ""1996.*"";
purchased (customer: $c, order: $o);
reduce $order_count = count($o) groupby $c;
sort $order_count desc;
limit 3;
fetch {
  ""customer_id"": $c.customer_id,
  ""company_name"": $c.company_name,
  ""order_count"": $order_count
};"
16,What are the names of the top 3 products with the highest units on order and are part of the 'Dairy Products' category?,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Dairy Products'})
RETURN p.productName
ORDER BY p.unitsOnOrder DESC
LIMIT 3","match
$p isa product, has units_on_order $units;
$c isa category, has category_name ""Dairy Products"";
part_of (product: $p, category: $c);
sort $units desc;
limit 3;
fetch {
  ""productName"": $p.product_name
};"
17,Which products have a quantity per unit of '10 boxes x 20 bags'?,"MATCH (p:Product)
WHERE p.quantityPerUnit = '10 boxes x 20 bags'
RETURN p.productName","match
$p isa product, has quantity_per_unit ""10 boxes x 20 bags"";
fetch {
  ""productName"": $p.product_name
};"
18,List the first 3 products with a discontinued status and a reorder level greater than 15.,"MATCH (p:Product)
WHERE p.discontinued = true AND p.reorderLevel > 15
RETURN p.productName, p.reorderLevel
ORDER BY p.productName
LIMIT 3","match
$p isa product, has discontinued true, has reorder_level $rl, has product_name $pn;
$rl > 15;
sort $pn;
limit 3;
fetch {
  ""productName"": $pn,
  ""reorderLevel"": $rl
};"
19,Which product supplied by 'Exotic Liquids' has the least units in stock?,"MATCH (s:Supplier {companyName: 'Exotic Liquids'})-[:SUPPLIES]->(p:Product)
RETURN p.productName, p.unitsInStock
ORDER BY p.unitsInStock ASC
LIMIT 1","match
$s isa supplier, has company_name ""Exotic Liquids"";
supplies (supplier: $s, product: $p);
$p has units_in_stock $stock;
sort $stock asc;
limit 1;
fetch {
  ""productName"": $p.product_name,
  ""unitsInStock"": $stock
};"
20,Which categories have the least products available in stock?,"MATCH (p:Product)-[:PART_OF]->(c:Category)
WHERE p.unitsInStock > 0
WITH c.categoryName AS category, COUNT(p) AS productCount
RETURN category
ORDER BY productCount ASC
LIMIT 1","match
$p isa product, has units_in_stock $stock;
$stock > 0;
part_of (product: $p, category: $c);
$c has category_name $name;
reduce $count = count($p) groupby $c, $name;
sort $count asc;
limit 1;
fetch { ""category"": $name };"
21,Find the top 3 orders by freight cost.,"MATCH (o:Order)
RETURN o.orderID, o.freight
ORDER BY toFloat(o.freight) DESC
LIMIT 3","match
$o isa order, has order_id $oid, has freight $f;
sort $f desc;
limit 3;
fetch {
  ""orderID"": $oid,
  ""freight"": $f
};"
22,Find the top 5 most costly products in terms of unit price supplied by 'Exotic Liquids'.,"MATCH (s:Supplier {companyName: 'Exotic Liquids'})-[:SUPPLIES]->(p:Product)
RETURN p.productName, p.unitPrice
ORDER BY p.unitPrice DESC
LIMIT 5","match
$s isa supplier, has company_name ""Exotic Liquids"";
supplies (supplier: $s, product: $p);
$p has unit_price $price;
sort $price desc;
limit 5;
fetch {
  ""productName"": $p.product_name,
  ""unitPrice"": $price
};"
23,Which products have been reordered when the stock level was below 5?,"MATCH (p:Product)
WHERE p.unitsInStock < 5 AND p.reorderLevel > 0
RETURN p.productName, p.unitsInStock, p.reorderLevel","match
$p isa product, has units_in_stock $stock, has reorder_level $reorder;
$stock < 5;
$reorder > 0;
fetch {
  ""productName"": $p.product_name,
  ""unitsInStock"": $stock,
  ""reorderLevel"": $reorder
};"
24,Which orders have a required date later than '1997-01-01' and were ordered by customers from 'Berlin'?,"MATCH (c:Customer)-[:PURCHASED]->(o:Order)-[:ORDERS]->(p:Product)
WHERE c.city = 'Berlin' AND o.requiredDate > '1997-01-01'
RETURN o.orderID, o.requiredDate, c.companyName, c.contactName","match
$c isa customer, has city ""Berlin"";
$o isa order, has required_date $rd;
$rd > ""1997-01-01"";
purchased (customer: $c, order: $o);
fetch {
  ""orderID"": $o.order_id,
  ""requiredDate"": $o.required_date,
  ""companyName"": $c.company_name,
  ""contactName"": $c.contact_name
};"
25,Which products have a unitsInStock count between 10 and 20?,"MATCH (p:Product)
WHERE p.unitsInStock >= 10 AND p.unitsInStock <= 20
RETURN p.productName, p.unitsInStock","match
$p isa product, has units_in_stock $stock;
$stock >= 10;
$stock <= 20;
fetch {
  ""productName"": $p.product_name,
  ""unitsInStock"": $stock
};"
26,What are the top 5 most expensive products supplied by 'Exotic Liquids'?,"MATCH (s:Supplier {companyName: 'Exotic Liquids'})-[:SUPPLIES]->(p:Product)
RETURN p.productName, p.unitPrice
ORDER BY p.unitPrice DESC
LIMIT 5","match
$s isa supplier, has company_name ""Exotic Liquids"";
supplies (supplier: $s, product: $p);
$p has unit_price $price;
sort $price desc;
limit 5;
fetch {
  ""productName"": $p.product_name,
  ""unitPrice"": $price
};"
27,List the first 3 categories that have products with a unit price over $100.,"MATCH (p:Product)-[:PART_OF]->(c:Category)
WHERE p.unitPrice > 100
RETURN DISTINCT c.categoryName
LIMIT 3","match
$p isa product, has unit_price $up;
$up > 100;
part_of (product: $p, category: $c);
$c has category_name $cn;
select $cn;
distinct;
limit 3;
fetch { ""categoryName"": $cn };"
28,Which suppliers have a product named 'Chai' in their product list?,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product {productName: 'Chai'})
RETURN s.companyName","match
$s isa supplier;
$p isa product, has product_name ""Chai"";
supplies (supplier: $s, product: $p);
fetch {
  ""companyName"": $s.company_name
};"
29,List three suppliers based in 'London'.,"MATCH (s:Supplier)
WHERE s.city = 'London'
RETURN s.companyName
LIMIT 3","match $s isa supplier, has city ""London"";
limit 3;
fetch { ""companyName"": $s.company_name };"
30,What are the top 5 products with the highest units in stock in the 'Condiments' category?,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Condiments'})
RETURN p.productName, p.unitsInStock
ORDER BY p.unitsInStock DESC
LIMIT 5","match
$p isa product;
$c isa category, has category_name ""Condiments"";
part_of (product: $p, category: $c);
$p has units_in_stock $stock;
sort $stock desc;
limit 5;
fetch {
  ""productName"": $p.product_name,
  ""unitsInStock"": $stock
};"
31,Find all products that are discontinued and supplied by a company in the UK.,"MATCH (p:Product)-[:SUPPLIES]-(s:Supplier)
WHERE p.discontinued = true AND s.country = 'UK'
RETURN p.productName AS productName, s.companyName AS supplierName","match
$p isa product, has discontinued true;
$s isa supplier, has country ""UK"";
supplies (supplier: $s, product: $p);
fetch {
  ""productName"": $p.product_name,
  ""supplierName"": $s.company_name
};"
32,Which products have been ordered more than 100 times?,"MATCH (:Order)-[o:ORDERS]->(p:Product)
WHERE o.quantity > 100
RETURN p.productName, SUM(o.quantity) AS totalOrdered
ORDER BY totalOrdered DESC","match
$p isa product;
$rel isa orders (order: $o, product: $p), has quantity $q;
reduce $total = sum($q) groupby $p;
match $total > 100;
sort $total desc;
fetch { ""productName"": $p.product_name, ""totalOrdered"": $total };"
33,What are the three most common product categories ordered in 'Reims'?,"MATCH (o:Order)-[:ORDERS]->(p:Product)-[:PART_OF]->(c:Category)
WHERE o.shipCity = 'Reims'
RETURN c.categoryName, COUNT(p) AS orderCount
ORDER BY orderCount DESC
LIMIT 3","match
$o isa order, has ship_city ""Reims"";
orders (order: $o, product: $p);
part_of (product: $p, category: $c);
$c has category_name $cn;
reduce $count = count($p) groupby $c, $cn;
sort $count desc;
limit 3;
fetch {
  ""categoryName"": $cn,
  ""orderCount"": $count
};"
34,Which suppliers provide products with a unit price less than $10?,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)
WHERE p.unitPrice < 10
RETURN s.companyName AS SupplierName, p.productName AS ProductName, p.unitPrice AS UnitPrice","match
$s isa supplier;
$p isa product, has unit_price $up;
supplies (supplier: $s, product: $p);
$up < 10;
fetch {
  ""SupplierName"": $s.company_name,
  ""ProductName"": $p.product_name,
  ""UnitPrice"": $up
};"
35,List the top 5 customers based on the number of orders made.,"MATCH (c:Customer)-[:PURCHASED]->(o:Order)
WITH c, COUNT(o) AS orderCount
ORDER BY orderCount DESC
LIMIT 5
RETURN c.companyName AS customerName, orderCount","match
$c isa customer;
purchased (customer: $c, order: $o);
reduce $order_count = count($o) groupby $c;
sort $order_count desc;
limit 5;
fetch {
  ""customerName"": $c.company_name,
  ""orderCount"": $order_count
};"
36,What is the average discount given on orders during '1996-07-04 00:00:00.000'?,"MATCH (o:Order)-[r:ORDERS]->(p:Product)
WHERE o.orderDate = '1996-07-04 00:00:00.000'
RETURN avg(toFloat(r.discount)) AS averageDiscount","match
$o isa order, has order_date ""1996-07-04 00:00:00.000"";
$rel isa orders (order: $o, product: $p);
$rel has discount $d;
reduce $avg_discount = mean($d);"
37,Which orders include the product with productID '72'?,"MATCH (o:Order)-[:ORDERS]->(p:Product {productID: '72'})
RETURN o.orderID AS orderID, o.orderDate AS orderDate, o.shipName AS shipName, o.shipCity AS shipCity, o.shipCountry AS shipCountry","match
$o isa order;
$p isa product, has product_id ""72"";
orders (order: $o, product: $p);
fetch {
  ""orderID"": $o.order_id,
  ""orderDate"": $o.order_date,
  ""shipName"": $o.ship_name,
  ""shipCity"": $o.ship_city,
  ""shipCountry"": $o.ship_country
};"
38,List three products that are in the 'Dairy Products' category.,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Dairy Products'})
RETURN p.productName
LIMIT 3","match
$p isa product;
$c isa category, has category_name ""Dairy Products"";
part_of (product: $p, category: $c);
limit 3;
fetch {
  ""productName"": $p.product_name
};"
39,Which categories have products with a unit price over $50?,"MATCH (p:Product)-[:PART_OF]->(c:Category)
WHERE p.unitPrice > 50
RETURN DISTINCT c.categoryName","match
$p isa product, has unit_price $price;
$price > 50;
part_of (product: $p, category: $c);
$c has category_name $name;
select $name;
distinct;
fetch { ""categoryName"": $name };"
40,List the top 5 cities where the most products have been shipped.,"MATCH (o:Order)-[:ORDERS]->(p:Product)
WITH o.shipCity AS city, COUNT(p) AS productCount
RETURN city, productCount
ORDER BY productCount DESC
LIMIT 5","match
$o isa order, has ship_city $city;
$rel isa orders (order: $o, product: $p);
reduce $count = count($p) groupby $city;
sort $count desc;
limit 5;"
41,What are the names of the first 3 suppliers with a home page containing 'http'?,"MATCH (s:Supplier)
WHERE s.homePage CONTAINS 'http'
RETURN s.companyName
ORDER BY s.companyName
LIMIT 3","match
$s isa supplier, has home_page $hp, has company_name $cn;
$hp like "".*http.*"";
sort $cn;
limit 3;
fetch {
  ""companyName"": $cn
};"
42,What are the descriptions of categories that have products with a reorder level greater than 15?,"MATCH (p:Product)-[:PART_OF]->(c:Category)
WHERE p.reorderLevel > 15
RETURN DISTINCT c.description","match
$p isa product, has reorder_level $rl;
$rl > 15;
part_of (product: $p, category: $c);
select $c;
distinct;
fetch {
  ""description"": $c.description
};"
43,Which products are supplied by suppliers with a fax number of 'NULL'?,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)
WHERE s.fax = 'NULL'
RETURN p.productName AS productName","match
$s isa supplier, has fax ""NULL"";
$p isa product;
supplies (supplier: $s, product: $p);
fetch {
  ""productName"": $p.product_name
};"
44,Which customers from 'Reims' have placed orders?,"MATCH (c:Customer)-[:PURCHASED]->(o:Order)
WHERE o.shipCity = 'Reims'
RETURN DISTINCT c.companyName AS customerName, c.contactName AS contactName, c.contactTitle AS contactTitle, c.city AS city, c.country AS country","match
$c isa customer,
    has company_name $company_name,
    has contact_name $contact_name,
    has contact_title $contact_title,
    has city $city,
    has country $country;
$o isa order, has ship_city ""Reims"";
purchased (customer: $c, order: $o);
select $c, $company_name, $contact_name, $contact_title, $city, $country;
distinct;
fetch {
    ""customerName"": $company_name,
    ""contactName"": $contact_name,
    ""contactTitle"": $contact_title,
    ""city"": $city,
    ""country"": $country
};"
45,What are the names of products with a reorder level greater than the average reorder level of all products?,"// First, calculate the average reorder level of all products
MATCH (p:Product)
WITH avg(p.reorderLevel) AS avgReorderLevel

// Then, find products with a reorder level greater than the average
MATCH (p:Product)
WHERE p.reorderLevel > avgReorderLevel
RETURN p.productName AS productName","with fun avg_reorder_level() -> double:
  match $p isa product, has reorder_level $rl;
  return mean($rl);
match
$p isa product, has reorder_level $rl;
let $avg = avg_reorder_level();
$rl > $avg;
fetch { ""productName"": $p.product_name };"
46,List the top 3 most reordered products.,"MATCH (p:Product)
RETURN p.productName, p.unitsOnOrder
ORDER BY p.unitsOnOrder DESC
LIMIT 3","match
$p isa product, has units_on_order $u;
sort $u desc;
limit 3;
fetch {
  ""productName"": $p.product_name,
  ""unitsOnOrder"": $u
};"
47,Which suppliers have a contact name starting with 'C'?,"MATCH (s:Supplier)
WHERE s.contactName STARTS WITH 'C'
RETURN s.companyName AS SupplierName, s.contactName AS ContactName","match
$s isa supplier, has contact_name $cn;
$cn like ""C.*"";
fetch {
  ""SupplierName"": $s.company_name,
  ""ContactName"": $cn
};"
48,What are the top 3 products with the smallest discount?,"MATCH (o:Order)-[r:ORDERS]->(p:Product)
WITH p.productName AS productName, r.discount AS discount
ORDER BY discount ASC
LIMIT 3
RETURN productName, discount","match
$o isa order;
$p isa product;
$rel isa orders (order: $o, product: $p);
$rel has discount $d;
sort $d asc;
limit 3;
fetch {
  ""productName"": $p.product_name,
  ""discount"": $d
};"
49,List the first 3 categories where the average units in stock per product is less than 20.,"MATCH (p:Product)-[:PART_OF]->(c:Category)
WITH c, avg(p.unitsInStock) AS avgUnitsInStock
WHERE avgUnitsInStock < 20
RETURN c.categoryName, avgUnitsInStock
ORDER BY avgUnitsInStock
LIMIT 3","match
$p isa product, has units_in_stock $stock;
$c isa category, has category_name $name;
part_of (product: $p, category: $c);
reduce $avg = mean($stock) groupby $c, $name;
match $avg < 20;
sort $avg;
limit 3;
fetch { ""categoryName"": $name, ""avgUnitsInStock"": $avg };"
50,Which orders have a ship via option of '3' and were shipped to 'USA'?,"MATCH (o:Order)-[:ORDERS]->(p:Product)
WHERE o.shipVia = '3' AND o.shipCountry = 'USA'
RETURN o.orderID AS orderID, o.shipName AS shipName, o.shipCity AS shipCity, o.shipAddress AS shipAddress, o.shipPostalCode AS shipPostalCode, o.shipCountry AS shipCountry, o.shipVia AS shipVia","match
$o isa order, has ship_via ""3"", has ship_country ""USA"";
fetch {
  ""orderID"": $o.order_id,
  ""shipName"": $o.ship_name,
  ""shipCity"": $o.ship_city,
  ""shipAddress"": $o.ship_address,
  ""shipPostalCode"": $o.ship_postal_code,
  ""shipCountry"": $o.ship_country,
  ""shipVia"": $o.ship_via
};"
51,What are the names of the first 3 products supplied by suppliers from 'Germany'?,"MATCH (s:Supplier {country: 'Germany'})-[:SUPPLIES]->(p:Product)
RETURN p.productName
LIMIT 3","match
$s isa supplier, has country ""Germany"";
supplies (supplier: $s, product: $p);
limit 3;
fetch { ""productName"": $p.product_name };"
52,List the top 3 products that have been ordered the most times.,"MATCH (:Order)-[o:ORDERS]->(p:Product)
WITH p.productName AS productName, COUNT(o) AS orderCount
ORDER BY orderCount DESC
LIMIT 3
RETURN productName, orderCount","match
$p isa product;
$rel isa orders (product: $p);
reduce $order_count = count($rel) groupby $p;
sort $order_count desc;
limit 3;
fetch {
  ""productName"": $p.product_name,
  ""orderCount"": $order_count
};"
53,Which suppliers have the most products currently on order?,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)
WHERE p.unitsOnOrder > 0
RETURN s.companyName, COUNT(p) AS productsOnOrder
ORDER BY productsOnOrder DESC
LIMIT 1","match
$s isa supplier, has company_name $name;
$p isa product, has units_on_order $units;
$units > 0;
supplies (supplier: $s, product: $p);
reduce $count = count($p) groupby $s, $name;
sort $count desc;
limit 1;
fetch {
  ""companyName"": $name,
  ""productsOnOrder"": $count
};"
54,Which products have a reorder level above 20 and are currently out of stock?,"MATCH (p:Product)
WHERE p.reorderLevel > 20 AND p.unitsInStock = 0
RETURN p.productName AS productName, p.reorderLevel AS reorderLevel, p.unitsInStock AS unitsInStock","match
$p isa product,
  has reorder_level $rl,
  has units_in_stock $uis;
$rl > 20;
$uis == 0;
fetch {
  ""productName"": $p.product_name,
  ""reorderLevel"": $rl,
  ""unitsInStock"": $uis
};"
55,What are the names of the top 3 categories based on the average unit price of their products?,"MATCH (p:Product)-[:PART_OF]->(c:Category)
WITH c.categoryName AS categoryName, AVG(p.unitPrice) AS avgUnitPrice
ORDER BY avgUnitPrice DESC
LIMIT 3
RETURN categoryName, avgUnitPrice","match
$p isa product, has unit_price $price;
$c isa category, has category_name $name;
part_of (product: $p, category: $c);
reduce $avg = mean($price) groupby $c, $name;
sort $avg desc;
limit 3;
fetch { ""categoryName"": $name, ""avgUnitPrice"": $avg };"
56,List the first 3 products with a unit price between 10 and 20.,"MATCH (p:Product)
WHERE p.unitPrice >= 10 AND p.unitPrice <= 20
RETURN p.productName, p.unitPrice
ORDER BY p.productName
LIMIT 3","match
$p isa product, has product_name $name, has unit_price $price;
$price >= 10.0;
$price <= 20.0;
sort $name;
limit 3;
fetch {
  ""productName"": $name,
  ""unitPrice"": $price
};"
57,Which products have a 'reorder level' of 10 and are part of the 'Beverages' category?,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Beverages'})
WHERE p.reorderLevel = 10
RETURN p.productName","match
$p isa product, has reorder_level 10;
$c isa category, has category_name ""Beverages"";
part_of (product: $p, category: $c);
fetch {
  ""productName"": $p.product_name
};"
58,What are the top 3 most expensive products in the 'Seafood' category?,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Seafood'})
RETURN p.productName, p.unitPrice
ORDER BY p.unitPrice DESC
LIMIT 3","match
$p isa product;
$c isa category, has category_name ""Seafood"";
part_of (product: $p, category: $c);
$p has unit_price $price;
sort $price desc;
limit 3;
fetch {
  ""productName"": $p.product_name,
  ""unitPrice"": $price
};"
59,Which suppliers are located in 'London'?,"MATCH (s:Supplier)
WHERE s.city = 'London'
RETURN s.companyName AS SupplierName","match
$s isa supplier, has city ""London"";
fetch {
  ""SupplierName"": $s.company_name
};"
60,"What are the names of products that are part of a category with description 'Sweet and savory sauces, relishes, spreads, and se'?","MATCH (p:Product)-[:PART_OF]->(c:Category {description: 'Sweet and savory sauces, relishes, spreads, and se'})
RETURN p.productName AS productName","match
$p isa product;
$c isa category, has description ""Sweet and savory sauces, relishes, spreads, and se"";
part_of (product: $p, category: $c);
fetch {
  ""productName"": $p.product_name
};"
61,List the top 3 customers by the number of orders placed.,"MATCH (c:Customer)-[:PURCHASED]->(o:Order)
WITH c, COUNT(o) AS orderCount
ORDER BY orderCount DESC
LIMIT 3
RETURN c.companyName AS customerName, orderCount","match
$c isa customer;
purchased (customer: $c, order: $o);
reduce $order_count = count($o) groupby $c;
sort $order_count desc;
limit 3;
fetch {
  ""customerName"": $c.company_name,
  ""orderCount"": $order_count
};"
62,"List the first 3 products that are part of the 'Desserts, candies, and sweet breads' category and have a reorder level less than 10.","MATCH (p:Product)-[:PART_OF]->(c:Category)
WHERE c.description = 'Desserts, candies, and sweet breads' AND p.reorderLevel < 10
RETURN p.productName, p.reorderLevel
LIMIT 3","match
$p isa product, has product_name $name, has reorder_level $rl;
$c isa category, has description ""Desserts, candies, and sweet breads"";
part_of (product: $p, category: $c);
$rl < 10;
limit 3;
fetch {
  ""productName"": $name,
  ""reorderLevel"": $rl
};"
63,List the first 3 products with a description containing 'sauces' in their category.,"MATCH (p:Product)-[:PART_OF]->(c:Category)
WHERE c.description CONTAINS 'sauces'
RETURN p.productName, p.productID, c.categoryName, c.description
LIMIT 3","match
$p isa product;
$c isa category, has description $desc;
$desc like "".*sauces.*"";
part_of (product: $p, category: $c);
limit 3;
fetch {
  ""productName"": $p.product_name,
  ""productID"": $p.product_id,
  ""categoryName"": $c.category_name,
  ""description"": $desc
};"
64,What are the names of the first 3 suppliers whose companies have a phone number ending in '8'?,"MATCH (s:Supplier)
WHERE s.phone ENDS WITH '8'
RETURN s.companyName
ORDER BY s.companyName
LIMIT 3","match
$s isa supplier, has phone $p, has company_name $cn;
$p like "".*8"";
sort $cn;
limit 3;
fetch {
  ""companyName"": $cn
};"
65,List the top 3 customers who have ordered products in the 'Meat/Poultry' category.,"MATCH (c:Customer)-[:PURCHASED]->(o:Order)-[:ORDERS]->(p:Product)-[:PART_OF]->(cat:Category {categoryName: 'Meat/Poultry'})
WITH c, COUNT(o) AS orderCount
ORDER BY orderCount DESC
LIMIT 3
RETURN c.companyName AS customerName, orderCount","match
$c isa customer, has company_name $name;
$o isa order;
$p isa product;
$cat isa category, has category_name ""Meat/Poultry"";
purchased (customer: $c, order: $o);
orders (order: $o, product: $p);
part_of (product: $p, category: $cat);
reduce $order_count = count($o) groupby $c, $name;
sort $order_count desc;
limit 3;
fetch { ""customerName"": $name, ""orderCount"": $order_count };"
67,List the first 3 products with units in stock less than 10.,"MATCH (p:Product)
WHERE p.unitsInStock < 10
RETURN p.productName, p.unitsInStock
ORDER BY p.unitsInStock ASC
LIMIT 3","match
$p isa product, has units_in_stock $stock;
$stock < 10;
sort $stock asc;
limit 3;
fetch {
  ""productName"": $p.product_name,
  ""unitsInStock"": $stock
};"
68,Which products have a reorder level of 25 and are supplied by suppliers from 'London'?,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)
WHERE s.city = 'London' AND p.reorderLevel = 25
RETURN p.productName AS productName, p.reorderLevel AS reorderLevel, s.companyName AS supplierName","match
$s isa supplier, has city ""London"", has company_name $supplier_name;
$p isa product, has reorder_level 25, has product_name $product_name;
supplies (supplier: $s, product: $p);
fetch {
  ""productName"": $product_name,
  ""reorderLevel"": $p.reorder_level,
  ""supplierName"": $supplier_name
};"
