original_index,question,cypher,typeql
10,Which intermediaries serve as officers of entities?,"MATCH (i:Intermediary)-[:officer_of]->(e:Entity)
RETURN i.name AS IntermediaryName, e.name AS EntityName","match
$i isa intermediary;
$e isa offshore_entity;
officer_of (officer: $i, offshore_entity: $e);
fetch {
  ""IntermediaryName"": $i.name,
  ""EntityName"": $e.name
};"
11,Which entities have a company number and what are those numbers?,"MATCH (e:Entity)
WHERE e.company_number IS NOT NULL
RETURN e.name AS entity_name, e.company_number AS company_number","match
$e isa offshore_entity, has company_number $cn, has name $n;
fetch {
  ""entity_name"": $n,
  ""company_number"": $cn
};"
12,Identify officers linked to entities with a 'shareholder of' relationship.,"MATCH (o:Officer)-[r:officer_of]->(e:Entity)
WHERE r.link = 'shareholder of'
RETURN o.name AS OfficerName, e.name AS EntityName","match
$o isa officer;
$e isa offshore_entity;
$r isa officer_of (officer: $o, offshore_entity: $e);
$r has link ""shareholder of"";
fetch {
  ""OfficerName"": $o.name,
  ""EntityName"": $e.name
};"
13,Identify entities with the same ID as other entities.,"MATCH (e1:Entity)-[:same_id_as]->(e2:Entity)
RETURN e1.name AS Entity1, e2.name AS Entity2","match
$e1 isa officer;
$e2 isa officer;
same_id_as (id_source: $e1, id_target: $e2);
fetch {
  ""Entity1"": $e1.name,
  ""Entity2"": $e2.name
};"
14,List the top 5 entities with the most recent inactivation dates.,"MATCH (e:Entity)
WHERE e.inactivation_date IS NOT NULL
RETURN e.name, e.inactivation_date
ORDER BY e.inactivation_date DESC
LIMIT 5","match
$e isa offshore_entity, has inactivation_date $d, has name $n;
sort $d desc;
limit 5;
fetch {
  ""name"": $n,
  ""inactivation_date"": $d
};"
15,What are the registered offices for the top 5 intermediaries?,"MATCH (i:Intermediary)
WHERE i.registered_office IS NOT NULL
RETURN i.name AS intermediary_name, i.registered_office
ORDER BY i.node_id
LIMIT 5","match
$i isa intermediary, has registered_office $ro, has node_id $nid;
sort $nid;
limit 5;
fetch {
  ""intermediary_name"": $i.name,
  ""registered_office"": $ro
};"
16,Find officers who have the same name as other officers.,"MATCH (o1:Officer)-[:same_name_as]->(o2:Officer)
RETURN o1.name AS Officer1, o2.name AS Officer2","match
$o1 isa officer;
$o2 isa officer;
same_name_as (named_source: $o1, named_target: $o2);
fetch {
  ""Officer1"": $o1.name,
  ""Officer2"": $o2.name
};"
17,Which intermediaries have the same name as entities?,"MATCH (i:Intermediary)-[:same_name_as]->(e:Entity)
RETURN i.name AS IntermediaryName, e.name AS EntityName","match
$i isa intermediary;
$e isa offshore_entity;
same_name_as (named_source: $i, named_target: $e);
fetch {
  ""IntermediaryName"": $i.name,
  ""EntityName"": $e.name
};"
18,List the entities that have been struck off on '15-FEB-2013'.,"MATCH (e:Entity)
WHERE e.struck_off_date = '15-FEB-2013'
RETURN e.name AS entity_name, e.struck_off_date AS struck_off_date","match
$e isa offshore_entity, has struck_off_date 2013-02-15, has name $name;
fetch {
  ""entity_name"": $name,
  ""struck_off_date"": $e.struck_off_date
};"
19,Find the top 5 entities ordered by their internal ID.,"MATCH (e:Entity)
RETURN e.name, e.internal_id
ORDER BY e.internal_id DESC
LIMIT 5","match
$e isa offshore_entity, has internal_id $id;
sort $id desc;
limit 5;
fetch {
  ""name"": $e.name,
  ""internal_id"": $id
};"
20,What are the most common country codes associated with the entities?,"MATCH (e:Entity)
RETURN e.country_codes AS country_code, COUNT(*) AS count
ORDER BY count DESC
LIMIT 10","match
$e isa offshore_entity, has country_codes $cc;
reduce $count = count($e) groupby $cc;
sort $count desc;
limit 10;
fetch { ""country_code"": $cc, ""count"": $count };"
21,List the entities that are connected to the 'Paradise Papers - Aruba corporate registry'.,"MATCH (e:Entity)-[:connected_to]-(o:Other)
WHERE o.sourceID = 'Paradise Papers - Aruba corporate registry'
RETURN e.name AS EntityName","match
$e isa offshore_entity;
$o isa other, has source_id ""Paradise Papers - Aruba corporate registry"";
connected_to (connected_entity: $e, connector: $o);
fetch {
  ""EntityName"": $e.name
};"
22,Identify the intermediaries with a status of 'ACTIVE'.,"MATCH (i:Intermediary)
WHERE i.status = 'ACTIVE'
RETURN i.name AS intermediary_name, i.countries AS countries, i.address AS address, i.sourceID AS sourceID","match
$i isa intermediary, has status ""ACTIVE"";
fetch {
  ""intermediary_name"": $i.name,
  ""countries"": $i.countries,
  ""address"": $i.address,
  ""sourceID"": $i.source_id
};"
23,Which addresses are linked to more than one entity as their registered address?,"MATCH (a:Address)<-[:registered_address]-(e:Entity)
WITH a, COUNT(e) AS entityCount
WHERE entityCount > 1
RETURN a.address AS Address, entityCount","match
$a isa postal_address;
registered_address (registered_addr: $a, registrant: $e);
$e isa offshore_entity;
reduce $entityCount = count($e) groupby $a;
match $entityCount > 1;
$a has address $addr;
fetch { ""Address"": $addr, ""entityCount"": $entityCount };"
24,List the entities with a 'same company as' relationship.,"MATCH (e1:Entity)-[:same_company_as]->(e2:Entity)
RETURN e1.name AS Entity1, e2.name AS Entity2","match
$e1 isa offshore_entity;
$e2 isa offshore_entity;
same_company_as (company1: $e1, company2: $e2);
fetch {
  ""Entity1"": $e1.name,
  ""Entity2"": $e2.name
};"
25,List the entities that have a company type of 'LIMITED LIABILITY COMPANY'.,"MATCH (e:Entity)
WHERE e.company_type = 'LIMITED LIABILITY COMPANY'
RETURN e.name AS entity_name, e.company_type AS company_type","match
$e isa offshore_entity, has company_type ""LIMITED LIABILITY COMPANY"";
fetch {
  ""entity_name"": $e.name,
  ""company_type"": $e.company_type
};"
26,Which entities were incorporated in March 2006?,"MATCH (e:Entity)
WHERE e.incorporation_date STARTS WITH '23-MAR-2006'
RETURN e.name AS entity_name, e.incorporation_date AS incorporation_date","match
$e isa offshore_entity, has incorporation_date 2006-03-23;
fetch {
  ""entity_name"": $e.name,
  ""incorporation_date"": $e.incorporation_date
};"
27,Identify entities that have the same company type as 'SOLE OWNERSHIP'.,"MATCH (e:Entity)-[:same_company_as]->(o:Other {type: 'SOLE OWNERSHIP'})
RETURN e.name AS EntityName, e.company_type AS CompanyType","match
$e isa offshore_entity, has company_type ""SOLE OWNERSHIP"", has name $n, has company_type $ct;
fetch {
  ""EntityName"": $n,
  ""CompanyType"": $ct
};"
28,"Identify the addresses connected to the entity 'TIANSHENG INDUSTRY AND TRADING CO., LTD.'.","MATCH (e:Entity {name: ""TIANSHENG INDUSTRY AND TRADING CO., LTD.""})-[:registered_address]->(a:Address)
RETURN a.address AS address","match
$e isa offshore_entity, has name ""TIANSHENG INDUSTRY AND TRADING CO., LTD."";
registered_address (registrant: $e, registered_addr: $a);
fetch {
  ""address"": $a.address
};"
29,Find the top 3 officers based on the number of entities they are connected to.,"MATCH (o:Officer)-[:officer_of]->(e:Entity)
WITH o, COUNT(e) AS entityCount
ORDER BY entityCount DESC
LIMIT 3
RETURN o.name AS officerName, entityCount","match
$o isa officer;
officer_of (officer: $o, offshore_entity: $e);
reduce $count = count($e) groupby $o;
sort $count desc;
limit 3;
fetch {
  ""officerName"": $o.name,
  ""entityCount"": $count
};"
30,Who are the top 3 officers with the most connections to entities?,"MATCH (o:Officer)-[:officer_of]->(e:Entity)
WITH o, COUNT(e) AS connections
ORDER BY connections DESC
LIMIT 3
RETURN o.name AS officer_name, connections","match
$o isa officer;
officer_of (officer: $o, offshore_entity: $e);
reduce $connections = count($e) groupby $o;
sort $connections desc;
limit 3;
fetch { ""officer_name"": $o.name, ""connections"": $connections };"
31,What are the top 5 entities by node id?,"MATCH (e:Entity)
RETURN e.name, e.node_id
ORDER BY e.node_id DESC
LIMIT 5","match
$e isa offshore_entity, has node_id $nid;
sort $nid desc;
limit 5;
fetch {
  ""name"": $e.name,
  ""node_id"": $nid
};"
32,Find the entities that have been incorporated on '23-MAR-2006'.,"MATCH (e:Entity)
WHERE e.incorporation_date = '23-MAR-2006'
RETURN e.name, e.countries, e.service_provider, e.status, e.jurisdiction_description","match
$e isa offshore_entity, has incorporation_date 2006-03-23;
fetch {
  ""name"": $e.name,
  ""countries"": $e.countries,
  ""service_provider"": $e.service_provider,
  ""status"": $e.status,
  ""jurisdiction_description"": $e.jurisdiction_description
};"
33,Which officers have a similar name as 'KIM SOO IN'?,"MATCH (o1:Officer {name: 'KIM SOO IN'})-[:similar]->(o2:Officer)
RETURN o2.name AS similar_officer_name","match
$o1 isa officer, has name ""KIM SOO IN"";
similar (similar_source: $o1, similar_target: $o2);
fetch { ""similar_officer_name"": $o2.name };"
34,Identify the top 5 addresses used by intermediaries.,"MATCH (i:Intermediary)-[:registered_address]->(a:Address)
RETURN a.address, COUNT(i) AS intermediary_count
ORDER BY intermediary_count DESC
LIMIT 5","match
$i isa intermediary;
$a isa postal_address, has address $addr;
registered_address (registrant: $i, registered_addr: $a);
reduce $count = count($i) groupby $a, $addr;
sort $count desc;
limit 5;
fetch { ""address"": $addr, ""intermediary_count"": $count };"
35,List the entities with a company type and their respective types.,"MATCH (e:Entity)
WHERE e.company_type IS NOT NULL
RETURN e.name AS entity_name, e.company_type AS company_type","match
$e isa offshore_entity, has name $name, has company_type $ct;
fetch {
  ""entity_name"": $name,
  ""company_type"": $ct
};"
36,What are the most recent entities added to the database based on their last edit timestamp?,"MATCH (e:Entity)
RETURN e.name, e.lastEditTimestamp
ORDER BY e.lastEditTimestamp DESC
LIMIT 5","match $e isa offshore_entity, has last_edit_timestamp $ts;
sort $ts desc;
limit 5;
fetch { ""name"": $e.name, ""lastEditTimestamp"": $ts };"
37,Find the entities that are registered in the jurisdiction of 'Samoa'.,"MATCH (e:Entity)
WHERE e.jurisdiction_description = 'Samoa'
RETURN e.name AS entity_name, e.jurisdiction_description AS jurisdiction","match
$e isa offshore_entity, has jurisdiction_description ""Samoa"";
fetch {
  ""entity_name"": $e.name,
  ""jurisdiction"": $e.jurisdiction_description
};"
38,Which officers are probably the same as 'KIM SOO IN'?,"MATCH (o1:Officer {name: 'KIM SOO IN'})-[:same_name_as]->(o2:Officer)
RETURN o2.name AS officer_name","match
$o1 isa officer, has name ""KIM SOO IN"";
same_name_as (named_source: $o1, named_target: $o2);
$o2 isa officer;
fetch {
  ""officer_name"": $o2.name
};"
39,Identify entities with a company number.,"MATCH (e:Entity)
WHERE e.company_number IS NOT NULL
RETURN e.name AS entity_name, e.company_number AS company_number","match
$e isa offshore_entity, has company_number $cn, has name $n;
fetch {
  ""entity_name"": $n,
  ""company_number"": $cn
};"
40,What are the top 5 officers linked to the most entities?,"MATCH (o:Officer)-[:officer_of]->(e:Entity)
WITH o, COUNT(e) AS entityCount
ORDER BY entityCount DESC
LIMIT 5
RETURN o.name AS OfficerName, entityCount","match
$o isa officer;
officer_of (officer: $o, offshore_entity: $e);
reduce $entityCount = count($e) groupby $o;
sort $entityCount desc;
limit 5;
fetch {
  ""OfficerName"": $o.name,
  ""entityCount"": $entityCount
};"
42,Which intermediaries have a source ID of 'Panama Papers'?,"MATCH (i:Intermediary)
WHERE i.sourceID = 'Panama Papers'
RETURN i.name","match
$i isa intermediary, has source_id ""Panama Papers"";
fetch {
  ""name"": $i.name
};"
43,List entities that have a company type of 'FOREIGN FORMED CORPORATION' and their jurisdiction.,"MATCH (e:Other)
WHERE e.type = 'FOREIGN FORMED CORPORATION'
RETURN e.name AS entity_name, e.jurisdiction AS jurisdiction","match
$e isa other, has entity_type ""FOREIGN FORMED CORPORATION"";
fetch {
  ""entity_name"": $e.name,
  ""jurisdiction"": $e.jurisdiction
};"
44,What are the jurisdictions described for entities with a jurisdiction of 'SAM'?,"MATCH (e:Entity)
WHERE e.jurisdiction = 'SAM'
RETURN DISTINCT e.jurisdiction_description","match
$e isa offshore_entity, has jurisdiction ""SAM"", has jurisdiction_description $jd;
select $jd;
distinct;
fetch { ""jurisdiction_description"": $jd };"
45,Find entities with incorporation dates in January 2006.,"MATCH (e:Entity)
WHERE e.incorporation_date STARTS WITH '01-JAN-2006'
RETURN e.name, e.incorporation_date","match
$e isa offshore_entity, has incorporation_date $d;
$d >= 2006-01-01;
$d <= 2006-01-31;
fetch {
  ""name"": $e.name,
  ""incorporation_date"": $d
};"
46,Which entities have a struck off date and what are those dates?,"MATCH (e:Entity)
WHERE e.struck_off_date IS NOT NULL
RETURN e.name AS entity_name, e.struck_off_date AS struck_off_date","match
$e isa offshore_entity, has name $n, has struck_off_date $d;
fetch {
  ""entity_name"": $n,
  ""struck_off_date"": $d
};"
47,List the top 3 entities based on their original name.,"MATCH (e:Entity)
RETURN e.original_name AS original_name, e.name AS entity_name
ORDER BY e.original_name
LIMIT 3","match $e isa offshore_entity, has original_name $on, has name $n;
sort $on;
limit 3;
fetch { ""original_name"": $on, ""entity_name"": $n };"
48,Who are the officers with the former name?,"MATCH (o:Officer)-[:officer_of]->(e:Entity)
WHERE e.former_name IS NOT NULL
RETURN o.name AS officer_name, e.former_name AS former_name","match
$o isa officer;
$e isa offshore_entity, has former_name $fn;
officer_of (officer: $o, offshore_entity: $e);
fetch {
  ""officer_name"": $o.name,
  ""former_name"": $fn
};"
49,Find the top 5 addresses by the number of connections to entities.,"MATCH (a:Address)<-[:registered_address]-(e:Entity)
WITH a, count(e) as entityCount
ORDER BY entityCount DESC
LIMIT 5
RETURN a.address, entityCount","match
$a isa postal_address;
registered_address (registrant: $e, registered_addr: $a);
$e isa offshore_entity;
reduce $entity_count = count($e) groupby $a;
sort $entity_count desc;
limit 5;
fetch {
  ""address"": $a.address,
  ""entityCount"": $entity_count
};"
50,Which intermediaries have a last edit timestamp through 2015?,"MATCH (i:Intermediary)
WHERE i.lastEditTimestamp CONTAINS '2015'
RETURN i.name AS intermediary_name, i.lastEditTimestamp AS last_edit_timestamp","match
$i isa intermediary, has last_edit_timestamp $ts;
$ts like "".*2015.*"";
fetch {
  ""intermediary_name"": $i.name,
  ""last_edit_timestamp"": $ts
};"
51,"Identify entities with the same name as 'HOTFOCUS CO., LTD.'.","MATCH (e:Entity)-[:same_name_as]->(o:Other)
WHERE o.name = 'HOTFOCUS CO., LTD.'
RETURN e.name AS entity_name, e.node_id AS entity_node_id
UNION
MATCH (e:Entity)-[:same_name_as]->(e2:Entity)
WHERE e2.name = 'HOTFOCUS CO., LTD.'
RETURN e.name AS entity_name, e.node_id AS entity_node_id","match
$e isa offshore_entity;
$target isa $type, has name ""HOTFOCUS CO., LTD."";
same_name_as (named_source: $e, named_target: $target);
{ $type label offshore_entity; } or { $type label other; };
fetch {
  ""entity_name"": $e.name,
  ""entity_node_id"": $e.node_id
};"
52,List the entities that have a dorm date available.,"MATCH (e:Entity)
WHERE e.dorm_date IS NOT NULL
RETURN e.name AS entity_name, e.dorm_date AS dorm_date","match
$e isa offshore_entity, has name $n, has dorm_date $d;
fetch {
  ""entity_name"": $n,
  ""dorm_date"": $d
};"
53,What are the most common jurisdictions for entities?,"MATCH (e:Entity)
WITH e.jurisdiction AS jurisdiction, COUNT(e) AS count
RETURN jurisdiction, count
ORDER BY count DESC
LIMIT 10","match
$e isa offshore_entity, has jurisdiction $j;
reduce $count = count($e) groupby $j;
sort $count desc;
limit 10;
fetch { ""jurisdiction"": $j, ""count"": $count };"
54,Find the entities that have a similar name and address as other entities.,"MATCH (e1:Entity)-[:similar]->(e2:Entity)
RETURN e1.name AS Entity1, e1.address AS Address1, e2.name AS Entity2, e2.address AS Address2","match
similar (similar_source: $e1, similar_target: $e2);
$e1 has name $n1, has address $a1;
$e2 has name $n2, has address $a2;
fetch {
  ""Entity1"": $n1,
  ""Address1"": $a1,
  ""Entity2"": $n2,
  ""Address2"": $a2
};"
55,Which officers serve as intermediaries of entities?,"MATCH (o:Officer)-[:officer_of]->(e:Entity)<-[:intermediary_of]-(i:Intermediary)
WHERE (o)-[:similar]->(i)
RETURN o.name AS OfficerName, e.name AS EntityName, i.name AS IntermediaryName","match
$o isa officer;
$e isa offshore_entity;
$i isa intermediary;
officer_of (officer: $o, offshore_entity: $e);
intermediary_of (intermediary: $i, offshore_entity: $e);
similar (similar_source: $o, similar_target: $i);
fetch {
  ""OfficerName"": $o.name,
  ""EntityName"": $e.name,
  ""IntermediaryName"": $i.name
};"
56,Identify intermediaries that share the same address with other intermediaries.,"MATCH (i1:Intermediary)-[:registered_address]->(a:Address)<-[:registered_address]-(i2:Intermediary)
WHERE i1.node_id <> i2.node_id
RETURN i1.name AS Intermediary1, i2.name AS Intermediary2, a.address AS SharedAddress","match
$i1 isa intermediary, has node_id $nid1;
$i2 isa intermediary, has node_id $nid2;
$a isa postal_address;
registered_address (registrant: $i1, registered_addr: $a);
registered_address (registrant: $i2, registered_addr: $a);
$nid1 != $nid2;
fetch {
  ""Intermediary1"": $i1.name,
  ""Intermediary2"": $i2.name,
  ""SharedAddress"": $a.address
};"
57,List the entities with the most recent struck off dates.,"MATCH (e:Entity)
WHERE e.struck_off_date IS NOT NULL
RETURN e.name, e.struck_off_date
ORDER BY e.struck_off_date DESC
LIMIT 10","match
$e isa offshore_entity, has struck_off_date $d, has name $n;
sort $d desc;
limit 10;
fetch {
  ""name"": $n,
  ""struck_off_date"": $d
};"
58,What are the country codes for entities that have been struck off?,"MATCH (e:Entity)
WHERE e.struck_off_date IS NOT NULL
RETURN e.country_codes","match
$e isa offshore_entity, has struck_off_date $sod;
fetch {
  ""country_codes"": $e.country_codes
};"
59,Which entities have been closed on '28-NOV-2012'?,"MATCH (e:Entity)
WHERE e.closed_date = '28-NOV-2012'
RETURN e.name AS entity_name, e.closed_date AS closed_date","match
$e isa offshore_entity, has closed_date 2012-11-28;
fetch {
  ""entity_name"": $e.name,
  ""closed_date"": $e.closed_date
};"
60,Identify entities that have been closed and provide their closed date.,"MATCH (e:Entity)
WHERE e.closed_date IS NOT NULL
RETURN e.name AS entity_name, e.closed_date","match
$e isa offshore_entity, has closed_date $cd, has name $n;
fetch {
  ""entity_name"": $n,
  ""closed_date"": $cd
};"
62,What are the top 5 most recent addresses added to the database?,"MATCH (a:Address)
RETURN a.address, a.lastEditTimestamp
ORDER BY a.lastEditTimestamp DESC
LIMIT 5","match $a isa postal_address, has last_edit_timestamp $ts;
sort $ts desc;
limit 5;
fetch {
  ""address"": $a.address,
  ""lastEditTimestamp"": $ts
};"
63,Provide the names of officers who have the same ICIJ ID and are connected to entities.,"MATCH (o1:Officer)-[:same_id_as]->(o2:Officer)
MATCH (o2)-[:connected_to]->(e:Entity)
RETURN DISTINCT o1.name AS officer_name","match
$o1 isa officer;
$o2 isa officer;
$e isa offshore_entity;
same_id_as (id_source: $o1, id_target: $o2);
connected_to (connector: $o2, connected_entity: $e);
$o1 has name $name;
select $name;
distinct;
fetch { ""officer_name"": $name };"
64,"List all entities that are the same as 'HOTFOCUS CO., LTD.' in terms of name and registration date.","MATCH (e1:Entity {name: 'HOTFOCUS CO., LTD.'})-[:same_as {link: 'same name and registration date as'}]->(e2:Entity)
RETURN e2.name AS entity_name, e2.incorporation_date AS registration_date","match
$e1 isa offshore_entity, has name ""HOTFOCUS CO., LTD."";
$rel isa same_as (same_as_source: $e1, same_as_target: $e2), has link ""same name and registration date as"";
$e2 isa offshore_entity;
fetch {
  ""entity_name"": $e2.name,
  ""registration_date"": $e2.incorporation_date
};"
65,List the entities that have a note regarding their status.,"MATCH (e:Entity)
WHERE e.note IS NOT NULL
RETURN e.name AS entity_name, e.note AS status_note","match
$e isa offshore_entity, has name $name, has note $note;
fetch {
  ""entity_name"": $name,
  ""status_note"": $note
};"
66,List the first 3 officers who are associated with entities incorporated in Samoa.,"MATCH (o:Officer)-[:officer_of]->(e:Entity {jurisdiction: ""SAM""})
RETURN o.name
LIMIT 3","match
$o isa officer;
$e isa offshore_entity, has jurisdiction ""SAM"";
officer_of (officer: $o, offshore_entity: $e);
limit 3;
fetch { ""name"": $o.name };"
67,What are the former names of entities that were incorporated in March 2006?,"MATCH (e:Entity)
WHERE e.incorporation_date STARTS WITH '23-MAR-2006'
RETURN e.name AS entity_name, e.former_name AS former_name","match
$e isa offshore_entity, has incorporation_date 2006-03-23;
fetch {
  ""entity_name"": $e.name,
  ""former_name"": $e.former_name
};"
68,Provide the list of entities that have a connection to 'Top Games Holdings Inc.',"MATCH (e:Entity {name: 'Top Games Holdings Inc.'})--[:connected_to]-(connectedEntity:Entity)
RETURN connectedEntity.name AS ConnectedEntities","match
$e isa offshore_entity, has name ""Top Games Holdings Inc."";
connected_to ($e, $connected);
fetch { ""ConnectedEntities"": $connected.name };"
69,Which addresses are associated with the sourceID 'Bahamas Leaks'?,"MATCH (a:Address)
WHERE a.sourceID = 'Bahamas Leaks'
RETURN a.address","match
$a isa postal_address, has source_id ""Bahamas Leaks"";
fetch {
  ""address"": $a.address
};"
70,Provide names of officers that have the ICIJ ID 'E72326DEA50F1A9C2876E112AAEB42BC'.,"MATCH (o:Officer {icij_id: 'E72326DEA50F1A9C2876E112AAEB42BC'})
RETURN o.name","match
$o isa officer, has icij_id ""E72326DEA50F1A9C2876E112AAEB42BC"";
fetch {
  ""name"": $o.name
};"
71,List all officers from South Korea.,"MATCH (o:Officer)
WHERE o.countries = ""South Korea""
RETURN o.name","match
$o isa officer, has countries ""South Korea"";
fetch {
  ""name"": $o.name
};"
72,Name intermediaries that are currently active.,"MATCH (i:Intermediary)
WHERE i.status = 'ACTIVE'
RETURN i.name","match
$i isa intermediary, has status ""ACTIVE"";
fetch {
  ""name"": $i.name
};"
73,Which intermediaries are associated with entities in South Africa?,"MATCH (i:Intermediary)-[:intermediary_of]->(e:Entity)
WHERE e.countries = ""South Africa""
RETURN i.name AS IntermediaryName, e.name AS EntityName","match
$i isa intermediary;
$e isa offshore_entity, has countries ""South Africa"";
intermediary_of (intermediary: $i, offshore_entity: $e);
fetch {
  ""IntermediaryName"": $i.name,
  ""EntityName"": $e.name
};"
74,List the top 5 entities by their lastEditTimestamp.,"MATCH (e:Entity)
RETURN e.name, e.lastEditTimestamp
ORDER BY e.lastEditTimestamp DESC
LIMIT 5","match
$e isa offshore_entity, has last_edit_timestamp $t;
sort $t desc;
limit 5;
fetch {
  ""name"": $e.name,
  ""lastEditTimestamp"": $t
};"
75,What is the original name of the entity with node_id 10000002?,"MATCH (e:Entity {node_id: 10000002})
RETURN e.original_name","match
$e isa offshore_entity, has node_id 10000002;
fetch {
  ""original_name"": $e.original_name
};"
76,"List the intermediary names that have the same address as 'MICHAEL PAPAGEORGE, MR.'","MATCH (i1:Intermediary {name: 'MICHAEL PAPAGEORGE, MR.'})-[:registered_address]->(a:Address)<-[:registered_address]-(i2:Intermediary)
WHERE i1.node_id <> i2.node_id
RETURN i2.name AS intermediary_name","match
$i1 isa intermediary, has name ""MICHAEL PAPAGEORGE, MR."", has node_id $id1;
$i2 isa intermediary, has name $name2, has node_id $id2;
$a isa postal_address;
registered_address (registrant: $i1, registered_addr: $a);
registered_address (registrant: $i2, registered_addr: $a);
$id1 != $id2;
fetch {
  ""intermediary_name"": $name2
};"
77,"Which officers have been linked to the entity 'NINGBO SUNRISE ENTERPRISES UNITED CO., LTD.'?","MATCH (e:Entity {name: 'NINGBO SUNRISE ENTERPRISES UNITED CO., LTD.'})&lt;-[:officer_of]-(o:Officer)
RETURN o.name","match
$e isa offshore_entity, has name ""NINGBO SUNRISE ENTERPRISES UNITED CO., LTD."";
$o isa officer;
officer_of (officer: $o, offshore_entity: $e);
fetch {
  ""name"": $o.name
};"
78,List all entities that have 'HKG' as their country code.,"MATCH (e:Entity)
WHERE e.country_codes = 'HKG'
RETURN e.name AS entity_name, e.country_codes AS country_code","match
$e isa offshore_entity, has country_codes ""HKG"";
fetch {
  ""entity_name"": $e.name,
  ""country_code"": $e.country_codes
};"
79,What are the names of entities that have been inactivated on '18-FEB-2013'?,"MATCH (e:Entity)
WHERE e.inactivation_date = '18-FEB-2013'
RETURN e.name","match
$e isa offshore_entity, has inactivation_date 2013-02-18, has name $n;
fetch {
  ""name"": $n
};"
80,Which entities have a status of 'Defaulted'?,"MATCH (e:Entity)
WHERE e.status = 'Defaulted'
RETURN e.name, e.status","match
$e isa offshore_entity, has status ""Defaulted"";
fetch {
  ""name"": $e.name,
  ""status"": $e.status
};"
81,List entities that were incorporated on '23-MAR-2006'.,"MATCH (e:Entity)
WHERE e.incorporation_date = '23-MAR-2006'
RETURN e.name AS entity_name, e.incorporation_date AS incorporation_date","match
$e isa offshore_entity, has incorporation_date 2006-03-23;
fetch {
  ""entity_name"": $e.name,
  ""incorporation_date"": $e.incorporation_date
};"
