original_index,question,cypher,typeql
33,Who are the top 5 most followed users that Neo4j follows?,"MATCH (me:Me)-[:FOLLOWS]->(followed:User)
RETURN followed.screen_name AS user, followed.followers AS follower_count
ORDER BY follower_count DESC
LIMIT 5","match
$me isa me;
$followed isa user, has followers $f;
follows (follower: $me, followed: $followed);
sort $f desc;
limit 5;
fetch { ""user"": $followed.screen_name, ""follower_count"": $f };"
34,List 3 users who follow Neo4j and have a location specified as 'Graphs Are Everywhere'.,"MATCH (u:User)-[:FOLLOWS]->(:Me {name: 'Neo4j'}) 
WHERE u.location = 'Graphs Are Everywhere'
RETURN u.name, u.screen_name, u.location
LIMIT 3","match
$u isa user, has location ""Graphs Are Everywhere"";
$me isa me, has name ""Neo4j"";
follows (follower: $u, followed: $me);
limit 3;
fetch { ""name"": $u.name, ""screen_name"": $u.screen_name, ""location"": $u.location };"
35,What are the names of the top 5 users with the highest betweenness centrality?,"MATCH (u:User)
RETURN u.name
ORDER BY u.betweenness DESC
LIMIT 5","match
$u isa user, has betweenness $b;
sort $b desc;
limit 5;
fetch { ""name"": $u.name };"
36,Identify 5 users who follow more than 5000 users but have fewer than 10000 followers.,"MATCH (u:User)
WHERE u.following > 5000 AND u.followers < 10000
RETURN u.screen_name, u.following, u.followers
LIMIT 5","match
$u isa user, has following $fg, has followers $fr;
$fg > 5000;
$fr < 10000;
limit 5;
fetch { ""screen_name"": $u.screen_name, ""following"": $fg, ""followers"": $fr };"
37,Find 3 tweets that contain links and were created in 2021.,"MATCH (t:Tweet)-[:CONTAINS]->(:Link)
WHERE t.created_at >= date('2021-01-01') AND t.created_at < date('2022-01-01') 
RETURN t
LIMIT 3","match
$t isa tweet, has created_at $ca;
$l isa link;
contains (containing_tweet: $t, contained_link: $l);
$ca >= 2021-01-01T00:00:00;
$ca < 2022-01-01T00:00:00;
limit 3;
fetch { ""text"": $t.text, ""tweet_id"": $t.tweet_id, ""created_at"": $ca };"
38,Which 5 users are most similar to Neo4j based on the SIMILAR_TO score?,"MATCH (me:Me {name: 'Neo4j'})<-[s:SIMILAR_TO]-(u:User)
RETURN u.screen_name AS user, s.score AS similarity
ORDER BY similarity DESC
LIMIT 5","match
$me isa me, has name ""Neo4j"";
$u isa user;
$s isa similar_to (source_user: $u, similar_user: $me), has score $sc;
sort $sc desc;
limit 5;
fetch { ""user"": $u.screen_name, ""similarity"": $sc };"
39,List the top 3 hashtags used in tweets posted by users from 'Graphs Are Everywhere'.,"MATCH (u:User {location: 'Graphs Are Everywhere'})-[:POSTS]->(t:Tweet)-[:TAGS]->(h:Hashtag)
RETURN h.name AS hashtag, count(*) AS count
ORDER BY count DESC
LIMIT 3","match
$u isa user, has location ""Graphs Are Everywhere"";
$t isa tweet;
$h isa hashtag;
posts (author: $u, content: $t);
tags (tagged_tweet: $t, tag: $h);
reduce $count = count($t) groupby $h;
sort $count desc;
limit 3;
fetch { ""hashtag"": $h.hashtag_name, ""count"": $count };"
40,What are the top 3 sources used in the tweets that mention Neo4j?,"MATCH (t:Tweet)-[:MENTIONS]->(:User {screen_name: 'neo4j'})-[:POSTS]->(t)
MATCH (t)-[:USING]->(s:Source)
RETURN s.name AS source, count(*) AS count
ORDER BY count DESC
LIMIT 3","match
$t isa tweet;
$u isa user, has screen_name ""neo4j"";
$s isa source;
mentions (source_tweet: $t, mentioned_user: $u);
using (tweet_content: $t, platform: $s);
reduce $count = count($t) groupby $s;
sort $count desc;
limit 3;
fetch { ""source"": $s.source_name, ""count"": $count };"
41,Who are the 5 users with the most interactions with other users?,"MATCH (u:User)-[i:INTERACTS_WITH]->(other:User)
RETURN u.name AS user, count(i) AS interactions
ORDER BY interactions DESC
LIMIT 5","match
$u isa user;
$other isa user;
$i isa interacts_with (interactor: $u, target: $other);
reduce $interactions = count($i) groupby $u;
sort $interactions desc;
limit 5;
fetch { ""user"": $u.name, ""interactions"": $interactions };"
43,Which 3 users amplified Neo4j the most?,"MATCH (me:Me)<-[:AMPLIFIES]-(u:User)
RETURN u.screen_name AS user, count(*) AS amplifications
ORDER BY amplifications DESC
LIMIT 3","match
$me isa me;
$u isa user;
$a isa amplifies (amplifier: $u, amplified_user: $me);
reduce $amplifications = count($a) groupby $u;
sort $amplifications desc;
limit 3;
fetch { ""user"": $u.screen_name, ""amplifications"": $amplifications };"
45,Who are the top 3 users that Neo4j has retweeted mentions from?,"MATCH (me:Me {screen_name: 'neo4j'})-[:RT_MENTIONS]->(user:User)
WITH user, count(*) AS mentions
ORDER BY mentions DESC
LIMIT 3
RETURN user.screen_name AS user, mentions","match
$me isa me, has screen_name ""neo4j"";
$user isa user;
$r isa rt_mentions (mentioner: $me, mentioned_user: $user);
reduce $mentions = count($r) groupby $user;
sort $mentions desc;
limit 3;
fetch { ""user"": $user.screen_name, ""mentions"": $mentions };"
46,List 3 users who have posted tweets tagging the hashtag 'education'.,"MATCH (u:User)-[:POSTS]->(t:Tweet)-[:TAGS]->(h:Hashtag {name: 'education'})
RETURN u.name, u.screen_name, t.text
LIMIT 3","match
$u isa user;
$t isa tweet;
$h isa hashtag, has hashtag_name ""education"";
posts (author: $u, content: $t);
tags (tagged_tweet: $t, tag: $h);
limit 3;
fetch { ""name"": $u.name, ""screen_name"": $u.screen_name, ""text"": $t.text };"
47,Which 3 tweets posted by Neo4j have the most replies?,"MATCH (me:Me {name: 'Neo4j'})-[:POSTS]->(tweet:Tweet)
WHERE exists{ (tweet)<-[:REPLY_TO]-() }
RETURN tweet.text AS tweet_text, count{(tweet)<-[:REPLY_TO]-()} AS reply_count
ORDER BY reply_count DESC
LIMIT 3","match
$me isa me, has name ""Neo4j"";
$tweet isa tweet;
$reply isa tweet;
posts (author: $me, content: $tweet);
reply_to (original_tweet: $tweet, replying_tweet: $reply);
reduce $reply_count = count($reply) groupby $tweet;
sort $reply_count desc;
limit 3;
fetch { ""tweet_text"": $tweet.text, ""reply_count"": $reply_count };"
48,Identify the top 5 tweets that mention Neo4j and contain a link.,"MATCH (t:Tweet)-[:MENTIONS]->(:Me)
WHERE (t)-[:CONTAINS]->(:Link)
RETURN t.text AS tweet_text
ORDER BY t.favorites DESC
LIMIT 5","match
$t isa tweet, has favorites $f;
$me isa me;
$l isa link;
mentions (source_tweet: $t, mentioned_user: $me);
contains (containing_tweet: $t, contained_link: $l);
sort $f desc;
limit 5;
fetch { ""tweet_text"": $t.text };"
49,What are the 3 most common hashtags in tweets that have been retweeted more than 100 times?,"MATCH (t:Tweet)-[:TAGS]->(h:Hashtag)
WHERE t.favorites > 100
RETURN h.name AS hashtag, count(*) AS count
ORDER BY count DESC
LIMIT 3","match
$tweet isa tweet;
retweets (original_tweet: $tweet, retweeting_tweet: $retweet);
reduce $count = count groupby $tweet;
match
$count > 100;
tags (tagged_tweet: $tweet, tag: $hashtag);
reduce $hashtag_count = count groupby $hashtag;
sort $hashtag_count desc;
limit 3;
fetch {
  ""hashtag"": $hashtag.hashtag_name,
  ""count"": $hashtag_count
};"
50,List the tweets containing the link 'https://twitter.com/i/web/status/13718150212657479' and were created in March 2021.,"MATCH (t:Tweet)-[:CONTAINS]->(l:Link {url: 'https://twitter.com/i/web/status/13718150212657479'})
WHERE t.created_at >= date('2021-03-01') AND t.created_at < date('2021-04-01') 
RETURN t","match
$t isa tweet, has created_at $ca;
$l isa link, has link_url ""https://twitter.com/i/web/status/13718150212657479"";
contains (containing_tweet: $t, contained_link: $l);
$ca >= 2021-03-01T00:00:00;
$ca < 2021-04-01T00:00:00;
fetch { ""text"": $t.text, ""tweet_id"": $t.tweet_id, ""created_at"": $ca };"
51,Which 3 users have the most followers among those who have interacted with Neo4j?,"MATCH (u:User)-[:INTERACTS_WITH]->(:Me {name: 'Neo4j'})
RETURN u.screen_name AS user, u.followers AS followerCount
ORDER BY followerCount DESC
LIMIT 3","match
$u isa user, has followers $f;
$me isa me, has name ""Neo4j"";
interacts_with (interactor: $u, target: $me);
sort $f desc;
limit 3;
fetch { ""user"": $u.screen_name, ""followerCount"": $f };"
52,Identify the top 5 tweets with texts containing the word 'education'.,"MATCH (t:Tweet)
WHERE t.text CONTAINS 'education'
RETURN t.text, t.favorites
ORDER BY t.favorites DESC
LIMIT 5","match
$t isa tweet, has text $txt, has favorites $f;
$txt like ""%education%"";
sort $f desc;
limit 5;
fetch { ""text"": $txt, ""favorites"": $f };"
53,Find the 3 most recent tweets by Neo4j.,"MATCH (u:User {screen_name: 'neo4j'})-[:POSTS]->(t:Tweet)
RETURN t.text, t.created_at
ORDER BY t.created_at DESC
LIMIT 3","match
$u isa user, has screen_name ""neo4j"";
$t isa tweet, has created_at $ca;
posts (author: $u, content: $t);
sort $ca desc;
limit 3;
fetch { ""text"": $t.text, ""created_at"": $ca };"
54,Which 3 users with the highest betweenness have tweeted about 'education'?,"MATCH (u:User)-[:POSTS]->(t:Tweet)-[:TAGS]->(:Hashtag {name: 'education'})
WHERE u.betweenness IS NOT NULL
RETURN u.screen_name, u.betweenness
ORDER BY u.betweenness DESC
LIMIT 3","match
$u isa user, has betweenness $b;
$t isa tweet;
$h isa hashtag, has hashtag_name ""education"";
posts (author: $u, content: $t);
tags (tagged_tweet: $t, tag: $h);
sort $b desc;
limit 3;
fetch { ""screen_name"": $u.screen_name, ""betweenness"": $b };"
55,List the top 3 sources used by tweets mentioning 'Neo4j' and containing a hashtag.,"MATCH (t:Tweet)-[:MENTIONS]->(:User {name: 'Neo4j'}),
      (t)-[:TAGS]->(:Hashtag),
      (t)-[:USING]->(s:Source)
RETURN s.name AS source, count(*) AS tweet_count
ORDER BY tweet_count DESC
LIMIT 3","match
$t isa tweet;
$u isa user, has name ""Neo4j"";
$h isa hashtag;
$s isa source;
mentions (source_tweet: $t, mentioned_user: $u);
tags (tagged_tweet: $t, tag: $h);
using (tweet_content: $t, platform: $s);
reduce $tweet_count = count($t) groupby $s;
sort $tweet_count desc;
limit 3;
fetch { ""source"": $s.source_name, ""tweet_count"": $tweet_count };"
56,Who are the top 5 users followed by Neo4j that have tweeted more than 1000 times?,"MATCH (me:Me {name: 'Neo4j'})-[:FOLLOWS]->(u:User)
WHERE u.statuses > 1000
RETURN u.name, u.screen_name, u.statuses
ORDER BY u.statuses DESC
LIMIT 5","match
$me isa me, has name ""Neo4j"";
$u isa user, has statuses $s;
follows (follower: $me, followed: $u);
$s > 1000;
sort $s desc;
limit 5;
fetch { ""name"": $u.name, ""screen_name"": $u.screen_name, ""statuses"": $s };"
57,Find the top 3 users who amplified tweets by Neo4j and have a high betweenness score.,"MATCH (me:Me {name: 'Neo4j'})<-[:AMPLIFIES]-(u:User)
WHERE u.betweenness IS NOT NULL
RETURN u.screen_name AS user, u.betweenness AS betweenness
ORDER BY u.betweenness DESC
LIMIT 3","match
$me isa me, has name ""Neo4j"";
$u isa user, has betweenness $b;
amplifies (amplifier: $u, amplified_user: $me);
sort $b desc;
limit 3;
fetch { ""user"": $u.screen_name, ""betweenness"": $b };"
58,Which 3 tweets by Neo4j have the most favorites and were posted in 2020?,"MATCH (me:Me {screen_name: 'neo4j'})-[:POSTS]->(tweet:Tweet)
WHERE tweet.created_at >= date('2020-01-01') AND tweet.created_at < date('2021-01-01') 
RETURN tweet.text AS tweet_text, tweet.favorites AS num_favorites
ORDER BY tweet.favorites DESC
LIMIT 3","match
$me isa me, has screen_name ""neo4j"";
$tweet isa tweet, has created_at $ca, has favorites $f;
posts (author: $me, content: $tweet);
$ca >= 2020-01-01T00:00:00;
$ca < 2021-01-01T00:00:00;
sort $f desc;
limit 3;
fetch { ""tweet_text"": $tweet.text, ""num_favorites"": $f };"
59,List the 3 tweets by Neo4j that have been retweeted by users with more than 10000 followers.,"MATCH (me:Me {screen_name: 'neo4j'})-[:POSTS]->(tweet:Tweet)
WHERE exists {
  (tweet)<-[:RETWEETS]-(:Tweet)<-[:POSTS]-(retweeter:User)
  WHERE retweeter.followers > 10000
}
RETURN tweet.text
LIMIT 3","match
$me isa me, has screen_name ""neo4j"";
$tweet isa tweet;
$retweet isa tweet;
$retweeter isa user, has followers $f;
posts (author: $me, content: $tweet);
retweets (retweeting_tweet: $retweet, original_tweet: $tweet);
posts (author: $retweeter, content: $retweet);
$f > 10000;
limit 3;
fetch { ""text"": $tweet.text };"
60,What are the names of the top 5 users with the highest betweenness?,"MATCH (u:User)
RETURN u.name
ORDER BY u.betweenness DESC
LIMIT 5","match
$u isa user, has betweenness $b;
sort $b desc;
limit 5;
fetch { ""name"": $u.name };"
61,List the screen names of the first 3 users who have the most followers.,"MATCH (u:User)
RETURN u.screen_name, u.followers
ORDER BY u.followers DESC
LIMIT 3","match
$u isa user, has followers $f;
sort $f desc;
limit 3;
fetch { ""screen_name"": $u.screen_name, ""followers"": $f };"
62,Who are the top 5 users based on the number of statuses they have posted?,"MATCH (u:User)
WHERE u.statuses IS NOT NULL
RETURN u.screen_name, u.statuses AS status_count
ORDER BY u.statuses DESC
LIMIT 5","match
$u isa user, has statuses $s;
sort $s desc;
limit 5;
fetch { ""screen_name"": $u.screen_name, ""status_count"": $s };"
63,Identify the top 3 users by the number of people they are following.,"MATCH (u:User)
RETURN u.screen_name AS user, u.following AS following
ORDER BY u.following DESC
LIMIT 3","match
$u isa user, has following $f;
sort $f desc;
limit 3;
fetch { ""user"": $u.screen_name, ""following"": $f };"
64,Who are the three users with the most mentions in tweets?,"MATCH (u:User)<-[:MENTIONS]-(t:Tweet)
RETURN u.name AS user, count(*) AS mentions
ORDER BY mentions DESC
LIMIT 3","match
$u isa user;
$t isa tweet;
$m isa mentions (source_tweet: $t, mentioned_user: $u);
reduce $mentions = count($m) groupby $u;
sort $mentions desc;
limit 3;
fetch { ""user"": $u.name, ""mentions"": $mentions };"
65,List the first 5 tweets with the highest number of favorites.,"MATCH (t:Tweet)
RETURN t.text, t.favorites
ORDER BY t.favorites DESC
LIMIT 5","match
$t isa tweet, has favorites $f;
sort $f desc;
limit 5;
fetch { ""text"": $t.text, ""favorites"": $f };"
66,What are the top 3 sources used most frequently in tweets?,"MATCH (t:Tweet)-[:USING]->(s:Source)
RETURN s.name AS source, count(*) AS tweet_count
ORDER BY tweet_count DESC
LIMIT 3","match
$t isa tweet;
$s isa source;
using (tweet_content: $t, platform: $s);
reduce $tweet_count = count($t) groupby $s;
sort $tweet_count desc;
limit 3;
fetch { ""source"": $s.source_name, ""tweet_count"": $tweet_count };"
67,Which 5 users have posted the most tweets?,"MATCH (u:User)-[:POSTS]->(t:Tweet)
WITH u, count(t) AS num_tweets
ORDER BY num_tweets DESC
LIMIT 5
RETURN u.screen_name AS user, num_tweets","match
$u isa user;
$t isa tweet;
posts (author: $u, content: $t);
reduce $num_tweets = count($t) groupby $u;
sort $num_tweets desc;
limit 5;
fetch { ""user"": $u.screen_name, ""num_tweets"": $num_tweets };"
68,Identify the top 3 hashtags used in tweets.,"MATCH (t:Tweet)-[:TAGS]->(h:Hashtag)
RETURN h.name AS hashtag, count(*) AS count
ORDER BY count DESC
LIMIT 3","match
$t isa tweet;
$h isa hashtag;
tags (tagged_tweet: $t, tag: $h);
reduce $count = count($t) groupby $h;
sort $count desc;
limit 3;
fetch { ""hashtag"": $h.hashtag_name, ""count"": $count };"
69,What are the top 5 most recent tweets based on the creation date?,"MATCH (t:Tweet)
RETURN t
ORDER BY t.created_at DESC
LIMIT 5","match
$t isa tweet, has created_at $ca;
sort $ca desc;
limit 5;
fetch { ""text"": $t.text, ""tweet_id"": $t.tweet_id, ""created_at"": $ca };"
70,List the URLs of the top 3 tweets containing links.,"MATCH (t:Tweet)-[:CONTAINS]->(l:Link)
RETURN l.url AS url
ORDER BY t.favorites DESC
LIMIT 3","match
$t isa tweet, has favorites $f;
$l isa link;
contains (containing_tweet: $t, contained_link: $l);
sort $f desc;
limit 3;
fetch { ""url"": $l.link_url };"
71,Who are the top 3 users most similar to 'Neo4j' based on the SIMILAR_TO score?,"MATCH (me:Me {screen_name: 'neo4j'})-[s:SIMILAR_TO]->(u:User)
RETURN u.screen_name AS similar_user, s.score AS similarity
ORDER BY s.score DESC
LIMIT 3","match
$me isa me, has screen_name ""neo4j"";
$u isa user;
$s isa similar_to (source_user: $me, similar_user: $u), has score $sc;
sort $sc desc;
limit 3;
fetch { ""similar_user"": $u.screen_name, ""similarity"": $sc };"
72,What are the first 3 locations where the most users are based?,"MATCH (u:User)
WHERE u.location IS NOT NULL
RETURN u.location, count(u) AS num_users
ORDER BY num_users DESC
LIMIT 3","match
$u isa user, has location $loc;
reduce $num_users = count($u) groupby $loc;
sort $num_users desc;
limit 3;
fetch { ""location"": $loc, ""num_users"": $num_users };"
