original_index,question,cypher,typeql
10,Which questions tagged with 'aws-lambda' have been asked by users with a reputation of more than 5000?,"MATCH (q:Question)-[:TAGGED]->(t:Tag {name: 'aws-lambda'})
MATCH (u:User)-[:ASKED]->(q)
WHERE u.reputation > 5000
RETURN q.title AS question_title, q.link AS question_link, u.display_name AS user_name, u.reputation AS user_reputation","match
$q isa question;
$t isa tag, has tag_name ""aws-lambda"";
tagged (tagged_question: $q, tag: $t);
$u isa user, has reputation $rep;
$rep > 5000;
asked (asker: $u, asked_question: $q);
fetch {
  ""question_title"": $q.title,
  ""question_link"": $q.link,
  ""user_name"": $u.display_name,
  ""user_reputation"": $rep
};"
11,What are the first 3 most recent questions asked by users with a reputation over 10000?,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE u.reputation > 10000
RETURN q.title, q.createdAt, u.display_name
ORDER BY q.createdAt DESC
LIMIT 3","match
  $u isa user, has reputation $rep, has display_name $dn;
  $rep > 10000;
  $q isa question, has created_at $ca;
  asked (asker: $u, asked_question: $q);
sort $ca desc;
limit 3;
fetch {
  ""title"": $q.title,
  ""createdAt"": $ca,
  ""display_name"": $dn
};"
12,Show the top 5 questions with the highest number of favorites that were asked by users with a link containing 'stackoverflow'.,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE u.link CONTAINS 'stackoverflow'
RETURN q.title, q.favorites, q.link
ORDER BY q.favorites DESC
LIMIT 5","match
$u isa user, has user_link $ul;
$ul like "".*stackoverflow.*"";
$q isa question, has favorites $f;
asked (asker: $u, asked_question: $q);
sort $f desc;
limit 5;
fetch {
  ""title"": $q.title,
  ""favorites"": $f,
  ""link"": $q.link
};"
13,List the first 3 users who asked questions with more than 2 tags.,"MATCH (u:User)-[:ASKED]->(q:Question)-[:TAGGED]->(t:Tag)
WITH u, q, COUNT(t) AS tagCount
WHERE tagCount > 2
RETURN u.display_name, u.id, u.link
ORDER BY u.id
LIMIT 3","match
$u isa user;
$q isa question;
$t isa tag;
asked (asker: $u, asked_question: $q);
tagged (tagged_question: $q, tag: $t);
reduce $tag_count = count($t) groupby $u, $q;
match
$tag_count > 2;
$u has user_id $uid;
select $u, $uid;
distinct;
sort $uid asc;
limit 3;
fetch {
  ""display_name"": $u.display_name,
  ""id"": $u.user_id,
  ""link"": $u.user_link
};"
14,Which users have asked questions that have not been answered and have a score less than -1?,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE q.answered = false AND q.score < -1
RETURN u.display_name, u.id, u.link","match
$u isa user;
$q isa question, has answered false, has score $s;
$s < -1;
asked (asker: $u, asked_question: $q);
fetch {
  ""display_name"": $u.display_name,
  ""user_id"": $u.user_id,
  ""user_link"": $u.user_link
};"
15,List the top 5 questions with the most downvotes that were asked before 2019.,"MATCH (q:Question)
WHERE q.createdAt < datetime('2019-01-01T00:00:00Z')
RETURN q.title, q.downVotes
ORDER BY q.downVotes DESC
LIMIT 5","match
$q isa question, has created_at $ca, has down_votes $dv;
$ca < 2019-01-01T00:00:00;
sort $dv desc;
limit 5;
fetch {
  ""title"": $q.title,
  ""down_votes"": $dv
};"
16,What are the first 3 questions that have been tagged with 'graphql' and have more than 1 favorite?,"MATCH (q:Question)-[:TAGGED]->(t:Tag {name: 'graphql'})
WHERE q.favorites > 1
RETURN q
ORDER BY q.createdAt ASC
LIMIT 3","match
$q isa question, has favorites $f;
$t isa tag, has tag_name ""graphql"";
tagged (tagged_question: $q, tag: $t);
$f > 1;
$q has created_at $ca;
sort $ca asc;
limit 3;
fetch {
  ""question"": $q.title,
  ""favorites"": $f,
  ""created_at"": $ca
};"
17,Show the top 5 most downvoted questions.,"MATCH (q:Question)
RETURN q.title, q.downVotes
ORDER BY q.downVotes DESC
LIMIT 5","match
$q isa question, has down_votes $dv;
sort $dv desc;
limit 5;
fetch {
  ""title"": $q.title,
  ""downVotes"": $dv
};"
18,Identify the first 3 questions with a score of 0 or less that were asked by users with an image URL.,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE q.score <= 0 AND u.image IS NOT NULL
RETURN q.title AS question_title, q.score AS question_score, u.display_name AS user_name, u.image AS user_image
ORDER BY q.createdAt ASC
LIMIT 3","match
  $q isa question, has score $s, has title $t;
  $s <= 0;
  $u isa user, has image $img, has display_name $dn;
  asked (asker: $u, asked_question: $q);
  $q has created_at $ca;
sort $ca asc;
limit 3;
fetch {
  ""question_title"": $t,
  ""question_score"": $s,
  ""user_name"": $dn,
  ""user_image"": $img
};"
19,Which questions have more than 5 downvotes and are tagged with 'aws-lambda'?,"MATCH (q:Question)-[:TAGGED]->(t:Tag)
WHERE q.downVotes > 5 AND t.name = 'aws-lambda'
RETURN q.title, q.link, q.downVotes","match
  $q isa question, has down_votes $dv, has title $t, has link $l;
  $dv > 5;
  $tag isa tag, has tag_name ""aws-lambda"";
  tagged (tagged_question: $q, tag: $tag);
fetch {
  ""title"": $t,
  ""link"": $l,
  ""down_votes"": $dv
};"
20,List the top 5 users by number of questions they have asked.,"MATCH (u:User)-[:ASKED]->(q:Question)
WITH u, COUNT(q) AS question_count
ORDER BY question_count DESC
LIMIT 5
RETURN u.display_name AS user, question_count","match
$u isa user;
$q isa question;
asked (asker: $u, asked_question: $q);
reduce $count = count($q) groupby $u;
sort $count desc;
limit 5;
fetch {
  ""user"": $u.display_name,
  ""question_count"": $count
};"
21,Find the first 3 questions that have not been answered and have zero upvotes.,"MATCH (q:Question)
WHERE q.answered = false AND q.upVotes = 0
RETURN q
ORDER BY q.createdAt ASC
LIMIT 3","match
$q isa question, has answered false, has up_votes 0, has created_at $ca;
sort $ca asc;
limit 3;
fetch {
  ""title"": $q.title,
  ""question_id"": $q.question_id,
  ""answered"": $q.answered,
  ""up_votes"": $q.up_votes,
  ""created_at"": $q.created_at
};"
22,Show the top 5 questions with the highest score that were asked by users with a reputation under 500.,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE u.reputation < 500
RETURN q.title, q.score, q.link, u.display_name, u.reputation
ORDER BY q.score DESC
LIMIT 5","match
$u isa user;
$q isa question;
asked (asker: $u, asked_question: $q);
$u has reputation $rep;
$rep < 500;
$q has score $s;
sort $s desc;
limit 5;
fetch {
  ""title"": $q.title,
  ""score"": $s,
  ""link"": $q.link,
  ""display_name"": $u.display_name,
  ""reputation"": $rep
};"
23,What are the first 3 most recent questions asked on the platform?,"MATCH (q:Question)
RETURN q.title, q.createdAt
ORDER BY q.createdAt DESC
LIMIT 3","match
$q isa question, has created_at $ca;
sort $ca desc;
limit 3;
fetch {
  ""title"": $q.title,
  ""createdAt"": $ca
};"
24,Find the first 3 users who asked questions tagged with 'node.js'.,"MATCH (q:Question)-[:TAGGED]->(t:Tag {name: 'node.js'})
MATCH (u:User)-[:ASKED]->(q)
RETURN u.display_name, u.id, u.link
ORDER BY q.createdAt
LIMIT 3","match
$t isa tag, has tag_name ""node.js"";
tagged (tagged_question: $q, tag: $t);
$q isa question, has created_at $ca;
asked (asker: $u, asked_question: $q);
$u isa user;
sort $ca asc;
limit 3;
fetch {
  ""display_name"": $u.display_name,
  ""user_id"": $u.user_id,
  ""user_link"": $u.user_link
};"
25,Which tags have been used more than twice in the database?,"MATCH (:Question)-[:TAGGED]->(t:Tag)
WITH t.name AS tagName, COUNT(*) AS tagCount
WHERE tagCount > 2
RETURN tagName","match
$q isa question;
tagged (tagged_question: $q, tag: $t);
$t has tag_name $tn;
reduce $count = count($q) groupby $t, $tn;
match
$count > 2;
fetch {
  ""tagName"": $tn
};"
26,Show the first 3 questions asked by 'Christopher'.,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE u.display_name = 'Christopher'
RETURN q.title, q.link, q.createdAt
ORDER BY q.createdAt
LIMIT 3","match
$u isa user, has display_name ""Christopher"";
$q isa question, has created_at $ca;
asked (asker: $u, asked_question: $q);
sort $ca asc;
limit 3;
fetch {
  ""title"": $q.title,
  ""link"": $q.link,
  ""createdAt"": $ca
};"
27,Who are the top 3 users by reputation who have asked a question about 'aws-lambda'?,"MATCH (u:User)-[:ASKED]->(q:Question)-[:TAGGED]->(t:Tag {name: 'aws-lambda'})
RETURN u.display_name, u.reputation
ORDER BY u.reputation DESC
LIMIT 3","match
$u isa user;
$t isa tag, has tag_name ""aws-lambda"";
asked (asker: $u, asked_question: $q);
tagged (tagged_question: $q, tag: $t);
$u has reputation $rep;
sort $rep desc;
limit 3;
fetch {
  ""display_name"": $u.display_name,
  ""reputation"": $rep
};"
28,Find the first 5 questions with the most favorites that have been answered.,"MATCH (q:Question)
WHERE q.answered = true
RETURN q
ORDER BY q.favorites DESC
LIMIT 5","match
$q isa question, has answered true, has favorites $f;
sort $f desc;
limit 5;
fetch {
  ""title"": $q.title,
  ""favorites"": $q.favorites,
  ""score"": $q.score,
  ""link"": $q.link
};"
29,Which top 5 users have asked the most questions?,"MATCH (u:User)-[:ASKED]->(q:Question)
WITH u, COUNT(q) AS question_count
ORDER BY question_count DESC
LIMIT 5
RETURN u.display_name AS user, question_count","match
$u isa user;
asked (asker: $u, asked_question: $q);
reduce $count = count($q) groupby $u;
sort $count desc;
limit 5;
fetch {
  ""user"": $u.display_name,
  ""question_count"": $count
};"
30,Identify the top 3 users who have posted the most downvoted questions.,"MATCH (u:User)-[:ASKED]->(q:Question)
WITH u, SUM(q.downVotes) AS totalDownVotes
ORDER BY totalDownVotes DESC
LIMIT 3
RETURN u.display_name AS userName, totalDownVotes","match
$u isa user;
asked (asker: $u, asked_question: $q);
$q has down_votes $dv;
reduce $total_down_votes = sum($dv) groupby $u;
sort $total_down_votes desc;
limit 3;
fetch {
  ""userName"": $u.display_name,
  ""totalDownVotes"": $total_down_votes
};"
31,Show the first 5 questions asked by users with no reputation points.,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE u.reputation = 0
RETURN q.title, q.link, q.createdAt
ORDER BY q.createdAt
LIMIT 5","match
$u isa user, has reputation 0;
$q isa question, has created_at $ca;
asked (asker: $u, asked_question: $q);
sort $ca asc;
limit 5;
fetch {
  ""title"": $q.title,
  ""link"": $q.link,
  ""createdAt"": $ca
};"
32,Find the top 5 users who have asked questions with the most tags associated.,"MATCH (u:User)-[:ASKED]->(q:Question)-[:TAGGED]->(t:Tag)
WITH u, COUNT(DISTINCT t) AS tagCount
ORDER BY tagCount DESC
LIMIT 5
RETURN u.display_name AS userName, tagCount","match
$u isa user;
$q isa question;
$t isa tag;
asked (asker: $u, asked_question: $q);
tagged (tagged_question: $q, tag: $t);
select $u, $t;
distinct;
reduce $count = count($t) groupby $u;
sort $count desc;
limit 5;
fetch {
  ""userName"": $u.display_name,
  ""tagCount"": $count
};"
33,List the top 5 questions that were asked by users with an image link containing 'gravatar'.,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE u.image CONTAINS 'gravatar'
RETURN q.title, q.link, q.createdAt, q.upVotes, q.downVotes, q.score
ORDER BY q.score DESC
LIMIT 5","match
$u isa user, has image $img;
$img like "".*gravatar.*"";
asked (asker: $u, asked_question: $q);
$q isa question, has score $s;
sort $s desc;
limit 5;
fetch {
  ""title"": $q.title,
  ""link"": $q.link,
  ""createdAt"": $q.created_at,
  ""upVotes"": $q.up_votes,
  ""downVotes"": $q.down_votes,
  ""score"": $s
};"
35,Show the top 3 questions with the most severe negative score (lowest score).,"MATCH (q:Question)
WHERE q.score < 0
RETURN q.title, q.score, q.link
ORDER BY q.score ASC
LIMIT 3","match
$q isa question, has score $s, has title $t, has link $l;
$s < 0;
sort $s asc;
limit 3;
fetch {
  ""title"": $t,
  ""score"": $s,
  ""link"": $l
};"
37,Who are the top 3 users who have asked questions with the most combined upvotes and downvotes?,"MATCH (u:User)-[:ASKED]->(q:Question)
WITH u, SUM(q.upVotes + q.downVotes) AS totalVotes
ORDER BY totalVotes DESC
LIMIT 3
RETURN u.display_name AS user, totalVotes","match
$u isa user;
$q isa question, has up_votes $uv, has down_votes $dv;
asked (asker: $u, asked_question: $q);
let $total_per_q = $uv + $dv;
reduce $total_votes = sum($total_per_q) groupby $u;
sort $total_votes desc;
limit 3;
fetch { ""user"": $u.display_name, ""totalVotes"": $total_votes };"
38,Find the first 5 questions that have been tagged with more than 3 tags.,"MATCH (q:Question)-[:TAGGED]->(t:Tag)
WITH q, COUNT(t) AS tagCount
WHERE tagCount > 3
RETURN q
ORDER BY q.createdAt
LIMIT 5","match
$q isa question, has created_at $ca;
tagged (tagged_question: $q, tag: $t);
reduce $count = count($t) groupby $q, $ca;
match
$count > 3;
sort $ca asc;
limit 5;
fetch {
  ""question"": $q
};"
39,Show the first 5 users who have asked a question with a link containing 'github'.,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE q.link CONTAINS 'github'
RETURN u
ORDER BY q.createdAt
LIMIT 5","match
$u isa user;
$q isa question, has link $l;
asked (asker: $u, asked_question: $q);
$l like "".*github.*"";
$q has created_at $ca;
sort $ca;
limit 5;
fetch {
  ""user"": { $u.* }
};"
40,What are the links to the questions asked by users with a display name starting with 'Alex'?,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE u.display_name STARTS WITH 'Alex'
RETURN q.link","match
$u isa user, has display_name $dn;
$dn like ""Alex%"";
$q isa question;
asked (asker: $u, asked_question: $q);
fetch {
  ""link"": $q.link
};"
41,Identify the top 5 questions with the highest number of favorites that have been asked in 2020.,"MATCH (q:Question)-[:ASKED]->(u:User)
WHERE q.createdAt >= datetime('2020-01-01T00:00:00Z') AND q.createdAt < datetime('2021-01-01T00:00:00Z')
RETURN q.title AS title, q.favorites AS favorites, q.link AS link, q.createdAt AS createdAt
ORDER BY q.favorites DESC
LIMIT 5","match
$q isa question, has created_at $ca, has favorites $f;
$ca >= 2020-01-01T00:00:00Z;
$ca < 2021-01-01T00:00:00Z;
sort $f desc;
limit 5;
fetch {
  ""title"": $q.title,
  ""favorites"": $f,
  ""link"": $q.link,
  ""createdAt"": $ca
};"
42,List the first 5 questions that have been tagged with 'aws-lambda' and have a positive score.,"MATCH (q:Question)-[:TAGGED]->(t:Tag {name: 'aws-lambda'})
WHERE q.score > 0
RETURN q.title, q.link, q.score
ORDER BY q.createdAt ASC
LIMIT 5","match
$q isa question, has score $s, has created_at $ca;
$s > 0;
$t isa tag, has tag_name ""aws-lambda"";
tagged (tagged_question: $q, tag: $t);
sort $ca asc;
limit 5;
fetch {
  ""title"": $q.title,
  ""link"": $q.link,
  ""score"": $s
};"
43,Which 3 users have the highest average score per question asked?,"MATCH (u:User)-[:ASKED]->(q:Question)
WITH u, avg(q.score) AS avg_score
ORDER BY avg_score DESC
LIMIT 3
RETURN u.display_name AS user, avg_score","match
$u isa user;
$q isa question, has score $s;
asked (asker: $u, asked_question: $q);
reduce $avg = mean($s) groupby $u;
sort $avg desc;
limit 3;
fetch { ""user"": $u.display_name, ""avg_score"": $avg };"
44,Find the top 5 most downvoted questions that have been answered.,"MATCH (q:Question)
WHERE q.answered = true
RETURN q.title, q.downVotes
ORDER BY q.downVotes DESC
LIMIT 5","match
$q isa question, has answered true, has down_votes $dv;
sort $dv desc;
limit 5;
fetch {
  ""title"": $q.title,
  ""downVotes"": $dv
};"
45,What are the first 3 questions with a title containing the word 'error' and have at least one upvote?,"MATCH (q:Question)
WHERE q.title CONTAINS 'error' AND q.upVotes >= 1
RETURN q
ORDER BY q.createdAt ASC
LIMIT 3","match
$q isa question, has title $t, has up_votes $uv, has created_at $ca;
$t like "".*error.*"";
$uv >= 1;
sort $ca asc;
limit 3;
fetch {
  ""title"": $q.title,
  ""up_votes"": $q.up_votes,
  ""created_at"": $q.created_at,
  ""question_id"": $q.question_id,
  ""score"": $q.score,
  ""down_votes"": $q.down_votes,
  ""favorites"": $q.favorites,
  ""answered"": $q.answered,
  ""text"": $q.text,
  ""link"": $q.link
};"
46,Who are the top 5 users with the most questions associated with more than one tag?,"MATCH (u:User)-[:ASKED]->(q:Question)-[:TAGGED]->(t:Tag)
WITH u, q, COUNT(DISTINCT t) AS tagCount
WHERE tagCount > 1
WITH u, COUNT(q) AS questionCount
ORDER BY questionCount DESC
LIMIT 5
RETURN u.display_name AS user, questionCount","match
$u isa user;
asked (asker: $u, asked_question: $q);
tagged (tagged_question: $q, tag: $t);
reduce $tag_count = count($t) groupby $u, $q;
match $tag_count > 1;
reduce $question_count = count($q) groupby $u;
sort $question_count desc;
limit 5;
fetch { ""user"": $u.display_name, ""questionCount"": $question_count };"
47,List the first 3 users who asked a question in June 2020.,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE q.createdAt >= datetime('2020-06-01T00:00:00Z') AND q.createdAt < datetime('2020-07-01T00:00:00Z')
RETURN u.display_name, u.id, q.createdAt
ORDER BY q.createdAt
LIMIT 3","match
$u isa user, has display_name $dn, has user_id $uid;
$q isa question, has created_at $ca;
asked (asker: $u, asked_question: $q);
$ca >= 2020-06-01T00:00:00Z;
$ca < 2020-07-01T00:00:00Z;
sort $ca;
limit 3;
fetch {
  ""display_name"": $dn,
  ""user_id"": $uid,
  ""created_at"": $ca
};"
48,Show the first 3 questions that have been tagged with 'graphql' and have no upvotes.,"MATCH (q:Question)-[:TAGGED]->(t:Tag {name: 'graphql'})
WHERE q.upVotes = 0
RETURN q.title, q.link, q.createdAt
ORDER BY q.createdAt ASC
LIMIT 3","match
$q isa question, has up_votes 0;
$t isa tag, has tag_name ""graphql"";
tagged (tagged_question: $q, tag: $t);
$q has created_at $ca;
sort $ca asc;
limit 3;
fetch {
  ""title"": $q.title,
  ""link"": $q.link,
  ""created_at"": $ca
};"
49,Find the top 5 users who have never asked a question that received a downvote.,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE NOT EXISTS {
  MATCH (u)-[:ASKED]->(q:Question)
  WHERE q.downVotes > 0
}
RETURN u.display_name, u.id, u.reputation
ORDER BY u.reputation DESC
LIMIT 5","match
$u isa user;
asked (asker: $u, asked_question: $q);
$q isa question;
not {
  asked (asker: $u, asked_question: $q2);
  $q2 isa question, has down_votes $dv;
  $dv > 0;
};
$u has reputation $rep;
sort $rep desc;
limit 5;
fetch {
  ""display_name"": $u.display_name,
  ""user_id"": $u.user_id,
  ""reputation"": $rep
};"
50,What are the 3 most recent questions asked by the user with the highest reputation?,"// Step 1: Find the user with the highest reputation
MATCH (u:User)
WITH u
ORDER BY u.reputation DESC
LIMIT 1

// Step 2: Find the questions asked by this user
MATCH (u)-[:ASKED]->(q:Question)
WITH q
ORDER BY q.createdAt DESC
LIMIT 3

// Step 3: Return the details of the 3 most recent questions
RETURN q.title AS title, q.text AS text, q.link AS link, q.createdAt AS createdAt","with fun max_reputation() -> integer :
    match $u isa user, has reputation $r;
    return max($r);
match
    $u isa user, has reputation $rep;
    $rep == max_reputation();
    asked (asker: $u, asked_question: $q);
    $q has created_at $ca;
sort $ca desc;
limit 3;
fetch {
    ""title"": $q.title,
    ""text"": $q.text,
    ""link"": $q.link,
    ""createdAt"": $q.created_at
};"
51,List the first 5 questions with scores less than zero.,"MATCH (q:Question)
WHERE q.score < 0
RETURN q.title, q.score, q.link
ORDER BY q.createdAt ASC
LIMIT 5","match
$q isa question, has score $s, has created_at $ca;
$s < 0;
sort $ca asc;
limit 5;
fetch {
  ""title"": $q.title,
  ""score"": $s,
  ""link"": $q.link
};"
52,What are the top 3 most recent questions asked by users with a display name starting with 'A'?,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE u.display_name STARTS WITH 'A'
RETURN q.title, q.createdAt
ORDER BY q.createdAt DESC
LIMIT 3","match
$u isa user, has display_name $dn;
$dn like ""A.*"";
$q isa question, has title $t, has created_at $ca;
asked (asker: $u, asked_question: $q);
sort $ca desc;
limit 3;
fetch {
  ""title"": $t,
  ""created_at"": $ca
};"
53,List all users who have asked a question about 'apollo-server-lambda'.,"MATCH (u:User)-[:ASKED]->(q:Question)-[:TAGGED]->(t:Tag {name: 'apollo-server-lambda'})
RETURN u.display_name, u.id, u.link","match
$u isa user;
$t isa tag, has tag_name ""apollo-server-lambda"";
asked (asker: $u, asked_question: $q);
tagged (tagged_question: $q, tag: $t);
fetch {
  ""display_name"": $u.display_name,
  ""user_id"": $u.user_id,
  ""user_link"": $u.user_link
};"
55,How many users have asked more than 3 questions?,"MATCH (u:User)-[:ASKED]->(q:Question)
WITH u, COUNT(q) AS questionCount
WHERE questionCount > 3
RETURN COUNT(u) AS usersWithMoreThanThreeQuestions","match
$u isa user;
$q isa question;
asked (asker: $u, asked_question: $q);
reduce $questionCount = count($q) groupby $u;
match $questionCount > 3;
reduce $userCount = count($u);"
56,Identify the first 3 users whose questions have never been downVoted.,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE q.downVotes = 0
RETURN u.display_name, u.id, u.link
LIMIT 3","match
$u isa user;
$q isa question, has down_votes 0;
asked (asker: $u, asked_question: $q);
limit 3;
fetch {
  ""display_name"": $u.display_name,
  ""user_id"": $u.user_id,
  ""user_link"": $u.user_link
};"
54,Which tags are associated with questions that have a score less than -5?,"MATCH (q:Question)-[:TAGGED]->(t:Tag)
WHERE q.score < -5
RETURN DISTINCT t.name AS tag","match
$q isa question, has score $s;
$s < -5;
$t isa tag;
tagged (tagged_question: $q, tag: $t);
select $t;
distinct;
fetch {
  ""tag"": $t.tag_name
};"
57,What are the top 5 most recent questions asked by users with an image link?,"MATCH (u:User)-[:ASKED]->(q:Question)
WHERE u.image IS NOT NULL
RETURN q.title, q.createdAt, u.display_name, u.image
ORDER BY q.createdAt DESC
LIMIT 5","match
$u isa user, has image $img, has display_name $dn;
$q isa question, has title $t, has created_at $ca;
asked (asker: $u, asked_question: $q);
sort $ca desc;
limit 5;
fetch {
  ""title"": $t,
  ""createdAt"": $ca,
  ""display_name"": $dn,
  ""image"": $img
};"
58,Which 3 users have the lowest average score on their questions?,"MATCH (u:User)-[:ASKED]->(q:Question)
WITH u, AVG(q.score) AS avgScore
ORDER BY avgScore ASC
LIMIT 3
RETURN u.display_name AS user, avgScore","match
$u isa user;
$q isa question, has score $s;
asked (asker: $u, asked_question: $q);
reduce $avgScore = mean($s) groupby $u;
sort $avgScore asc;
limit 3;
fetch {
  ""user"": $u.display_name,
  ""avgScore"": $avgScore
};"
59,List the first 3 tags used by the user with id 10251021 for their questions.,"MATCH (u:User {id: 10251021})-[:ASKED]->(q:Question)-[:TAGGED]->(t:Tag)
RETURN t.name
LIMIT 3","match
$u isa user, has user_id 10251021;
asked (asker: $u, asked_question: $q);
tagged (tagged_question: $q, tag: $t);
limit 3;
fetch {
  ""name"": $t.tag_name
};"
61,Identify the first 3 questions with no upVotes and no downVotes.,"MATCH (q:Question)
WHERE q.upVotes = 0 AND q.downVotes = 0
RETURN q
ORDER BY q.createdAt ASC
LIMIT 3","match
$q isa question, has up_votes 0, has down_votes 0, has created_at $ca;
sort $ca asc;
limit 3;
fetch {
  ""question_id"": $q.question_id,
  ""title"": $q.title,
  ""text"": $q.text,
  ""up_votes"": $q.up_votes,
  ""down_votes"": $q.down_votes,
  ""created_at"": $q.created_at,
  ""score"": $q.score,
  ""favorites"": $q.favorites,
  ""answered"": $q.answered,
  ""link"": $q.link
};"
