original_index,question,cypher,typeql
41,List the first 3 Interfaces routed by Egress 'DC1-RE'.,"MATCH (e:Egress {name: 'DC1-RE'})-[:ROUTES]->(i:Interface)
RETURN i
LIMIT 3","match
$e isa egress, has name ""DC1-RE"";
routes (routing_device: $e, routed_interface: $i);
$i isa interface;
limit 3;
fetch {
  ""ip"": $i.ip
};"
42,Which Racks are in zone 2 of DataCenter 'DC1'?,"MATCH (dc:DataCenter {name: 'DC1'})-[:CONTAINS]->(r:Rack {zone: 2})
RETURN r.name AS RackName","match
$dc isa data_center, has name ""DC1"";
$r isa rack, has zone 2;
dc_contains (data_center: $dc, contained_equipment: $r);
fetch {
  ""RackName"": $r.name
};"
43,Identify the top 3 Types of Machines in terms of RAM capacity in DataCenter 'DC1'.,"MATCH (dc:DataCenter {name: 'DC1'})-[:CONTAINS]->(:Rack)-[:HOLDS]->(m:Machine)-[:TYPE]->(t:Type)
RETURN t.name AS TypeName, t.ram AS RAM
ORDER BY t.ram DESC
LIMIT 3","match
$dc isa data_center, has name ""DC1"";
dc_contains (data_center: $dc, contained_equipment: $rack);
$rack isa rack;
holds (containing_rack: $rack, held_equipment: $m);
$m isa machine;
typed_as (machine: $m, spec: $t);
$t isa machine_type_spec, has name $tn, has ram $r;
sort $r desc;
limit 3;
fetch {
  ""TypeName"": $tn,
  ""RAM"": $r
};"
44,What are the IP addresses of Interfaces connected by Router 'DC1-R-2'?,"MATCH (router:Router {name: 'DC1-R-2'})-[:ROUTES]->(interface:Interface)
RETURN interface.ip AS ip_addresses","match
$router isa router, has name ""DC1-R-2"";
routes (routing_device: $router, routed_interface: $interface);
$interface isa interface;
fetch {
  ""ip_addresses"": $interface.ip
};"
45,Name the first 3 Machines that run version '7.1' of any Software.,"MATCH (m:Machine)-[:RUNS]->(:Software)-[:VERSION]->(v:Version {name: '7.1'})
RETURN m.name
LIMIT 3","match
$m isa machine, has name $n;
runs (host_machine: $m, running_process: $proc);
instance_of (running_instance: $proc, template: $sw);
$sw isa software;
has_version (versioned_software: $sw, release_version: $v);
$v isa version, has name ""7.1"";
limit 3;
fetch {
  ""name"": $n
};"
46,"What DataCenters are located in Iceland, Reykjavik?","MATCH (dc:DataCenter {location: 'Iceland, Rekjavik'})
RETURN dc.name","match
$dc isa data_center, has location ""Iceland, Rekjavik"";
fetch {
  ""name"": $dc.name
};"
47,Which Routers are located in zone 1?,"MATCH (r:Router)
WHERE r.zone = 1
RETURN r.name","match
$r isa router, has zone 1;
fetch {
  ""name"": $r.name
};"
48,List the first 3 Racks in zone 2.,"MATCH (r:Rack)
WHERE r.zone = 2
RETURN r.name
LIMIT 3","match
$r isa rack, has zone 2;
limit 3;
fetch {
  ""name"": $r.name
};"
49,What is the IP of the Interface connected to the Egress 'DC1-RE'?,"MATCH (e:Egress {name: 'DC1-RE'})-[:ROUTES]->(i:Interface)
RETURN i.ip AS InterfaceIP","match
$e isa egress, has name ""DC1-RE"";
routes (routing_device: $e, routed_interface: $i);
fetch {
  ""InterfaceIP"": $i.ip
};"
50,Which Network routes through the Interface with IP '10.4.8.254'?,"MATCH (i:Interface {ip: '10.4.8.254'})&lt;-[:ROUTES]-(n:Network)
RETURN n.ip AS network_ip","match
$i isa interface, has ip ""10.4.8.254"";
routes (routing_device: $n, routed_interface: $i);
$n isa network, has ip $network_ip;
fetch {
  ""network_ip"": $network_ip
};"
51,Name the top 5 Machines held in Rack 'DC1-RCK-1-1'.,"MATCH (rack:Rack {name: 'DC1-RCK-1-1'})-[:HOLDS]->(machine:Machine)
RETURN machine.name
LIMIT 5","match
$rack isa rack, has name ""DC1-RCK-1-1"";
$machine isa machine;
holds (containing_rack: $rack, held_equipment: $machine);
limit 5;
fetch {
  ""name"": $machine.name
};"
52,Identify the first 3 Ports exposed by Interface with IP '10.1.1.1'.,"MATCH (i:Interface {ip: '10.1.1.1'})-[:EXPOSES]->(p:Port)
RETURN p.port
LIMIT 3","match
$i isa interface, has ip ""10.1.1.1"";
exposes (exposing_interface: $i, exposed_port: $p);
limit 3;
fetch {
  ""port"": $p.port_number
};"
53,Which type of Machines are located in Rack 'DC1-RCK-1-1'?,"MATCH (rack:Rack {name: 'DC1-RCK-1-1'})-[:HOLDS]->(machine:Machine)-[:TYPE]->(type:Type)
RETURN type","match
$rack isa rack, has name ""DC1-RCK-1-1"";
holds (containing_rack: $rack, held_equipment: $machine);
$machine isa machine;
typed_as (machine: $machine, spec: $type);
$type isa machine_type_spec;
fetch {
  ""type_name"": $type.name,
  ""machine_type"": $type.machine_type
};"
54,What are the IPs of Interfaces connected to each other within zone 4?,"MATCH (z:Zone {zone: 4})-[:ROUTES]->(i1:Interface)-[:CONNECTS]->(i2:Interface)
RETURN i1.ip AS Interface1_IP, i2.ip AS Interface2_IP","match
  $z isa network_zone, has zone 4;
  routes (routing_device: $z, routed_interface: $i1);
  $i1 isa interface;
  connects (interface: $i1, interface: $i2);
  $i2 isa interface;
fetch {
  ""Interface1_IP"": $i1.ip,
  ""Interface2_IP"": $i2.ip
};"
55,Which Processes in DataCenter 'DC1' depend on the Process named '8966'?,"MATCH (dc:DataCenter {name: 'DC1'})-[:CONTAINS]->(:Rack)-[:HOLDS]->(m:Machine)-[:RUNS]->(p:Process {pid: 8966})
MATCH (dependentProcess:Process)-[:DEPENDS_ON]->(p)
RETURN dependentProcess","match
$dc isa data_center, has name ""DC1"";
dc_contains (data_center: $dc, contained_equipment: $rack);
$rack isa rack;
holds (containing_rack: $rack, held_equipment: $m);
$m isa machine;
runs (host_machine: $m, running_process: $p);
$p isa process, has pid 8966;
depends_on (dependent: $dep, dependency: $p);
$dep isa process;
fetch {
  ""dependent_process"": $dep
};"
56,What are the IPs of the top 3 Interfaces exposed to Port 80?,"MATCH (i:Interface)-[:EXPOSES]->(p:Port {port: 80})
RETURN i.ip
ORDER BY i.ip
LIMIT 3","match
$i isa interface, has ip $ip;
$p isa port, has port_number 80;
exposes (exposing_interface: $i, exposed_port: $p);
sort $ip;
limit 3;
fetch {
  ""ip"": $ip
};"
57,Identify the first 3 Applications running on Machine 'DC1-RCK-1-1-M-1'.,"MATCH (m:Machine {name: 'DC1-RCK-1-1-M-1'})-[:RUNS]->(a:Application)
RETURN a.name
ORDER BY a.startTime
LIMIT 3","match
$m isa machine, has name ""DC1-RCK-1-1-M-1"";
$a isa application, has start_time $st;
runs (host_machine: $m, running_process: $a);
sort $st;
limit 3;
fetch {
  ""name"": $a.name
};"
58,Which OS instances are running on the Machines in Rack 'DC1-RCK-1-1'?,"MATCH (rack:Rack {name: 'DC1-RCK-1-1'})-[:HOLDS]->(machine:Machine)-[:RUNS]->(os:OS)
RETURN os.name, os.startTime","match
$rack isa rack, has name ""DC1-RCK-1-1"";
holds (containing_rack: $rack, held_equipment: $machine);
$machine isa machine;
runs (host_machine: $machine, running_process: $os);
$os isa os;
fetch {
  ""os_name"": $os.name,
  ""os_start_time"": $os.start_time
};"
59,Name the first 3 Processes run by Machine 'DC1-RCK-1-1-M-1'.,"MATCH (m:Machine {name: 'DC1-RCK-1-1-M-1'})-[:RUNS]->(p:Process)
RETURN p.name
ORDER BY p.startTime
LIMIT 3","match
$m isa machine, has name ""DC1-RCK-1-1-M-1"";
runs (host_machine: $m, running_process: $p);
$p isa process, has start_time $st;
sort $st;
limit 3;
fetch {
  ""name"": $p.name
};"
60,What are the dependencies of the Software 'RHEL'?,"MATCH (s:Software {name: 'RHEL'})-[:DEPENDS_ON]->(dependency)
RETURN dependency.name AS DependencyName","match
$s isa software, has name ""RHEL"";
depends_on (dependent: $s, dependency: $dep);
$dep has name $dep_name;
fetch {
  ""DependencyName"": $dep_name
};"
61,List the first 3 Services running on Machine 'DC1-RCK-1-1-M-1'.,"MATCH (m:Machine {name: 'DC1-RCK-1-1-M-1'})-[:RUNS]->(s:Service)
RETURN s.name
LIMIT 3","match
$m isa machine, has name ""DC1-RCK-1-1-M-1"";
$s isa service, has name $sn;
runs (host_machine: $m, running_process: $s);
limit 3;
fetch {
  ""name"": $sn
};"
62,Which Applications listen on Port 8080?,"MATCH (p:Port {port: 8080})<-[:LISTENS]-(a:Application)
RETURN a.name","match
$p isa port, has port_number 8080;
listens (listening_process: $a, listened_port: $p);
$a isa application;
fetch {
  ""name"": $a.name
};"
63,Identify the first 3 Applications dependent on the Service 'java'.,"MATCH (s:Service {name: 'java'})<-[:DEPENDS_ON]-(a:Application)
RETURN a.name
LIMIT 3","match
$s isa service, has name ""java"";
$a isa application, has name $name;
depends_on (dependent: $a, dependency: $s);
limit 3;
fetch {
  ""name"": $name
};"
64,Which versions of Software 'RHEL' are currently used in DataCenter 'DC1'?,"MATCH (dc:DataCenter {name: 'DC1'})-[:CONTAINS]->(:Rack)-[:HOLDS]->(m:Machine)-[:RUNS]->(os:OS {name: 'RHEL'})-[:INSTANCE]->(v:Version)
RETURN DISTINCT v.name AS Version","match
$dc isa data_center, has name ""DC1"";
dc_contains (data_center: $dc, contained_equipment: $rack);
$rack isa rack;
holds (containing_rack: $rack, held_equipment: $m);
$m isa machine;
runs (host_machine: $m, running_process: $os);
$os isa os, has name ""RHEL"";
instance_of (running_instance: $os, template: $v);
$v isa version;
select $v;
distinct;
fetch { ""Version"": $v.name };"
65,Name the first 3 Software instances that depend on version '7.1'.,"MATCH (v:Version {name: '7.1'})<-[:DEPENDS_ON]-(s:Software)
RETURN s.name
LIMIT 3","match
  $v isa version, has name ""7.1"";
  depends_on (dependent: $s, dependency: $v);
  $s isa software, has name $n;
limit 3;
fetch {
  ""name"": $n
};"
66,What are the first 3 previous versions of Version '7.1'?,"MATCH (v:Version {name: '7.1'})-[:PREVIOUS*1..3]->(prev:Version)
RETURN prev.name
LIMIT 3","match
$v isa version, has name ""7.1"";
previous (newer_version: $v, older_version: $v1);
try {
  previous (newer_version: $v1, older_version: $v2);
  try {
    previous (newer_version: $v2, older_version: $v3);
  };
};
fetch {
  ""prev_version_1"": $v1.name,
  ""prev_version_2"": $v2.name,
  ""prev_version_3"": $v3.name
};"
67,List the top 5 processes dependent on Service 'java'.,"MATCH (s:Service {name: 'java'})<-[:DEPENDS_ON]-(p:Process)
RETURN p.name, p.startTime, p.pid
ORDER BY p.startTime DESC
LIMIT 5","match
$s isa service, has name ""java"";
$p isa process, has name $pn, has start_time $st, has pid $pid;
depends_on (dependent: $p, dependency: $s);
sort $st desc;
limit 5;
fetch {
  ""name"": $pn,
  ""start_time"": $st,
  ""pid"": $pid
};"
68,Which Machines in DataCenter 'DC1' are running an Application named 'webserver'?,"MATCH (dc:DataCenter {name: 'DC1'})-[:CONTAINS]->(rack:Rack)-[:HOLDS]->(machine:Machine)-[:RUNS]->(app:Application {name: 'webserver'})
RETURN machine.name","match
$dc isa data_center, has name ""DC1"";
dc_contains (data_center: $dc, contained_equipment: $rack);
$rack isa rack;
holds (containing_rack: $rack, held_equipment: $machine);
$machine isa machine, has name $machine_name;
runs (host_machine: $machine, running_process: $app);
$app isa application, has name ""webserver"";
fetch {
  ""machine_name"": $machine_name
};"
69,Identify the first 3 Services listening on Port 443.,"MATCH (s:Service)-[:LISTENS]->(p:Port {port: 443})
RETURN s.name, s.startTime, s.pid
ORDER BY s.startTime
LIMIT 3","match
$s isa service, has name $sn, has start_time $st, has pid $sp;
$p isa port, has port_number 443;
listens (listening_process: $s, listened_port: $p);
sort $st asc;
limit 3;
fetch {
  ""name"": $sn,
  ""start_time"": $st,
  ""pid"": $sp
};"
70,What are the first 3 Processes that listen on Port 25 and their start times?,"MATCH (p:Process)-[:LISTENS]->(port:Port {port: 25})
RETURN p.name AS processName, p.startTime AS startTime
ORDER BY p.startTime
LIMIT 3","match
$p isa process, has name $name, has start_time $st;
$port isa port, has port_number 25;
listens (listening_process: $p, listened_port: $port);
sort $st asc;
limit 3;
fetch {
  ""processName"": $name,
  ""startTime"": $st
};"
71,List the top 3 Machines that route Interfaces to Network '10.4'.,"MATCH (n:Network {ip: '10.4'})-[:ROUTES]->(i:Interface)<-[:ROUTES]-(m:Machine)
RETURN m.name AS machine_name, COUNT(i) AS interface_count
ORDER BY interface_count DESC
LIMIT 3","match
  $n isa network, has ip ""10.4"";
  routes (routing_device: $n, routed_interface: $i);
  $m isa machine;
  routes (routing_device: $m, routed_interface: $i);
reduce $count = count($i) groupby $m;
sort $count desc;
limit 3;
fetch { ""machine_name"": $m.name, ""interface_count"": $count };"
