original_index,question,cypher,typeql
10,Which business located in 'Missoula' has the newest review?,"MATCH (b:Business {city: 'Missoula'})&lt;-[:REVIEWS]-(r:Review)
RETURN b.name, b.address, r.date
ORDER BY r.date DESC
LIMIT 1","match
$b isa business, has city ""Missoula"", has name $name, has address $addr;
$r isa review, has date $d;
reviews (reviewed_business: $b, review: $r);
sort $d desc;
limit 1;
fetch {
  ""name"": $name,
  ""address"": $addr,
  ""date"": $d
};"
11,List the businesses that have received at least one review with a text mentioning 'great selection'.,"MATCH (b:Business)<-[:REVIEWS]-(r:Review)
WHERE r.text CONTAINS 'great selection'
RETURN DISTINCT b.name","match
$b isa business;
$r isa review, has text $t;
$t like "".*great selection.*"";
reviews (review: $r, reviewed_business: $b);
$b has name $n;
select $n;
distinct;
fetch { ""name"": $n };"
12,What businesses are located at '200 W Pine St' and what categories are they in?,"MATCH (b:Business {address: '200 W Pine St'})-[:IN_CATEGORY]->(c:Category)
RETURN b.name AS businessName, c.name AS categoryName","match
$b isa business, has address ""200 W Pine St"", has name $bn;
$c isa category, has name $cn;
in_category (business: $b, category: $c);
fetch {
  ""businessName"": $bn,
  ""categoryName"": $cn
};"
13,Identify businesses that have been reviewed by both 'Jenny' and 'Bob'.,"MATCH (jenny:User {name: 'Jenny'})-[:WROTE]->(review1:Review)-[:REVIEWS]->(business:Business),
      (bob:User {name: 'Bob'})-[:WROTE]->(review2:Review)-[:REVIEWS]->(business)
RETURN DISTINCT business.name","match
$jenny isa user, has name ""Jenny"";
$bob isa user, has name ""Bob"";
$r1 isa review;
$r2 isa review;
$b isa business, has name $bname;
wrote (author: $jenny, review: $r1);
reviews (review: $r1, reviewed_business: $b);
wrote (author: $bob, review: $r2);
reviews (review: $r2, reviewed_business: $b);
fetch {
  ""business_name"": $bname
};"
14,Which user has written the most reviews for businesses in 'Missoula'?,"MATCH (u:User)-[:WROTE]->(r:Review)-[:REVIEWS]->(b:Business {city: 'Missoula'})
WITH u, COUNT(r) AS reviewCount
ORDER BY reviewCount DESC
LIMIT 1
RETURN u.name AS userName, reviewCount","match
$u isa user;
$r isa review;
$b isa business, has city ""Missoula"";
wrote (author: $u, review: $r);
reviews (review: $r, reviewed_business: $b);
reduce $count = count($r) groupby $u;
sort $count desc;
limit 1;
fetch {
  ""userName"": $u.name,
  ""reviewCount"": $count
};"
15,What are the addresses of businesses that have reviews with 4 stars or more and are located in 'Burlingame'?,"MATCH (b:Business)-[:IN_CATEGORY]->(:Category),
      (r:Review)-[:REVIEWS]->(b)
WHERE b.city = 'Burlingame' AND r.stars >= 4.0
RETURN b.address","match
$b isa business, has city ""Burlingame"";
$r isa review, has stars $s;
$s >= 4.0;
reviews (review: $r, reviewed_business: $b);
in_category (business: $b, category: $c);
fetch {
  ""address"": $b.address
};"
16,List all categories associated with businesses in 'San Mateo'.,"MATCH (b:Business)-[:IN_CATEGORY]->(c:Category)
WHERE b.city = 'San Mateo'
RETURN DISTINCT c.name AS category","match
$b isa business, has city ""San Mateo"";
$c isa category, has name $name;
in_category (business: $b, category: $c);
select $name;
distinct;
fetch { ""category"": $name };"
17,Which business has received the most reviews in 2018?,"MATCH (b:Business)<-[:REVIEWS]-(r:Review)
WHERE r.date >= date('2018-01-01') AND r.date <= date('2018-12-31')
WITH b, count(r) AS reviewCount
ORDER BY reviewCount DESC
LIMIT 1
RETURN b.name AS businessName, reviewCount","match
$b isa business;
$r isa review, has date $d;
reviews (reviewed_business: $b, review: $r);
$d >= 2018-01-01T00:00:00;
$d <= 2018-12-31T23:59:59;
reduce $count = count($r) groupby $b;
sort $count desc;
limit 1;
fetch { ""businessName"": $b.name, ""reviewCount"": $count };"
18,What are the names of all users who have reviewed 'Neo4j'?,"MATCH (b:Business {name: 'Neo4j'})<-[:REVIEWS]-(r:Review)<-[:WROTE]-(u:User)
RETURN u.name","match
$b isa business, has name ""Neo4j"";
reviews (reviewed_business: $b, review: $r);
wrote (author: $u, review: $r);
fetch {
  ""name"": $u.name
};"
19,Find the top 3 highest-rated businesses in Missoula.,"MATCH (b:Business)-[:IN_CATEGORY]->(:Category), (r:Review)-[:REVIEWS]->(b)
WHERE b.city = 'Missoula'
RETURN b.name AS businessName, AVG(r.stars) AS averageRating
ORDER BY averageRating DESC
LIMIT 3","match
$b isa business, has city ""Missoula"", has name $name;
$r isa review, has stars $s;
reviews (review: $r, reviewed_business: $b);
reduce $avg = mean($s) groupby $b, $name;
sort $avg desc;
limit 3;
fetch { ""businessName"": $name, ""averageRating"": $avg };"
20,How many users have written reviews for businesses located at '301 E Main St'?,"MATCH (b:Business {address: '301 E Main St'})&lt;-[:REVIEWS]-(r:Review)&lt;-[:WROTE]-(u:User)
RETURN COUNT(DISTINCT u) AS numberOfUsers","match
$b isa business, has address ""301 E Main St"";
reviews (reviewed_business: $b, review: $r);
wrote (author: $u, review: $r);
$u isa user;
reduce $count = count($u);"
21,List the names and addresses of businesses in San Mateo that have 'Car Wash' in their category.,"MATCH (b:Business)-[:IN_CATEGORY]->(c:Category)
WHERE b.city = 'San Mateo' AND c.name CONTAINS 'Car Wash'
RETURN b.name AS businessName, b.address AS businessAddress","match
  $b isa business, has city ""San Mateo"", has name $bn, has address $ba;
  $c isa category, has name $cn;
  $cn like "".*Car Wash.*"";
  in_category (business: $b, category: $c);
fetch {
  ""businessName"": $bn,
  ""businessAddress"": $ba
};"
22,Identify the businesses that have been reviewed exactly three times and list the review dates.,"MATCH (b:Business)<-[:REVIEWS]-(r:Review)
WITH b, COUNT(r) AS reviewCount, COLLECT(r.date) AS reviewDates
WHERE reviewCount = 3
RETURN b.name AS businessName, reviewDates","match
$b isa business;
$r isa review;
reviews (reviewed_business: $b, review: $r);
reduce $count = count($r) groupby $b;
match $count == 3;
$r2 isa review;
reviews (reviewed_business: $b, review: $r2);
$r2 has date $d;
fetch {
  ""businessName"": $b.name,
  ""reviewDate"": $d
};"
23,What are the names of businesses in 'Burlingame' that are categorized as libraries?,"MATCH (b:Business)-[:IN_CATEGORY]->(c:Category)
WHERE b.city = 'Burlingame' AND c.name = 'Library'
RETURN b.name","match
$b isa business, has city ""Burlingame"", has name $n;
$c isa category, has name ""Library"";
in_category (business: $b, category: $c);
fetch {
  ""name"": $n
};"
24,Which business has the oldest review and what is the text of that review?,"MATCH (b:Business)<-[:REVIEWS]-(r:Review)
WITH b, r
ORDER BY r.date ASC
LIMIT 1
RETURN b.name AS businessName, r.text AS reviewText","match
$b isa business, has name $bn;
$r isa review, has date $d, has text $rt;
reviews (reviewed_business: $b, review: $r);
sort $d asc;
limit 1;
fetch {
  ""businessName"": $bn,
  ""reviewText"": $rt
};"
25,List all businesses that have been reviewed by 'Will' and the corresponding categories of these businesses.,"MATCH (u:User {name: 'Will'})-[:WROTE]->(r:Review)-[:REVIEWS]->(b:Business)
MATCH (b)-[:IN_CATEGORY]->(c:Category)
RETURN b.name AS BusinessName, c.name AS CategoryName","match
$u isa user, has name ""Will"";
wrote (author: $u, review: $r);
reviews (review: $r, reviewed_business: $b);
in_category (business: $b, category: $c);
$c has name $cat_name;
fetch {
  ""BusinessName"": $b.name,
  ""CategoryName"": $cat_name
};"
27,List the businesses in 'San Mateo' that have received reviews with exactly 4 stars.,"MATCH (b:Business)-[:REVIEWS]-(r:Review)
WHERE b.city = 'San Mateo' AND r.stars = 4.0
RETURN b.name","match
$b isa business, has city ""San Mateo"", has name $n;
$r isa review, has stars 4.0;
reviews (reviewed_business: $b, review: $r);
fetch {
  ""name"": $n
};"
28,What are the names of businesses in 'Missoula' with reviews dated on or after '2017-01-01'?,"MATCH (b:Business)-[:IN_CATEGORY]->(:Category), 
      (r:Review)-[:REVIEWS]->(b)
WHERE b.city = 'Missoula' AND r.date >= date('2017-01-01')
RETURN DISTINCT b.name","match
  $b isa business, has city ""Missoula"", has name $name;
  $r isa review, has date $d;
  $d >= 2017-01-01T00:00:00;
  reviews (review: $r, reviewed_business: $b);
  in_category (business: $b, category: $c);
select $name;
distinct;
fetch { ""name"": $name };"
29,Identify all businesses reviewed by 'Jenny' in '2016' and list the review stars and texts.,"MATCH (u:User {name: 'Jenny'})-[:WROTE]->(r:Review)-[:REVIEWS]->(b:Business)
WHERE r.date >= date('2016-01-01') AND r.date <= date('2016-12-31')
RETURN b.name AS businessName, r.stars AS reviewStars, r.text AS reviewText","match
  $u isa user, has name ""Jenny"";
  wrote (author: $u, review: $r);
  $r isa review, has date $d, has stars $s, has text $t;
  $d >= 2016-01-01T00:00:00;
  $d <= 2016-12-31T23:59:59;
  reviews (review: $r, reviewed_business: $b);
  $b isa business, has name $bn;
fetch {
  ""businessName"": $bn,
  ""reviewStars"": $s,
  ""reviewText"": $t
};"
30,Which businesses on 'Broadway St' have been reviewed in 2017 and what are the reviewers' names?,"MATCH (b:Business)-[:IN_CATEGORY]->(:Category),
      (r:Review)-[:REVIEWS]->(b),
      (u:User)-[:WROTE]->(r)
WHERE (b.address CONTAINS 'Broadway St') AND (r.date >= date('2017-01-01') AND r.date <= date('2017-12-31'))
RETURN b.name AS businessName, u.name AS reviewerName","match
$b isa business, has address $addr, has name $bname;
$addr like "".*Broadway St.*"";
$r isa review, has date $d;
$d >= 2017-01-01T00:00:00;
$d <= 2017-12-31T23:59:59;
reviews (review: $r, reviewed_business: $b);
$u isa user, has name $uname;
wrote (author: $u, review: $r);
fetch {
  ""businessName"": $bname,
  ""reviewerName"": $uname
};"
31,List the names of businesses in 'San Mateo' that are categorized as 'Car Wash' along with their reviews.,"MATCH (b:Business)-[:IN_CATEGORY]->(c:Category {name: 'Car Wash'})
WHERE b.city = 'San Mateo'
MATCH (r:Review)-[:REVIEWS]->(b)
RETURN b.name AS businessName, r.text AS reviewText","match
$b isa business, has city ""San Mateo"", has name $bn;
$c isa category, has name ""Car Wash"";
in_category (business: $b, category: $c);
$r isa review, has text $rt;
reviews (review: $r, reviewed_business: $b);
fetch {
  ""businessName"": $bn,
  ""reviewText"": $rt
};"
32,What are the review texts for the highest rated business in 'Burlingame'?,"MATCH (b:Business)-[:REVIEWS]-(r:Review)
WHERE b.city = 'Burlingame'
WITH b, avg(r.stars) AS avgRating
ORDER BY avgRating DESC
LIMIT 1
MATCH (b)-[:REVIEWS]-(r:Review)
RETURN r.text","match
$b isa business, has city ""Burlingame"";
$r isa review;
reviews (reviewed_business: $b, review: $r);
$r has stars $s;
reduce $avg = mean($s) groupby $b;
sort $avg desc;
limit 1;
match
$r2 isa review, has text $t;
reviews (reviewed_business: $b, review: $r2);
fetch { ""text"": $t };"
33,Find the top 3 businesses in 'MT' based on the number of reviews they have received.,"MATCH (b:Business)-[:REVIEWS]-(r:Review)
WHERE b.state = 'MT'
WITH b, count(r) as reviewCount
ORDER BY reviewCount DESC
LIMIT 3
RETURN b.name as businessName, reviewCount","match
$b isa business, has state ""MT"";
$r isa review;
reviews (reviewed_business: $b, review: $r);
reduce $count = count($r) groupby $b;
sort $count desc;
limit 3;
fetch { ""businessName"": $b.name, ""reviewCount"": $count };"
34,Which businesses have been reviewed by users named 'Angie' and 'Will' and what are the review texts?,"MATCH (u1:User {name: 'Angie'})-[:WROTE]->(r1:Review)-[:REVIEWS]->(b:Business),
      (u2:User {name: 'Will'})-[:WROTE]->(r2:Review)-[:REVIEWS]->(b)
RETURN b.name AS businessName, r1.text AS angieReviewText, r2.text AS willReviewText","match
  $u1 isa user, has name ""Angie"";
  $u2 isa user, has name ""Will"";
  $r1 isa review, has text $angie_text;
  $r2 isa review, has text $will_text;
  $b isa business, has name $bname;
  wrote (author: $u1, review: $r1);
  reviews (review: $r1, reviewed_business: $b);
  wrote (author: $u2, review: $r2);
  reviews (review: $r2, reviewed_business: $b);
fetch {
  ""businessName"": $bname,
  ""angieReviewText"": $angie_text,
  ""willReviewText"": $will_text
};"
35,List all users who have reviewed 'Zootown Brew' and the text of their reviews.,"MATCH (b:Business {name: 'Zootown Brew'})<-[:REVIEWS]-(r:Review)<-[:WROTE]-(u:User)
RETURN u.name AS userName, r.text AS reviewText","match
  $b isa business, has name ""Zootown Brew"";
  reviews (reviewed_business: $b, review: $r);
  wrote (author: $u, review: $r);
fetch {
  ""userName"": $u.name,
  ""reviewText"": $r.text
};"
37,Which businesses in Burlingame have received a 5-star review?,"MATCH (b:Business)-[:IN_CATEGORY]->(:Category),
      (r:Review)-[:REVIEWS]->(b),
      (u:User)-[:WROTE]->(r)
WHERE b.city = 'Burlingame' AND r.stars = 5.0
RETURN b.name AS BusinessName","match
  $b isa business, has city ""Burlingame"";
  $r isa review, has stars 5.0;
  reviews (review: $r, reviewed_business: $b);
fetch {
  ""BusinessName"": $b.name
};"
38,Identify businesses in 'Burlingame' with reviews mentioning 'love' and list the reviewers.,"MATCH (b:Business {city: 'Burlingame'})<-[:REVIEWS]-(r:Review)-[:WROTE]->(u:User)
WHERE r.text CONTAINS 'love'
RETURN b.name AS BusinessName, u.name AS ReviewerName","match
$b isa business, has city ""Burlingame"", has name $bn;
$r isa review, has text $t;
$t like "".*love.*"";
reviews (review: $r, reviewed_business: $b);
wrote (author: $u, review: $r);
$u has name $un;
fetch {
  ""BusinessName"": $bn,
  ""ReviewerName"": $un
};"
39,List the names of users who have reviewed businesses in both 'Missoula' and 'San Mateo'.,"MATCH (u:User)-[:WROTE]->(r:Review)-[:REVIEWS]->(b:Business)
WHERE b.city IN ['Missoula', 'San Mateo']
WITH u, b.city AS city
ORDER BY u.name, city
WITH u.name AS userName, collect(DISTINCT city) AS cities
WHERE 'Missoula' IN cities AND 'San Mateo' IN cities
RETURN userName","match
$u isa user;
$r1 isa review;
$b1 isa business, has city ""Missoula"";
wrote (author: $u, review: $r1);
reviews (review: $r1, reviewed_business: $b1);
$r2 isa review;
$b2 isa business, has city ""San Mateo"";
wrote (author: $u, review: $r2);
reviews (review: $r2, reviewed_business: $b2);
fetch {
  ""name"": $u.name
};"
40,Find businesses that have been reviewed on 'Pine St' and list their categories and review dates.,"MATCH (b:Business)-[:IN_CATEGORY]->(c:Category),
      (r:Review)-[:REVIEWS]->(b),
      (u:User)-[:WROTE]->(r)
WHERE b.address CONTAINS 'Pine St'
RETURN b.name AS businessName, c.name AS categoryName, r.date AS reviewDate","match
$b isa business, has address $addr, has name $bn;
$addr like "".*Pine St.*"";
$c isa category, has name $cn;
$r isa review, has date $rd;
in_category (business: $b, category: $c);
reviews (review: $r, reviewed_business: $b);
fetch {
  ""businessName"": $bn,
  ""categoryName"": $cn,
  ""reviewDate"": $rd
};"
41,Which businesses in 'Missoula' have received reviews only from 'Jenny'?,"MATCH (b:Business {city: 'Missoula'})<-[:REVIEWS]-(r:Review)<-[:WROTE]-(u:User {name: 'Jenny'})
WITH b, collect(distinct u.name) as reviewers
WHERE size(reviewers) = 1 AND reviewers[0] = 'Jenny'
RETURN b.name as BusinessName","match
$b isa business, has city ""Missoula"", has name $bn;
$r1 isa review;
reviews (review: $r1, reviewed_business: $b);
wrote (author: $jenny, review: $r1);
$jenny isa user, has name ""Jenny"";
not {
  $r2 isa review;
  reviews (review: $r2, reviewed_business: $b);
  wrote (author: $other, review: $r2);
  $other isa user, has name $on;
  $on != ""Jenny"";
};
fetch { ""BusinessName"": $bn };"
42,List all businesses that have been reviewed on 'E Front St' and their review stars.,"MATCH (b:Business)-[:IN_CATEGORY]->(:Category), 
      (r:Review)-[:REVIEWS]->(b),
      (u:User)-[:WROTE]->(r)
WHERE b.address CONTAINS 'E Front St'
RETURN b.name AS businessName, r.stars AS reviewStars","match
$b isa business, has address $addr;
$addr like "".*E Front St.*"";
$r isa review, has stars $s;
reviews (review: $r, reviewed_business: $b);
fetch {
  ""businessName"": $b.name,
  ""reviewStars"": $s
};"
43,Which users have reviewed more than one business in 'San Mateo' and what are those businesses?,"MATCH (u:User)-[:WROTE]->(r:Review)-[:REVIEWS]->(b:Business)
WHERE b.city = 'San Mateo'
WITH u, COUNT(DISTINCT b) AS businessCount, COLLECT(DISTINCT b.name) AS businesses
WHERE businessCount > 1
RETURN u.name AS userName, businesses","match
$u isa user;
$r isa review;
$b isa business, has city ""San Mateo"";
wrote (author: $u, review: $r);
reviews (review: $r, reviewed_business: $b);
select $u, $b; distinct;
reduce $count = count($b) groupby $u;
match $count > 1;
$u isa user;
$r2 isa review;
$b2 isa business, has city ""San Mateo"";
wrote (author: $u, review: $r2);
reviews (review: $r2, reviewed_business: $b2);
fetch { ""userName"": $u.name, ""business"": $b2.name };"
44,What are the names of businesses on 'California Dr' and their corresponding categories?,"MATCH (b:Business)-[:IN_CATEGORY]->(c:Category)
WHERE b.address = '723 California Dr'
RETURN b.name AS businessName, c.name AS categoryName","match
$b isa business, has address ""723 California Dr"", has name $bn;
$c isa category, has name $cn;
in_category (business: $b, category: $c);
fetch {
  ""businessName"": $bn,
  ""categoryName"": $cn
};"
45,Identify the business with the most reviews in 'Burlingame' and list its reviews.,"MATCH (b:Business)-[:IN_CATEGORY]->(:Category), (r:Review)-[:REVIEWS]->(b)
WHERE b.city = 'Burlingame'
WITH b, COUNT(r) AS reviewCount
ORDER BY reviewCount DESC
LIMIT 1
MATCH (b)<-[:REVIEWS]-(r:Review)
RETURN b.name AS businessName, r.text AS reviewText, r.date AS reviewDate, r.stars AS reviewStars","match
  $b isa business, has city ""Burlingame"";
  $r isa review;
  reviews (review: $r, reviewed_business: $b);
reduce $count = count($r) groupby $b;
sort $count desc;
limit 1;
match
  $r2 isa review;
  reviews (review: $r2, reviewed_business: $b);
  $r2 has text $text, has date $date, has stars $stars;
fetch {
  ""businessName"": $b.name,
  ""reviewText"": $text,
  ""reviewDate"": $date,
  ""reviewStars"": $stars
};"
46,List the reviews with a star rating of 5 for businesses on 'Main St' and the name of the reviewers.,"MATCH (b:Business)-[:IN_CATEGORY]->(:Category), 
      (r:Review)-[:REVIEWS]->(b), 
      (u:User)-[:WROTE]->(r)
WHERE r.stars = 5 AND b.address CONTAINS 'Main St'
RETURN r.text AS reviewText, u.name AS reviewerName","match
  $b isa business, has address $addr;
  $addr like "".*Main St.*"";
  $r isa review, has stars 5.0;
  reviews (review: $r, reviewed_business: $b);
  $u isa user;
  wrote (author: $u, review: $r);
fetch {
  ""reviewText"": $r.text,
  ""reviewerName"": $u.name
};"
47,Which businesses have a 'Library' category and are located in 'CA'?,"MATCH (b:Business)-[:IN_CATEGORY]->(c:Category)
WHERE c.name = 'Library' AND b.state = 'CA'
RETURN b.name, b.address, b.city","match
$b isa business, has state ""CA"";
$c isa category, has name ""Library"";
in_category (business: $b, category: $c);
fetch {
  ""name"": $b.name,
  ""address"": $b.address,
  ""city"": $b.city
};"
48,What are the top 3 most frequent categories of businesses in 'San Mateo'?,"MATCH (b:Business)-[:IN_CATEGORY]->(c:Category)
WHERE b.city = 'San Mateo'
RETURN c.name AS category, COUNT(b) AS frequency
ORDER BY frequency DESC
LIMIT 3","match
$b isa business, has city ""San Mateo"";
$c isa category, has name $cn;
in_category (business: $b, category: $c);
reduce $count = count($b) groupby $c, $cn;
sort $count desc;
limit 3;
fetch { ""category"": $cn, ""frequency"": $count };"
49,Find businesses in 'Missoula' that have received exactly two reviews and list the names of the reviewers.,"MATCH (b:Business {city: 'Missoula'})<-[:REVIEWS]-(r:Review)<-[:WROTE]-(u:User)
WITH b, COUNT(r) AS reviewCount, COLLECT(u.name) AS reviewers
WHERE reviewCount = 2
RETURN b.name AS businessName, reviewers","with fun review_count($b: business) -> integer:
  match reviews (reviewed_business: $b, review: $r);
  return count;
match
$b isa business, has city ""Missoula"", has name $bn;
let $count = review_count($b);
$count == 2;
reviews (reviewed_business: $b, review: $r);
wrote (review: $r, author: $u);
$u has name $un;
fetch { ""businessName"": $bn, ""reviewerName"": $un };"
50,"What are the names, addresses, and categories of businesses that have been reviewed by 'Bob'?","MATCH (u:User {name: 'Bob'})-[:WROTE]->(r:Review)-[:REVIEWS]->(b:Business)
MATCH (b)-[:IN_CATEGORY]->(c:Category)
RETURN b.name AS businessName, b.address AS address, c.name AS category","match
$u isa user, has name ""Bob"";
wrote (author: $u, review: $r);
reviews (review: $r, reviewed_business: $b);
in_category (business: $b, category: $c);
fetch {
  ""businessName"": $b.name,
  ""address"": $b.address,
  ""category"": $c.name
};"
51,What are the names of businesses in Missoula that are categorized as breweries?,"MATCH (b:Business)-[:IN_CATEGORY]->(c:Category)
WHERE b.city = 'Missoula' AND c.name = 'Brewing'
RETURN b.name","match
$b isa business, has city ""Missoula"", has name $name;
$c isa category, has name ""Brewing"";
in_category (business: $b, category: $c);
fetch {
  ""name"": $name
};"
52,Which businesses have been reviewed on '2018-09-10'?,"MATCH (b:Business)<-[:REVIEWS]-(r:Review)
WHERE r.date = date('2018-09-10')
RETURN b.name AS businessName","match
$b isa business;
$r isa review, has date $d;
$d == 2018-09-10T00:00:00;
reviews (review: $r, reviewed_business: $b);
fetch {
  ""businessName"": $b.name
};"
53,What are the review texts for businesses on 'N San Mateo Dr'?,"MATCH (b:Business)-[:IN_CATEGORY]->(:Category), 
      (r:Review)-[:REVIEWS]->(b)
WHERE b.address CONTAINS 'N San Mateo Dr'
RETURN r.text","match
  $b isa business, has address $addr;
  $addr like "".*N San Mateo Dr.*"";
  in_category (business: $b, category: $c);
  $r isa review;
  reviews (review: $r, reviewed_business: $b);
fetch {
  ""text"": $r.text
};"
54,Which user has the lowest average review stars? Display top 3 users.,"MATCH (u:User)-[:WROTE]->(r:Review)
WITH u, avg(r.stars) AS avgStars
ORDER BY avgStars ASC
LIMIT 3
RETURN u.name AS userName, avgStars","match
$u isa user;
$r isa review, has stars $s;
wrote (author: $u, review: $r);
reduce $avg_stars = mean($s) groupby $u;
sort $avg_stars asc;
limit 3;
fetch {
  ""userName"": $u.name,
  ""avgStars"": $avg_stars
};"
55,What are the names of businesses that have been reviewed at least three times?,"MATCH (b:Business)<-[:REVIEWS]-(r:Review)
WITH b, COUNT(r) AS reviewCount
WHERE reviewCount >= 3
RETURN b.name","match
$b isa business;
$r isa review;
reviews (reviewed_business: $b, review: $r);
reduce $count = count($r) groupby $b;
match $count >= 3;
fetch { ""name"": $b.name };"
56,Which categories does the business 'Missoula Public Library' belong to?,"MATCH (b:Business {name: 'Missoula Public Library'})-[:IN_CATEGORY]->(c:Category)
RETURN c.name AS category","match
$b isa business, has name ""Missoula Public Library"";
in_category (business: $b, category: $c);
$c isa category;
fetch {
  ""category"": $c.name
};"
57,What is the average number of stars given by each user? Limit the results to top 5 users.,"MATCH (u:User)-[:WROTE]->(r:Review)
WITH u.name AS userName, avg(r.stars) AS averageStars
RETURN userName, averageStars
ORDER BY averageStars DESC
LIMIT 5","match
$u isa user;
$r isa review, has stars $s;
wrote (author: $u, review: $r);
reduce $avg_stars = mean($s) groupby $u;
sort $avg_stars desc;
limit 5;
fetch {
  ""userName"": $u.name,
  ""averageStars"": $avg_stars
};"
