original_index,question,cypher,typeql
11,List the top 5 users who have a color attribute of '#4A708B' and size greater than 2.5.,"MATCH (u:User)
WHERE u.color = '#4A708B' AND u.size > 2.5
RETURN u.label, u.size
ORDER BY u.size DESC
LIMIT 5","match
$u isa user, has color ""#4A708B"", has size $s;
$s > 2.5;
sort $s desc;
limit 5;
fetch {
  ""handle"": $u.handle,
  ""size"": $s
};"
12,Which 3 users have interacted with those having a 'color' attribute of '#FF4500'?,"MATCH (u1:User)-[:INTERACTED]->(u2:User {color: '#FF4500'})
RETURN u1.label AS User, COUNT(*) AS Interactions
ORDER BY Interactions DESC
LIMIT 3","match
$u1 isa user;
$u2 isa user, has color ""#FF4500"";
$rel isa interacted (source_user: $u1, target_user: $u2);
reduce $count = count($rel) groupby $u1;
sort $count desc;
limit 3;
fetch {
  ""User"": $u1.handle,
  ""Interactions"": $count
};"
13,Show the top 5 users with the most negative y-coordinate values.,"MATCH (u:User)
RETURN u.label, u.y
ORDER BY u.y ASC
LIMIT 5","match
$u isa user, has y_coordinate $y;
sort $y asc;
limit 5;
fetch {
  ""handle"": $u.handle,
  ""y_coordinate"": $y
};"
14,Who are the top 5 users with x-coordinate values less than -5000?,"MATCH (u:User)
WHERE u.x < -5000
RETURN u.label, u.x
ORDER BY u.x ASC
LIMIT 5","match
$u isa user, has x_coordinate $x;
$x < -5000.0;
sort $x asc;
limit 5;
fetch {
  ""handle"": $u.handle,
  ""x"": $x
};"
15,Which top 5 users have interacted with those having a 'color' attribute of '#87CEFA'?,"MATCH (u1:User)-[r:INTERACTED]->(u2:User)
WHERE u2.color = '#87CEFA'
WITH u1, COUNT(r) AS interactions
RETURN u1.label AS user, interactions
ORDER BY interactions DESC
LIMIT 5","match
$u1 isa user, has handle $h;
$u2 isa user, has color ""#87CEFA"";
$r isa interacted (source_user: $u1, target_user: $u2);
reduce $interactions = count($r) groupby $u1, $h;
sort $interactions desc;
limit 5;
fetch { ""user"": $h, ""interactions"": $interactions };"
16,List the top 3 users who have interacted with others but have a size less than 2.,"MATCH (u:User)-[r:INTERACTED]->(:User)
WHERE u.size < 2
RETURN u.label AS user, COUNT(r) AS interactions
ORDER BY interactions DESC
LIMIT 3","match
$u isa user, has handle $h, has size $s;
$s < 2.0;
$rel isa interacted (source_user: $u, target_user: $other);
$other isa user;
reduce $count = count($rel) groupby $u;
sort $count desc;
limit 3;
fetch {
  ""user"": $u.handle,
  ""interactions"": $count
};"
17,Find 3 users who have interacted with users having an area greater than 5.,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u2.area > 5
RETURN DISTINCT u1.label
LIMIT 3","match
$u1 isa user, has handle $h;
$u2 isa user, has area $a;
$a > 5.0;
interacted (source_user: $u1, target_user: $u2);
select $h;
distinct;
limit 3;
fetch { ""label"": $h };"
18,Who are the top 5 users based on their area and size combined?,"MATCH (u:User)
WITH u, (u.area + u.size) AS combinedScore
RETURN u.label AS user, combinedScore
ORDER BY combinedScore DESC
LIMIT 5","match
$u isa user, has area $a, has size $s;
let $combined = $a + $s;
sort $combined desc;
limit 5;
fetch {
  ""user"": $u.handle,
  ""combinedScore"": $combined
};"
19,Show 3 users who have a size greater than 2 and a color of '#FF7F50'.,"MATCH (u:User)
WHERE u.size > 2 AND u.color = '#FF7F50'
RETURN u.label, u.key, u.size, u.color
LIMIT 3","match
$u isa user, has size $s, has color ""#FF7F50"";
$s > 2.0;
limit 3;
fetch {
  ""handle"": $u.handle,
  ""key"": $u.user_key,
  ""size"": $s,
  ""color"": $u.color
};"
20,Which top 5 users have the most interactions?,"MATCH (u:User)-[r:INTERACTED]->(u2:User)
WITH u, COUNT(r) AS interactions
ORDER BY interactions DESC
LIMIT 5
RETURN u.label AS User, interactions","match
$u isa user;
$r isa interacted (source_user: $u, target_user: $u2);
reduce $interactions = count($r) groupby $u;
sort $interactions desc;
limit 5;
fetch {
  ""User"": $u.handle,
  ""interactions"": $interactions
};"
21,List the 3 users who have interacted most frequently based on the 'weight' attribute of INTERACTED.,"MATCH (u1:User)-[r:INTERACTED]->(u2:User)
RETURN u1.label AS user, SUM(r.weight) AS total_interactions
ORDER BY total_interactions DESC
LIMIT 3","match
$u1 isa user;
$r isa interacted (source_user: $u1, target_user: $u2);
$r has weight $w;
reduce $total = sum($w) groupby $u1;
sort $total desc;
limit 3;
fetch {
  ""user"": $u1.handle,
  ""total_interactions"": $total
};"
22,What are the top 3 users by the smallest x-coordinate values?,"MATCH (u:User)
RETURN u.label, u.x
ORDER BY u.x ASC
LIMIT 3","match
$u isa user, has x_coordinate $x;
sort $x asc;
limit 3;
fetch {
  ""handle"": $u.handle,
  ""x_coordinate"": $x
};"
23,Find the top 5 users with 'color' attribute set to '#3CB371'.,"MATCH (u:User)
WHERE u.color = '#3CB371'
RETURN u
ORDER BY u.size DESC
LIMIT 5","match
$u isa user, has color ""#3CB371"", has size $s;
sort $s desc;
limit 5;
fetch {
  ""user"": { $u.* }
};"
24,Who are the 3 users with the highest y-coordinate values?,"MATCH (u:User)
RETURN u.label, u.y
ORDER BY u.y DESC
LIMIT 3","match
$u isa user, has y_coordinate $y;
sort $y desc;
limit 3;
fetch {
  ""handle"": $u.handle,
  ""y_coordinate"": $y
};"
25,List the top 5 users who have interacted with 'louisgray.com'.,"MATCH (u:User {label: ""louisgray.com""})<-[:INTERACTED]-(interactingUser:User)
RETURN interactingUser.label AS user, COUNT(*) AS interactions
ORDER BY interactions DESC
LIMIT 5","match
$u isa user, has handle ""louisgray.com"";
$rel isa interacted (source_user: $interacting, target_user: $u);
$interacting has handle $h;
reduce $count = count($rel) groupby $interacting;
sort $count desc;
limit 5;
fetch { ""user"": $interacting.handle, ""interactions"": $count };"
26,Which 3 users have the smallest size attribute?,"MATCH (u:User)
RETURN u.label, u.size
ORDER BY u.size ASC
LIMIT 3","match
$u isa user, has size $s;
sort $s asc;
limit 3;
fetch {
  ""handle"": $u.handle,
  ""size"": $s
};"
27,What are the top 5 users with the largest area?,"MATCH (u:User)
RETURN u.label, u.area
ORDER BY u.area DESC
LIMIT 5","match
$u isa user, has area $a;
sort $a desc;
limit 5;
fetch {
  ""handle"": $u.handle,
  ""area"": $a
};"
28,List the top 5 users with y-coordinates within the range of 5000 to 6000.,"MATCH (u:User)
WHERE u.y >= 5000 AND u.y <= 6000
RETURN u.label, u.y
ORDER BY u.y DESC
LIMIT 5","match
$u isa user, has y_coordinate $y;
$y >= 5000.0;
$y <= 6000.0;
sort $y desc;
limit 5;
fetch {
  ""handle"": $u.handle,
  ""y_coordinate"": $y
};"
29,Which 3 users have the closest x-coordinate to 0?,"MATCH (u:User)
RETURN u.label, u.x
ORDER BY abs(u.x) ASC
LIMIT 3","match
$u isa user, has handle $h, has x_coordinate $x;
let $abs_x = abs($x);
sort $abs_x asc;
limit 3;
fetch {
  ""handle"": $h,
  ""x_coordinate"": $x
};"
30,What are the areas of the top 3 users with a size greater than 3.0?,"MATCH (u:User)
WHERE u.size > 3.0
RETURN u.label, u.area
ORDER BY u.area DESC
LIMIT 3","match
$u isa user, has size $s, has area $a;
$s > 3.0;
sort $a desc;
limit 3;
fetch {
  ""handle"": $u.handle,
  ""area"": $a
};"
31,Which 5 users have the least number of interactions?,"MATCH (u:User)-[r:INTERACTED]->()
WITH u, COUNT(r) AS interactions
ORDER BY interactions ASC
LIMIT 5
RETURN u.label AS User, interactions","match
$u isa user;
$r isa interacted (source_user: $u);
reduce $count = count($r) groupby $u;
sort $count asc;
limit 5;
fetch {
  ""User"": $u.handle,
  ""interactions"": $count
};"
32,Show the top 3 users who have a label containing the word 'com'.,"MATCH (u:User)
WHERE u.label CONTAINS 'com'
RETURN u.label, u.key, u.y, u.color, u.x, u.area, u.size
ORDER BY u.size DESC
LIMIT 3","match
$u isa user, has handle $h, has size $s;
$h like "".*com.*"";
sort $s desc;
limit 3;
fetch {
  ""handle"": $u.handle,
  ""key"": $u.user_key,
  ""y"": $u.y_coordinate,
  ""color"": $u.color,
  ""x"": $u.x_coordinate,
  ""area"": $u.area,
  ""size"": $u.size
};"
33,Who are the top 5 users based on the sum of their area and size attributes?,"MATCH (u:User)
RETURN u.label AS user, (u.area + u.size) AS total
ORDER BY total DESC
LIMIT 5","match
$u isa user, has handle $h, has area $a, has size $s;
let $total = $a + $s;
sort $total desc;
limit 5;
fetch {
  ""user"": $h,
  ""total"": $total
};"
34,What are the top 5 users by the size property?,"MATCH (u:User)
RETURN u.label, u.size
ORDER BY u.size DESC
LIMIT 5","match
$u isa user, has size $s;
sort $s desc;
limit 5;
fetch {
  ""handle"": $u.handle,
  ""size"": $s
};"
35,Which users have interacted with users having a color '#3CB371'?,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u2.color = '#3CB371'
RETURN DISTINCT u1.label","match
$u1 isa user;
$u2 isa user, has color ""#3CB371"";
interacted (source_user: $u1, target_user: $u2);
select $u1;
distinct;
fetch {
  ""label"": $u1.handle
};"
36,What are the labels of the top 5 users with the largest interaction size in their relationships?,"MATCH (u1:User)-[r:INTERACTED]->(u2:User)
RETURN u1.label AS userLabel, SUM(r.size) AS totalInteractionSize
ORDER BY totalInteractionSize DESC
LIMIT 5","match
$u1 isa user;
$r isa interacted (source_user: $u1, target_user: $u2);
$r has size $s;
reduce $total = sum($s) groupby $u1;
sort $total desc;
limit 5;
fetch {
  ""userLabel"": $u1.handle,
  ""totalInteractionSize"": $total
};"
37,Show the interaction relationships of 'vtcodes.dev' where the interaction size is greater than 0.5.,"MATCH (u1:User)-[r:INTERACTED]->(u2:User)
WHERE u1.label = 'vtcodes.dev' AND r.size > 0.5
RETURN u1.label AS SourceUser, u2.label AS TargetUser, r.size AS InteractionSize","match
$u1 isa user, has handle ""vtcodes.dev"";
$u2 isa user, has handle $target_handle;
$rel isa interacted (source_user: $u1, target_user: $u2), has size $s;
$s > 0.5;
fetch {
  ""SourceUser"": $u1.handle,
  ""TargetUser"": $target_handle,
  ""InteractionSize"": $s
};"
38,What are the x and y coordinates of the first 3 users who interacted with 'dwither.bsky.social'?,"MATCH (target:User {label: 'dwither.bsky.social'})<-[:INTERACTED]-(user:User)
RETURN user.x, user.y
LIMIT 3","match
$target isa user, has handle ""dwither.bsky.social"";
$user isa user, has x_coordinate $x, has y_coordinate $y;
interacted (source_user: $user, target_user: $target);
limit 3;
fetch {
  ""x"": $x,
  ""y"": $y
};"
39,List all interactions with a size less than 2 between users.,"MATCH (u1:User)-[r:INTERACTED]->(u2:User)
WHERE r.size < 2
RETURN u1.label AS User1, u2.label AS User2, r.size AS InteractionSize","match
$u1 isa user, has handle $h1;
$u2 isa user, has handle $h2;
$r isa interacted (source_user: $u1, target_user: $u2), has size $s;
$s < 2.0;
fetch {
  ""User1"": $h1,
  ""User2"": $h2,
  ""InteractionSize"": $s
};"
40,Which users have an area less than 3 and have interacted with 'inchristbl.bsky.social'?,"MATCH (u1:User {label: ""inchristbl.bsky.social""})-[:INTERACTED]->(u2:User)
WHERE u2.area < 3
RETURN u2.label","match
$u1 isa user, has handle ""inchristbl.bsky.social"";
$u2 isa user, has area $a;
$a < 3.0;
interacted (source_user: $u1, target_user: $u2);
fetch {
  ""handle"": $u2.handle
};"
41,Show the users with an x-coordinate less than -5000 who have interacted with any user.,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u1.x < -5000
RETURN DISTINCT u1.label","match
$u1 isa user, has handle $h, has x_coordinate $x;
$x < -5000.0;
interacted (source_user: $u1, target_user: $u2);
select $h;
distinct;
fetch { ""label"": $h };"
42,Find the users who have a size greater than 2 and have interacted with 'sarahgerrard.me'.,"MATCH (u1:User {label: 'sarahgerrard.me'})<-[:INTERACTED]-(u2:User)
WHERE u2.size > 2
RETURN u2.label","match
$u1 isa user, has handle ""sarahgerrard.me"";
$u2 isa user, has size $s;
$s > 2;
interacted (source_user: $u2, target_user: $u1);
fetch {
  ""label"": $u2.handle
};"
43,Which users have an interaction weight of 1 with 'tagomoris.bsky.social'?,"MATCH (u1:User {label: 'tagomoris.bsky.social'})-[:INTERACTED {weight: 1}]->(u2:User)
RETURN u2.label","match
$u1 isa user, has handle ""tagomoris.bsky.social"";
$u2 isa user;
$rel isa interacted (source_user: $u1, target_user: $u2);
$rel has weight $w;
$w == 1.0;
fetch {
  ""label"": $u2.handle
};"
44,What are the first 3 colors of users interacted by 'r0yart.bsky.social'?,"MATCH (u1:User {label: 'r0yart.bsky.social'})-[:INTERACTED]->(u2:User)
RETURN u2.color
LIMIT 3","match
$u1 isa user, has handle ""r0yart.bsky.social"";
$u2 isa user, has color $c;
interacted (source_user: $u1, target_user: $u2);
limit 3;
fetch {
  ""color"": $c
};"
45,List the top 5 users by area size who have relations with 'vtcodes.dev'.,"MATCH (u1:User {label: 'vtcodes.dev'})-[:INTERACTED]->(u2:User)
RETURN u2.label, u2.area
ORDER BY u2.area DESC
LIMIT 5","match
$u1 isa user, has handle ""vtcodes.dev"";
interacted (source_user: $u1, target_user: $u2);
$u2 has area $a;
sort $a desc;
limit 5;
fetch {
  ""handle"": $u2.handle,
  ""area"": $a
};"
46,Which users have interacted with 'curvylliptic.bsky.social'?,"MATCH (u:User {label: 'curvylliptic.bsky.social'})<-[:INTERACTED]-(interactingUser:User)
RETURN interactingUser.label","match
$u isa user, has handle ""curvylliptic.bsky.social"";
interacted (source_user: $interacting, target_user: $u);
$interacting has handle $h;
fetch {
  ""interacting_user"": $h
};"
47,List the first 3 users who have an area greater than 4 and have interacted with users with an area less than 3.,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u1.area > 4 AND u2.area < 3
RETURN u1.label AS User, u1.area AS Area
LIMIT 3","match
$u1 isa user, has area $a1, has handle $h;
$a1 > 4.0;
$u2 isa user, has area $a2;
$a2 < 3.0;
interacted (source_user: $u1, target_user: $u2);
limit 3;
fetch {
  ""User"": $h,
  ""Area"": $a1
};"
48,Identify the top 5 users based on the interaction weight who have a color of '#4A708B'.,"MATCH (u1:User)-[r:INTERACTED]->(u2:User)
WHERE u1.color = '#4A708B'
RETURN u1.label AS user, SUM(r.weight) AS totalWeight
ORDER BY totalWeight DESC
LIMIT 5","match
$u1 isa user, has color ""#4A708B"";
$rel isa interacted (source_user: $u1, target_user: $u2);
$rel has weight $w;
reduce $total_weight = sum($w) groupby $u1;
sort $total_weight desc;
limit 5;
fetch {
  ""user"": $u1.handle,
  ""totalWeight"": $total_weight
};"
49,Display 5 users who have a y-coordinate greater than 5000 and have interacted with users with a y-coordinate less than -5000.,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u1.y > 5000 AND u2.y < -5000
RETURN u1.label AS User, u1.y AS Y_Coordinate
LIMIT 5","match
$u1 isa user, has y_coordinate $y1;
$u2 isa user, has y_coordinate $y2;
interacted (source_user: $u1, target_user: $u2);
$y1 > 5000.0;
$y2 < -5000.0;
limit 5;
fetch {
  ""user"": $u1.handle,
  ""y_coordinate"": $y1
};"
50,List the 3 users who have the highest interaction size and are colored '#FF4500'.,"MATCH (u:User)-[r:INTERACTED]->(:User)
WHERE u.color = '#FF4500'
RETURN u.label, SUM(r.size) AS totalInteractionSize
ORDER BY totalInteractionSize DESC
LIMIT 3","match
$u isa user, has color ""#FF4500"", has handle $label;
$r isa interacted (source_user: $u, target_user: $other);
$r has size $s;
reduce $total = sum($s) groupby $u;
sort $total desc;
limit 3;
fetch { ""label"": $u.handle, ""totalInteractionSize"": $total };"
51,Who are the top 3 users by y-coordinate that have interacted with users with a y-coordinate more than 10000?,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u2.y > 10000
RETURN u1.label, u1.y
ORDER BY u1.y DESC
LIMIT 3","match
$u1 isa user, has handle $h, has y_coordinate $y1;
$u2 isa user, has y_coordinate $y2;
$y2 > 10000.0;
interacted (source_user: $u1, target_user: $u2);
sort $y1 desc;
limit 3;
fetch {
  ""handle"": $h,
  ""y_coordinate"": $y1
};"
52,Which 3 users have an area greater than 5?,"MATCH (u:User)
WHERE u.area > 5
RETURN u.label AS user, u.area
ORDER BY u.area DESC
LIMIT 3","match
$u isa user, has area $a;
$a > 5;
sort $a desc;
limit 3;
fetch {
  ""user"": $u.handle,
  ""area"": $a
};"
53,List 3 users who have interacted with 'chromevoid.bsky.social'.,"MATCH (u1:User {label: 'chromevoid.bsky.social'})-[:INTERACTED]->(u2:User)
RETURN u2.label
LIMIT 3","match
$u1 isa user, has handle ""chromevoid.bsky.social"";
interacted (source_user: $u1, target_user: $u2);
limit 3;
fetch { ""handle"": $u2.handle };"
54,Who are the top 5 users sorted by the x-coordinate in ascending order?,"MATCH (u:User)
RETURN u.label AS user, u.x AS x_coordinate
ORDER BY u.x ASC
LIMIT 5","match
$u isa user, has x_coordinate $x, has handle $h;
sort $x asc;
limit 5;
fetch {
  ""user"": $h,
  ""x_coordinate"": $x
};"
55,Identify the top 3 users with the smallest y-coordinate values.,"MATCH (u:User)
RETURN u.label, u.y
ORDER BY u.y ASC
LIMIT 3","match
$u isa user, has y_coordinate $y;
sort $y asc;
limit 3;
fetch {
  ""label"": $u.handle,
  ""y"": $y
};"
56,Which users have a color of '#3CB371' and an area less than 3? Limit to 5 results.,"MATCH (u:User)
WHERE u.color = '#3CB371' AND u.area < 3
RETURN u.label, u.key, u.y, u.color, u.x, u.area, u.size
LIMIT 5","match
$u isa user, has color ""#3CB371"", has area $a;
$a < 3.0;
limit 5;
fetch {
  ""handle"": $u.handle,
  ""key"": $u.user_key,
  ""y"": $u.y_coordinate,
  ""color"": $u.color,
  ""x"": $u.x_coordinate,
  ""area"": $u.area,
  ""size"": $u.size
};"
57,Find 3 users who have interacted with users having a color of '#FF4500'.,"MATCH (u1:User)-[:INTERACTED]->(u2:User {color: '#FF4500'})
RETURN DISTINCT u1.label
LIMIT 3","match
$u1 isa user;
$u2 isa user, has color ""#FF4500"";
interacted (source_user: $u1, target_user: $u2);
select $u1;
distinct;
limit 3;
fetch {
  ""label"": $u1.handle
};"
58,Identify the top 5 users by the color property '#FF4500'.,"MATCH (u:User)
WHERE u.color = '#FF4500'
RETURN u.label, u.key, u.y, u.x, u.area, u.size
ORDER BY u.size DESC
LIMIT 5","match
$u isa user,
    has color ""#FF4500"",
    has size $s;
sort $s desc;
limit 5;
fetch {
    ""handle"": $u.handle,
    ""user_key"": $u.user_key,
    ""y_coordinate"": $u.y_coordinate,
    ""x_coordinate"": $u.x_coordinate,
    ""area"": $u.area,
    ""size"": $s
};"
59,What are the top 5 users in terms of size who have been interacted with the most?,"MATCH (u:User)<-[:INTERACTED]-(other:User)
WITH u, COUNT(other) AS interactions
ORDER BY interactions DESC, u.size DESC
LIMIT 5
RETURN u.label AS user, u.size AS size, interactions","match
$u isa user, has size $s;
$other isa user;
interacted (source_user: $other, target_user: $u);
reduce $interactions = count($other) groupby $u, $s;
sort $interactions desc, $s desc;
limit 5;
fetch { ""user"": $u.handle, ""size"": $s, ""interactions"": $interactions };"
60,Show 3 users who have interacted with users located at x-coordinates greater than -500.,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u2.x > -500
RETURN DISTINCT u1.label
LIMIT 3","match
$u1 isa user;
$u2 isa user, has x_coordinate $x;
$x > -500.0;
interacted (source_user: $u1, target_user: $u2);
select $u1;
distinct;
limit 3;
fetch {
  ""handle"": $u1.handle
};"
61,What are the top 5 users who have interacted with others at y-coordinates less than 0?,"MATCH (u1:User)-[r:INTERACTED]->(u2:User)
WHERE u2.y < 0
RETURN u1.label AS user, COUNT(r) AS interactions
ORDER BY interactions DESC
LIMIT 5","match
$u1 isa user;
$u2 isa user, has y_coordinate $y;
$y < 0.0;
$r isa interacted (source_user: $u1, target_user: $u2);
reduce $count = count($r) groupby $u1;
sort $count desc;
limit 5;
fetch { ""user"": $u1.handle, ""interactions"": $count };"
62,Display the first 3 users with x-coordinates less than -5000.,"MATCH (u:User)
WHERE u.x < -5000
RETURN u.label, u.x
ORDER BY u.x
LIMIT 3","match
$u isa user, has x_coordinate $x;
$x < -5000.0;
sort $x;
limit 3;
fetch {
  ""label"": $u.handle,
  ""x"": $x
};"
63,Who are the top 3 users with a size greater than 2 and have interacted with users with a size greater than 2?,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u1.size > 2 AND u2.size > 2
RETURN u1.label AS User, u1.size AS Size
ORDER BY u1.size DESC
LIMIT 3","match
$u1 isa user, has size $s1;
$u2 isa user, has size $s2;
interacted (source_user: $u1, target_user: $u2);
$s1 > 2.0;
$s2 > 2.0;
sort $s1 desc;
limit 3;
fetch {
  ""user"": $u1.handle,
  ""size"": $s1
};"
64,List 5 users who have the color '#1E90FF' and have interacted with users with a color of '#3CB371'.,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u1.color = '#1E90FF' AND u2.color = '#3CB371'
RETURN DISTINCT u1.label
LIMIT 5","match
$u1 isa user, has color ""#1E90FF"";
$u2 isa user, has color ""#3CB371"";
interacted (source_user: $u1, target_user: $u2);
select $u1;
distinct;
limit 5;
fetch {
  ""handle"": $u1.handle
};"
65,Find 3 users with an x-coordinate greater than -1000 and who have interacted with users with an x-coordinate less than -5000.,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u1.x > -1000 AND u2.x < -5000
RETURN DISTINCT u1.label
LIMIT 3","match
$u1 isa user, has x_coordinate $x1;
$u2 isa user, has x_coordinate $x2;
interacted (source_user: $u1, target_user: $u2);
$x1 > -1000.0;
$x2 < -5000.0;
select $u1;
distinct;
limit 3;
fetch {
  ""label"": $u1.handle
};"
66,List the top 3 users with the largest area who have an interaction weight of 1.,"MATCH (u1:User)-[r:INTERACTED]->(u2:User)
WHERE r.weight = 1
WITH u1, u2
ORDER BY u1.area DESC
LIMIT 3
RETURN u1.label AS User, u1.area AS Area","match
$u1 isa user, has area $a, has handle $h;
$u2 isa user;
$rel isa interacted (source_user: $u1, target_user: $u2), has weight $w;
$w == 1.0;
sort $a desc;
limit 3;
fetch {
  ""User"": $h,
  ""Area"": $a
};"
67,List all interactions where the original weight (ogWeight) is greater than the current weight.,"MATCH (u1:User)-[r:INTERACTED]->(u2:User)
WHERE r.ogWeight > r.weight
RETURN u1.label AS User1, u2.label AS User2, r.ogWeight, r.weight","match
$u1 isa user;
$u2 isa user;
$r isa interacted (source_user: $u1, target_user: $u2);
$r has og_weight $ow, has weight $w;
$ow > $w;
fetch {
  ""User1"": $u1.handle,
  ""User2"": $u2.handle,
  ""ogWeight"": $ow,
  ""weight"": $w
};"
68,List the labels of users who have an INTERACTED relationship with a weight of 1. Limit to the first 3.,"MATCH (u1:User)-[r:INTERACTED]->(u2:User)
WHERE r.weight = 1
RETURN u2.label
LIMIT 3","match
$u1 isa user;
$u2 isa user;
$rel isa interacted (source_user: $u1, target_user: $u2);
$rel has weight $w;
$w == 1.0;
limit 3;
fetch {
  ""label"": $u2.handle
};"
