original_index,question,cypher,typeql
15,List the top 3 characters by book1BetweennessCentrality.,"MATCH (c:Character)
RETURN c.name, c.book1BetweennessCentrality
ORDER BY c.book1BetweennessCentrality DESC
LIMIT 3","match
$c isa character, has book1_betweenness_centrality $bc;
sort $bc desc;
limit 3;
fetch {
  ""name"": $c.name,
  ""book1BetweennessCentrality"": $bc
};"
16,Which characters belong to the louvain community 3?,"MATCH (c:Character)
WHERE c.louvain = 3
RETURN c.name","match
$c isa character, has louvain 3;
fetch {
  ""name"": $c.name
};"
17,List characters with a centrality greater than 0.5.,"MATCH (c:Character)
WHERE c.centrality > 0.5
RETURN c.name","match
$c isa character, has centrality $cent;
$cent > 0.5;
fetch {
  ""name"": $c.name
};"
18,Who has the highest book1BetweennessCentrality?,"MATCH (c:Character)
RETURN c.name, c.book1BetweennessCentrality
ORDER BY c.book1BetweennessCentrality DESC
LIMIT 1","match $c isa character, has name $n, has book1_betweenness_centrality $b;
sort $b desc;
limit 1;
fetch { ""name"": $n, ""book1BetweennessCentrality"": $b };"
19,List characters with an INTERACTS relationship having a weight below 10.,"MATCH (c1:Character)-[r:INTERACTS]->(c2:Character)
WHERE r.weight < 10
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS Weight","match
$c1 isa character, has name $n1;
$c2 isa character, has name $n2;
$rel isa interacts (character1: $c1, character2: $c2), has weight $w;
$w < 10;
fetch {
  ""Character1"": $n1,
  ""Character2"": $n2,
  ""Weight"": $w
};"
20,Which characters are part of community 584?,"MATCH (c:Character)
WHERE c.community = 584
RETURN c.name","match
$c isa character, has community 584;
fetch {
  ""name"": $c.name
};"
21,Who has the highest weight in an INTERACTS1 relationship?,"MATCH (c1:Character)-[r:INTERACTS1]->(c2:Character)
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS Weight
ORDER BY r.weight DESC
LIMIT 1","match
$c1 isa character;
$c2 isa character;
$rel isa interacts1 (character1: $c1, character2: $c2);
$rel has weight $w;
sort $w desc;
limit 1;
fetch {
  ""Character1"": $c1.name,
  ""Character2"": $c2.name,
  ""Weight"": $w
};"
22,Find characters with INTERACTS2 relationships in book 2 with a weight less than 20.,"MATCH (c1:Character)-[r:INTERACTS2]->(c2:Character)
WHERE r.weight < 20
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS Weight","match
$c1 isa character, has name $n1;
$c2 isa character, has name $n2;
$rel isa interacts2 (character1: $c1, character2: $c2), has weight $w, has book 2;
$w < 20;
fetch {
  ""Character1"": $n1,
  ""Character2"": $n2,
  ""Weight"": $w
};"
23,Find characters with a book1PageRank of exactly 8.,"MATCH (c:Character)
WHERE c.book1PageRank = 8.0
RETURN c.name","match
$c isa character, has book1_page_rank 8.0;
fetch {
  ""name"": $c.name
};"
24,List characters with a louvain value of 1 and a degree above 50.,"MATCH (c:Character)
WHERE c.louvain = 1 AND c.degree > 50
RETURN c.name, c.louvain, c.degree","match
$c isa character, has louvain $l, has degree $d, has name $n;
$l == 1;
$d > 50;
fetch {
  ""name"": $n,
  ""louvain"": $l,
  ""degree"": $d
};"
25,Identify characters that have a centrality of 0.,"MATCH (c:Character)
WHERE c.centrality = 0.0
RETURN c.name","match
$c isa character, has centrality 0.0;
fetch {
  ""name"": $c.name
};"
26,List characters with a louvain value of 2 and a degree above 20.,"MATCH (c:Character)
WHERE c.louvain = 2 AND c.degree > 20
RETURN c.name, c.louvain, c.degree","match
$c isa character, has louvain $l, has degree $d, has name $n;
$l == 2;
$d > 20;
fetch {
  ""name"": $n,
  ""louvain"": $l,
  ""degree"": $d
};"
27,Who are the top 5 characters with the highest centrality?,"MATCH (c:Character)
RETURN c.name, c.centrality
ORDER BY c.centrality DESC
LIMIT 5","match
$c isa character, has centrality $cent;
sort $cent desc;
limit 5;
fetch {
  ""name"": $c.name,
  ""centrality"": $cent
};"
28,Find characters with a centrality above 0.2 and a book1BetweennessCentrality above 1000.,"MATCH (c:Character)
WHERE c.centrality > 0.2 AND c.book1BetweennessCentrality > 1000
RETURN c.name, c.centrality, c.book1BetweennessCentrality","match
$c isa character, has centrality $cent, has book1_betweenness_centrality $bbc;
$cent > 0.2;
$bbc > 1000;
fetch {
  ""name"": $c.name,
  ""centrality"": $cent,
  ""book1BetweennessCentrality"": $bbc
};"
29,List characters with a pagerank of exactly 0.15.,"MATCH (c:Character)
WHERE c.pagerank = 0.15
RETURN c.name","match
$c isa character, has pagerank 0.15;
fetch {
  ""name"": $c.name
};"
30,Which characters have a degree less than 10?,"MATCH (c:Character)
WHERE c.degree < 10
RETURN c.name, c.degree","match
$c isa character, has degree $d;
$d < 10;
fetch {
  ""name"": $c.name,
  ""degree"": $d
};"
31,Who are the top 3 characters by book45PageRank?,"MATCH (c:Character)
RETURN c.name, c.book45PageRank
ORDER BY c.book45PageRank DESC
LIMIT 3","match $c isa character, has book45_page_rank $pr;
sort $pr desc;
limit 3;
fetch { ""name"": $c.name, ""book45_page_rank"": $pr };"
32,Find characters in community 584 with a pagerank above 9.,"MATCH (c:Character)
WHERE c.community = 584 AND c.pagerank > 9
RETURN c.name, c.pagerank","match
$c isa character, has community 584, has pagerank $pr;
$pr > 9;
fetch {
  ""name"": $c.name,
  ""pagerank"": $pr
};"
33,List characters with a centrality above 0.5 and a book1PageRank below 1.,"MATCH (c:Character)
WHERE c.centrality > 0.5 AND c.book1PageRank < 1
RETURN c.name","match
$c isa character, has centrality $cent, has book1_page_rank $bpr;
$cent > 0.5;
$bpr < 1.0;
fetch {
  ""name"": $c.name
};"
34,Who are the top 5 characters with the lowest book45PageRank?,"MATCH (c:Character)
RETURN c.name, c.book45PageRank
ORDER BY c.book45PageRank ASC
LIMIT 5","match $c isa character, has book45_page_rank $pr;
sort $pr asc;
limit 5;
fetch { ""name"": $c.name, ""book45_page_rank"": $pr };"
35,Find characters with a degree between 50 and 100.,"MATCH (c:Character)
WHERE c.degree >= 50 AND c.degree <= 100
RETURN c.name, c.degree","match
$c isa character, has degree $d;
$d >= 50.0; $d <= 100.0;
fetch {
  ""name"": $c.name,
  ""degree"": $d
};"
36,List characters with a louvain value of 0 and a community below 600.,"MATCH (c:Character)
WHERE c.louvain = 0 AND c.community < 600
RETURN c.name","match
$c isa character, has louvain 0, has community $comm;
$comm < 600;
fetch {
  ""name"": $c.name
};"
37,Who are the top 5 characters with the lowest pagerank?,"MATCH (c:Character)
RETURN c.name, c.pagerank
ORDER BY c.pagerank ASC
LIMIT 5","match
$c isa character, has name $n, has pagerank $pr;
sort $pr asc;
limit 5;
fetch {
  ""name"": $n,
  ""pagerank"": $pr
};"
38,Find characters with a centrality less than 0.1 and a book1PageRank above 5.,"MATCH (c:Character)
WHERE c.centrality < 0.1 AND c.book1PageRank > 5
RETURN c.name, c.centrality, c.book1PageRank","match
$c isa character, has centrality $cent, has book1_page_rank $bpr;
$cent < 0.1;
$bpr > 5.0;
fetch {
  ""name"": $c.name,
  ""centrality"": $cent,
  ""book1_page_rank"": $bpr
};"
39,List characters with a pagerank greater than 8.,"MATCH (c:Character)
WHERE c.pagerank > 8
RETURN c.name, c.pagerank","match
$c isa character, has pagerank $pr, has name $n;
$pr > 8.0;
fetch {
  ""name"": $n,
  ""pagerank"": $pr
};"
40,Which characters have a degree exactly 300?,"MATCH (c:Character)
WHERE c.degree = 300.0
RETURN c.name","match
$c isa character, has degree 300.0, has name $n;
fetch {
  ""name"": $n
};"
41,Who are the top 3 characters by centrality?,"MATCH (c:Character)
RETURN c.name, c.centrality
ORDER BY c.centrality DESC
LIMIT 3","match
$c isa character, has centrality $cent;
sort $cent desc;
limit 3;
fetch {
  ""name"": $c.name,
  ""centrality"": $cent
};"
42,Find characters in community 759 with a pagerank less than 1.,"MATCH (c:Character)
WHERE c.community = 759 AND c.pagerank < 1
RETURN c.name, c.pagerank","match
$c isa character, has community 759, has pagerank $pr;
$pr < 1.0;
fetch {
  ""name"": $c.name,
  ""pagerank"": $pr
};"
43,List characters with a book45PageRank of exactly 2.,"MATCH (c:Character)
WHERE c.book45PageRank = 2.0
RETURN c.name","match
$c isa character, has book45_page_rank 2.0;
fetch {
  ""name"": $c.name
};"
44,Who are the top 5 characters with the highest book1PageRank?,"MATCH (c:Character)
RETURN c.name, c.book1PageRank
ORDER BY c.book1PageRank DESC
LIMIT 5","match
$c isa character, has name $n, has book1_page_rank $r;
sort $r desc;
limit 5;
fetch {
  ""name"": $n,
  ""book1_page_rank"": $r
};"
45,Find characters with a book1PageRank between 2 and 4.,"MATCH (c:Character)
WHERE c.book1PageRank >= 2 AND c.book1PageRank <= 4
RETURN c.name, c.book1PageRank","match
$c isa character, has book1_page_rank $rank;
$rank >= 2.0;
$rank <= 4.0;
fetch {
  ""name"": $c.name,
  ""book1_page_rank"": $rank
};"
46,Who has the lowest weight in an INTERACTS3 relationship?,"MATCH (c1:Character)-[r:INTERACTS3]->(c2:Character)
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS Weight
ORDER BY r.weight ASC
LIMIT 1","match
$rel isa interacts3 (character1: $c1, character2: $c2);
$rel has weight $w;
$c1 has name $n1;
$c2 has name $n2;
sort $w asc;
limit 1;
fetch {
  ""Character1"": $n1,
  ""Character2"": $n2,
  ""Weight"": $w
};"
47,Who are the top 5 characters by pagerank?,"MATCH (c:Character)
RETURN c.name, c.pagerank
ORDER BY c.pagerank DESC
LIMIT 5","match
$c isa character, has pagerank $pr;
sort $pr desc;
limit 5;
fetch {
  ""name"": $c.name,
  ""pagerank"": $pr
};"
48,Which characters have a centrality less than 0.1?,"MATCH (c:Character)
WHERE c.centrality < 0.1
RETURN c.name","match
$c isa character, has centrality $cent;
$cent < 0.1;
fetch {
  ""name"": $c.name
};"
49,List all characters with a degree higher than 100.,"MATCH (c:Character)
WHERE c.degree > 100
RETURN c.name, c.degree","match
$c isa character, has degree $d, has name $n;
$d > 100;
fetch {
  ""name"": $n,
  ""degree"": $d
};"
50,Identify characters with a degree greater than 20 and a pagerank less than 0.3.,"MATCH (c:Character)
WHERE c.degree > 20 AND c.pagerank < 0.3
RETURN c.name, c.degree, c.pagerank","match
$c isa character, has degree $d, has pagerank $pr, has name $n;
$d > 20;
$pr < 0.3;
fetch {
  ""name"": $n,
  ""degree"": $d,
  ""pagerank"": $pr
};"
51,Which characters have a book1BetweennessCentrality of exactly 2604.7556467555924?,"MATCH (c:Character)
WHERE c.book1BetweennessCentrality = 2604.7556467555924
RETURN c.name","match
$c isa character, has book1_betweenness_centrality 2604.7556467555924;
fetch {
  ""name"": $c.name
};"
52,List the characters with a centrality between 0.5 and 0.8.,"MATCH (c:Character)
WHERE c.centrality >= 0.5 AND c.centrality <= 0.8
RETURN c.name, c.centrality","match
$c isa character, has centrality $cent, has name $name;
$cent >= 0.5;
$cent <= 0.8;
fetch {
  ""name"": $name,
  ""centrality"": $cent
};"
53,Who has the lowest book1PageRank in community 579?,"MATCH (c:Character)
WHERE c.community = 579
RETURN c.name, c.book1PageRank
ORDER BY c.book1PageRank ASC
LIMIT 1","match
$c isa character, has community 579, has book1_page_rank $bpr;
sort $bpr asc;
limit 1;
fetch {
  ""name"": $c.name,
  ""book1PageRank"": $bpr
};"
54,Find characters in the top 3 louvain communities by centrality.,"// First, find the top 3 louvain communities by average centrality
MATCH (c:Character)
WITH c.louvain AS community, avg(c.centrality) AS avgCentrality
ORDER BY avgCentrality DESC
LIMIT 3
WITH collect(community) AS topCommunities

// Then, find characters in these top 3 louvain communities
MATCH (c:Character)
WHERE c.louvain IN topCommunities
RETURN c.name, c.louvain, c.centrality
ORDER BY c.centrality DESC","match
$c isa character, has centrality $cent;
$c has louvain $louv;
reduce $avg_cent = mean($cent) groupby $louv;
sort $avg_cent desc;
limit 3;
match
$c2 isa character, has louvain $louv;
$c2 has name $name;
$c2 has centrality $cent2;
sort $cent2 desc;
fetch {
  ""name"": $name,
  ""louvain"": $louv,
  ""centrality"": $cent2
};"
55,List characters with a pagerank greater than 7 and a degree less than 50.,"MATCH (c:Character)
WHERE c.pagerank > 7 AND c.degree < 50
RETURN c.name, c.pagerank, c.degree","match
$c isa character, has pagerank $pr, has degree $d, has name $n;
$pr > 7.0;
$d < 50.0;
fetch {
  ""name"": $n,
  ""pagerank"": $pr,
  ""degree"": $d
};"
56,Identify characters with a centrality greater than 0.5 and a book1BetweennessCentrality less than 100.,"MATCH (c:Character)
WHERE c.centrality > 0.5 AND c.book1BetweennessCentrality < 100
RETURN c.name, c.centrality, c.book1BetweennessCentrality","match
$c isa character, has centrality $cent, has book1_betweenness_centrality $b1bc, has name $name;
$cent > 0.5;
$b1bc < 100.0;
fetch {
  ""name"": $name,
  ""centrality"": $cent,
  ""book1BetweennessCentrality"": $b1bc
};"
57,Which characters have an INTERACTS relationship in book 1 with a weight over 150?,"MATCH (c1:Character)-[r:INTERACTS1]->(c2:Character)
WHERE r.weight > 150
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS Weight","match
$c1 isa character, has name $n1;
$c2 isa character, has name $n2;
$rel isa interacts1 (character1: $c1, character2: $c2), has weight $w;
$w > 150;
fetch {
  ""Character1"": $n1,
  ""Character2"": $n2,
  ""Weight"": $w
};"
58,Who are the characters with an INTERACTS2 relationship with a weight exactly 92?,"MATCH (c1:Character)-[r:INTERACTS2]->(c2:Character)
WHERE r.weight = 92
RETURN c1.name AS Character1, c2.name AS Character2","match
$c1 isa character, has name $n1;
$c2 isa character, has name $n2;
$rel isa interacts2 (character1: $c1, character2: $c2), has weight $w;
$w == 92;
fetch {
  ""Character1"": $n1,
  ""Character2"": $n2
};"
59,Find the characters involved in the heaviest INTERACTS3 relationship.,"MATCH (c1:Character)-[r:INTERACTS3]->(c2:Character)
WITH c1, c2, r
ORDER BY r.weight DESC
LIMIT 1
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS Weight","match
$rel isa interacts3 (character1: $c1, character2: $c2);
$rel has weight $w;
sort $w desc;
limit 1;
fetch {
  ""Character1"": $c1.name,
  ""Character2"": $c2.name,
  ""Weight"": $w
};"
60,List characters who interact in book 45 with a weight greater than 90.,"MATCH (c1:Character)-[r:INTERACTS45]->(c2:Character)
WHERE r.weight > 90
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS InteractionWeight","match
$c1 isa character;
$c2 isa character;
$rel isa interacts45 (character1: $c1, character2: $c2);
$rel has weight $w;
$w > 90;
fetch {
  ""Character1"": $c1.name,
  ""Character2"": $c2.name,
  ""InteractionWeight"": $w
};"
61,Identify the top 3 most frequent communities in INTERACTS relationships.,"MATCH (c:Character)-[r:INTERACTS]->(c2:Character)
WITH c.community AS community, COUNT(r) AS interactions
RETURN community, interactions
ORDER BY interactions DESC
LIMIT 3","match
$c isa character, has community $comm;
$rel isa interacts (character1: $c);
reduce $interactions = count($rel) groupby $comm;
sort $interactions desc;
limit 3;
fetch { ""community"": $comm, ""interactions"": $interactions };"
62,Which characters are connected by INTERACTS1 with a weight less than 10?,"MATCH (c1:Character)-[r:INTERACTS1]->(c2:Character)
WHERE r.weight < 10
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS Weight","match
$c1 isa character, has name $n1;
$c2 isa character, has name $n2;
$rel isa interacts1 (character1: $c1, character2: $c2), has weight $w;
$w < 10;
fetch {
  ""Character1"": $n1,
  ""Character2"": $n2,
  ""Weight"": $w
};"
63,Find characters with a book1PageRank less than 1 and a degree greater than 10.,"MATCH (c:Character)
WHERE c.book1PageRank < 1 AND c.degree > 10
RETURN c.name, c.book1PageRank, c.degree","match
$c isa character, has book1_page_rank $bpr, has degree $d, has name $n;
$bpr < 1.0;
$d > 10.0;
fetch {
  ""name"": $n,
  ""book1PageRank"": $bpr,
  ""degree"": $d
};"
64,Who are the characters with a louvain value of 1 and a pagerank above 0.5?,"MATCH (c:Character)
WHERE c.louvain = 1 AND c.pagerank > 0.5
RETURN c.name","match
$c isa character, has louvain 1, has pagerank $pr;
$pr > 0.5;
fetch {
  ""name"": $c.name
};"
65,List all characters with a centrality of 1.,"MATCH (c:Character)
WHERE c.centrality = 1.0
RETURN c.name","match
$c isa character, has centrality 1.0;
fetch {
  ""name"": $c.name
};"
66,What are the names of characters with a degree between 50 and 100?,"MATCH (c:Character)
WHERE c.degree >= 50 AND c.degree <= 100
RETURN c.name","match
$c isa character, has degree $d, has name $n;
$d >= 50.0;
$d <= 100.0;
fetch {
  ""name"": $n
};"
67,Identify characters in community 578 with a pagerank above 0.3.,"MATCH (c:Character)
WHERE c.community = 578 AND c.pagerank > 0.3
RETURN c.name, c.pagerank","match
$c isa character, has community 578, has pagerank $pr;
$pr > 0.3;
fetch {
  ""name"": $c.name,
  ""pagerank"": $pr
};"
68,List characters with the highest 5 book1PageRanks in community 795.,"MATCH (c:Character)
WHERE c.community = 795
RETURN c.name, c.book1PageRank
ORDER BY c.book1PageRank DESC
LIMIT 5","match
$c isa character, has community 795, has book1_page_rank $bpr, has name $n;
sort $bpr desc;
limit 5;
fetch {
  ""name"": $n,
  ""book1_page_rank"": $bpr
};"
69,Find characters with a book45PageRank in the top 5 highest values.,"MATCH (c:Character)
WITH c
ORDER BY c.book45PageRank DESC
LIMIT 5
RETURN c.name, c.book45PageRank","match
$c isa character, has book45_page_rank $rank;
sort $rank desc;
limit 5;
fetch {
  ""name"": $c.name,
  ""book45_page_rank"": $rank
};"
70,List characters with a centrality below 0.1 and a pagerank above 2.,"MATCH (c:Character)
WHERE c.centrality < 0.1 AND c.pagerank > 2
RETURN c.name, c.centrality, c.pagerank","match
$c isa character, has centrality $cent, has pagerank $pr, has name $name;
$cent < 0.1;
$pr > 2.0;
fetch {
  ""name"": $name,
  ""centrality"": $cent,
  ""pagerank"": $pr
};"
71,What are the names of characters with a degree of 300?,"MATCH (c:Character)
WHERE c.degree = 300.0
RETURN c.name","match
$c isa character, has degree 300.0;
fetch {
  ""name"": $c.name
};"
72,Find characters with a book45PageRank below 1.,"MATCH (c:Character)
WHERE c.book45PageRank < 1
RETURN c.name, c.book45PageRank","match
$c isa character, has book45_page_rank $bpr, has name $n;
$bpr < 1.0;
fetch {
  ""name"": $n,
  ""book45_page_rank"": $bpr
};"
73,List characters within louvain community 1 with a pagerank greater than 0.4.,"MATCH (c:Character)
WHERE c.louvain = 1 AND c.pagerank > 0.4
RETURN c.name, c.pagerank","match
$c isa character, has louvain 1, has pagerank $pr;
$pr > 0.4;
fetch {
  ""name"": $c.name,
  ""pagerank"": $pr
};"
74,Who are the characters with a louvain value less than 1?,"MATCH (c:Character)
WHERE c.louvain < 1
RETURN c.name","match
$c isa character, has louvain $l;
$l < 1;
fetch {
  ""name"": $c.name
};"
75,Which characters have a book1PageRank greater than 3?,"MATCH (c:Character)
WHERE c.book1PageRank > 3
RETURN c.name","match
$c isa character, has book1_page_rank $r;
$r > 3;
fetch {
  ""name"": $c.name
};"
76,Which characters have an INTERACTS relationship in book 1 with a weight over 250?,"MATCH (c1:Character)-[r:INTERACTS1]->(c2:Character)
WHERE r.weight > 250
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS Weight","match
  $c1 isa character;
  $c2 isa character;
  $rel isa interacts1 (character1: $c1, character2: $c2);
  $rel has weight $w;
  $w > 250;
fetch {
  ""Character1"": $c1.name,
  ""Character2"": $c2.name,
  ""Weight"": $w
};"
77,Who are the characters with an INTERACTS3 relationship with a weight exactly 95?,"MATCH (c1:Character)-[r:INTERACTS3]->(c2:Character)
WHERE r.weight = 95
RETURN c1.name AS Character1, c2.name AS Character2","match
$c1 isa character, has name $n1;
$c2 isa character, has name $n2;
$rel isa interacts3 (character1: $c1, character2: $c2), has weight $w;
$w == 95;
fetch {
  ""Character1"": $n1,
  ""Character2"": $n2
};"
78,Find the characters involved in the heaviest INTERACTS2 relationship.,"MATCH (c1:Character)-[r:INTERACTS2]->(c2:Character)
WITH c1, c2, r
ORDER BY r.weight DESC
LIMIT 1
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS Weight","match
$c1 isa character;
$c2 isa character;
$rel isa interacts2 (character1: $c1, character2: $c2), has weight $w;
sort $w desc;
limit 1;
fetch {
  ""Character1"": $c1.name,
  ""Character2"": $c2.name,
  ""Weight"": $w
};"
79,List characters who interact in book 45 with a weight greater than 95.,"MATCH (c1:Character)-[r:INTERACTS45]->(c2:Character)
WHERE r.weight > 95
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS InteractionWeight","match
$c1 isa character, has name $n1;
$c2 isa character, has name $n2;
$rel isa interacts45 (character1: $c1, character2: $c2), has weight $w;
$w > 95;
fetch {
  ""Character1"": $n1,
  ""Character2"": $n2,
  ""InteractionWeight"": $w
};"
80,Identify the top 5 most frequent communities in INTERACTS1 relationships.,"MATCH (c1:Character)-[r:INTERACTS1]->(c2:Character)
WITH c1.community AS community, COUNT(r) AS interactions
RETURN community, interactions
ORDER BY interactions DESC
LIMIT 5","match
$c1 isa character, has community $comm;
$rel isa interacts1 (character1: $c1);
reduce $count = count($rel) groupby $comm;
sort $count desc;
limit 5;
fetch {
  ""community"": $comm,
  ""interactions"": $count
};"
81,Which characters are connected by INTERACTS1 with a weight greater than 200?,"MATCH (c1:Character)-[r:INTERACTS1]->(c2:Character)
WHERE r.weight > 200
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS Weight","match
$c1 isa character, has name $n1;
$c2 isa character, has name $n2;
$rel isa interacts1 (character1: $c1, character2: $c2), has weight $w;
$w > 200;
fetch {
  ""Character1"": $n1,
  ""Character2"": $n2,
  ""Weight"": $w
};"
82,Find characters with a book1PageRank less than 0.5 and a degree greater than 5.,"MATCH (c:Character)
WHERE c.book1PageRank < 0.5 AND c.degree > 5
RETURN c.name, c.book1PageRank, c.degree","match
$c isa character, has book1_page_rank $bpr, has degree $d, has name $n;
$bpr < 0.5;
$d > 5.0;
fetch {
  ""name"": $n,
  ""book1PageRank"": $bpr,
  ""degree"": $d
};"
83,Who are the characters with a louvain value of 3 and a pagerank above 0.6?,"MATCH (c:Character)
WHERE c.louvain = 3 AND c.pagerank > 0.6
RETURN c.name","match
$c isa character, has louvain 3, has pagerank $pr;
$pr > 0.6;
fetch {
  ""name"": $c.name
};"
84,List all characters with a centrality of 0.5.,"MATCH (c:Character)
WHERE c.centrality = 0.5
RETURN c.name","match
$c isa character, has centrality $cent;
$cent == 0.5;
fetch {
  ""name"": $c.name
};"
85,What are the names of characters with a degree between 10 and 20?,"MATCH (c:Character)
WHERE c.degree >= 10 AND c.degree <= 20
RETURN c.name","match
$c isa character, has name $n, has degree $d;
$d >= 10.0;
$d <= 20.0;
fetch {
  ""name"": $n
};"
86,Identify characters in community 759 with a pagerank above 0.4.,"MATCH (c:Character)
WHERE c.community = 759 AND c.pagerank > 0.4
RETURN c.name","match
$c isa character, has community 759, has pagerank $pr;
$pr > 0.4;
fetch {
  ""name"": $c.name
};"
