original_index,question,cypher,typeql
20,Name the first 3 users who are chatters in the most streams with different games.,"MATCH (u:User)-[:CHATTER]->(s:Stream)-[:PLAYS]->(g:Game)
WITH u, COUNT(DISTINCT s) AS streamCount, COUNT(DISTINCT g) AS gameCount
ORDER BY gameCount DESC, streamCount DESC
LIMIT 3
RETURN u.name AS userName, gameCount, streamCount","match
$u isa user;
chat_activity (chatting_user: $u, channel_with_chatters: $s);
game_play (streaming_channel: $s, played_game: $g);
select $u, $g;
distinct;
reduce $gameCount = count groupby $u;
sort $gameCount desc;
limit 3;
fetch { ""userName"": $u.name, ""gameCount"": $gameCount };"
21,What are the first 5 streams that have a moderator with the same name as the stream's user?,"MATCH (s:Stream)-[:MODERATOR]->(u:User)
WHERE s.name = u.name
RETURN s
ORDER BY s.createdAt
LIMIT 5","match
$s isa stream, has name $sn, has created_at $ca;
$u isa user, has name $un;
moderation (moderated_channel: $s, moderating_user: $u);
$sn == $un;
sort $ca;
limit 5;
fetch {
  ""s"": { $s.* }
};"
22,Who are the first 3 VIPs in streams with the most languages spoken?,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
WITH s, count(l) as languageCount
ORDER BY languageCount DESC
LIMIT 1
MATCH (s)-[:VIP]->(u:User)
RETURN u.name
LIMIT 3","match
$s isa stream;
language_usage (channel: $s, used_language: $l);
reduce $lang_count = count($l) groupby $s;
sort $lang_count desc;
limit 1;
match
vip_status (channel_with_vips: $s, vip_user: $u);
$u has name $n;
limit 3;
fetch { ""name"": $n };"
23,List the first 3 games played by streams with the most moderators.,"MATCH (s:Stream)-[:MODERATOR]->(u:User)
WITH s, COUNT(u) AS moderatorCount
ORDER BY moderatorCount DESC
LIMIT 3
MATCH (s)-[:PLAYS]->(g:Game)
RETURN g.name AS gameName
LIMIT 3","match
$s isa stream;
moderation (moderated_channel: $s, moderating_user: $u);
reduce $mod_count = count($u) groupby $s;
sort $mod_count desc;
limit 3;
match
game_play (streaming_channel: $s, played_game: $g);
$g has name $gn;
limit 3;
fetch { ""gameName"": $gn };"
24,"Which streams have a follower count between 200,000 and 500,000, listing the first 5?","MATCH (s:Stream)
WHERE s.followers >= 200000 AND s.followers <= 500000
RETURN s.name, s.followers
ORDER BY s.followers DESC
LIMIT 5","match
$s isa stream, has name $name, has followers $f;
$f >= 200000;
$f <= 500000;
sort $f desc;
limit 5;
fetch {
  ""name"": $name,
  ""followers"": $f
};"
25,List the names of all teams created before 2015.,"MATCH (t:Team)
WHERE t.createdAt < datetime(""2015-01-01T00:00:00Z"")
RETURN t.name","match
$t isa team, has created_at $ca;
$ca < 2015-01-01T00:00:00;
fetch {
  ""name"": $t.name
};"
26,Who are the first 5 users who are chatters and VIPs in the same streams?,"MATCH (u:User)-[:CHATTER]->(s:Stream)<-[:VIP]-(u)
RETURN u.name AS userName
LIMIT 5","match
$u isa user;
$s isa stream;
chat_activity (chatting_user: $u, chatting_channel: $s);
vip_status (vip_user: $u, vip_channel: $s);
limit 5;
fetch { ""userName"": $u.name };"
27,Who are the first 5 users who have moderated streams with descriptions mentioning 'professional'?,"MATCH (u:User)-[:MODERATOR]->(s:Stream)
WHERE s.description CONTAINS 'professional'
RETURN u.name
ORDER BY s.createdAt
LIMIT 5","match
$u isa user, has name $name;
$s isa stream, has description $desc, has created_at $ca;
moderation (moderating_user: $u, moderated_channel: $s);
$desc like "".*professional.*"";
sort $ca;
limit 5;
fetch { ""name"": $name };"
28,List the first 5 streams where the user and moderator have the same name.,"MATCH (s:Stream)-[:MODERATOR]->(u:User)
WHERE s.name = u.name
RETURN s
ORDER BY s.createdAt
LIMIT 5","match
$s isa stream, has name $sn, has created_at $ca;
$u isa user, has name $un;
moderation (moderated_channel: $s, moderating_user: $u);
$sn == $un;
sort $ca;
limit 5;
fetch {
  ""name"": $s.name,
  ""created_at"": $s.created_at,
  ""stream_id"": $s.stream_id,
  ""description"": $s.description,
  ""url"": $s.url,
  ""followers"": $s.followers,
  ""total_view_count"": $s.total_view_count
};"
29,Which streams have a total view count of over 10 million?,"MATCH (s:Stream)
WHERE s.total_view_count > 10000000
RETURN s.name, s.total_view_count","match
$s isa stream, has total_view_count $tvc;
$tvc > 10000000;
fetch {
  ""name"": $s.name,
  ""total_view_count"": $tvc
};"
30,List the top 5 streams by follower count.,"MATCH (s:Stream)
RETURN s.name, s.followers
ORDER BY s.followers DESC
LIMIT 5","match
$s isa stream, has name $name, has followers $f;
sort $f desc;
limit 5;
fetch {
  ""name"": $name,
  ""followers"": $f
};"
31,"What are the names of games played by streams with more than 100,000 followers?","MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.followers > 100000
RETURN DISTINCT g.name AS game_name","match
$s isa stream, has followers $f;
$f > 100000;
game_play (streaming_channel: $s, played_game: $g);
$g isa game;
select $g;
distinct;
fetch {
  ""game_name"": $g.name
};"
32,"Which users are moderators for streams with more than 500,000 total views?","MATCH (u:User)-[:MODERATOR]->(s:Stream)
WHERE s.total_view_count > 500000
RETURN u.name","match
$u isa user;
$s isa stream, has total_view_count $tvc;
$tvc > 500000;
moderation (moderating_user: $u, moderated_channel: $s);
fetch {
  ""name"": $u.name
};"
33,What are the descriptions of streams that play the game 'Rust'?,"MATCH (s:Stream)-[:PLAYS]->(g:Game {name: 'Rust'})
RETURN s.description","match
$s isa stream;
$g isa game, has name ""Rust"";
game_play (streaming_channel: $s, played_game: $g);
fetch {
  ""description"": $s.description
};"
34,List the first 3 streams that have a moderator with a name starting with 'G'.,"MATCH (s:Stream)-[:MODERATOR]->(u:User)
WHERE u.name STARTS WITH 'G'
RETURN s.name, s.id, s.url
ORDER BY s.createdAt
LIMIT 3","match
$s isa stream, has name $sn, has stream_id $sid, has url $surl, has created_at $ca;
$u isa user, has name $un;
$un like ""G.*"";
moderation (moderated_channel: $s, moderating_user: $u);
sort $ca;
limit 3;
fetch {
  ""name"": $sn,
  ""id"": $sid,
  ""url"": $surl
};"
35,List the games played by streams that have more than 5 VIP relationships.,"MATCH (s:Stream)-[:VIP]->(:User)
WITH s, COUNT(*) AS vipCount
WHERE vipCount > 5
MATCH (s)-[:PLAYS]->(g:Game)
RETURN DISTINCT g.name AS game","match
$s isa stream;
vip_status (channel_with_vips: $s, vip_user: $u);
reduce $vip_count = count($u) groupby $s;
match
$vip_count > 5;
game_play (streaming_channel: $s, played_game: $g);
$g has name $game;
select $game;
distinct;
fetch { ""game"": $game };"
36,Find 3 languages spoken in streams with the highest number of followers.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
WITH s, l
ORDER BY s.followers DESC
LIMIT 3
RETURN DISTINCT l.name AS language","match
$s isa stream, has followers $f;
language_usage (channel: $s, used_language: $l);
$l isa language;
sort $f desc;
limit 3;
select $l;
distinct;
fetch {
  ""language"": $l.name
};"
37,"Which streams have the user 'creightonolsen' as a chatter and have more than 100,000 views?","MATCH (u:User {name: 'creightonolsen'})-[:CHATTER]->(s:Stream)
WHERE s.total_view_count > 100000
RETURN s.name AS stream_name, s.url AS stream_url, s.total_view_count AS view_count","match
$u isa user, has name ""creightonolsen"";
$s isa stream, has total_view_count $tvc;
chat_activity (chatting_user: $u, channel_with_chatters: $s);
$tvc > 100000;
fetch {
  ""stream_name"": $s.name,
  ""stream_url"": $s.url,
  ""view_count"": $tvc
};"
38,What are the properties of the streams where '9linda' is a VIP?,"MATCH (u:User {name: '9linda'})-[:VIP]->(s:Stream)
RETURN s.id, s.name, s.description, s.url, s.createdAt, s.followers, s.total_view_count","match
$u isa user, has name ""9linda"";
vip_status (vip_user: $u, vip_channel: $s);
$s isa stream;
fetch {
  ""stream_id"": $s.stream_id,
  ""name"": $s.name,
  ""description"": $s.description,
  ""url"": $s.url,
  ""created_at"": $s.created_at,
  ""followers"": $s.followers,
  ""total_view_count"": $s.total_view_count
};"
39,What are the names of the top 5 streams with the highest follower counts?,"MATCH (s:Stream)
RETURN s.name
ORDER BY s.followers DESC
LIMIT 5","match
$s isa stream, has followers $f;
sort $f desc;
limit 5;
fetch {
  ""name"": $s.name
};"
40,Which games have been played by streams with more than 1 million total views?,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.total_view_count > 1000000
RETURN DISTINCT g.name AS game_name","match
  $s isa stream, has total_view_count $v;
  $v > 1000000;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $name;
select $name;
distinct;
fetch {
  ""game_name"": $name
};"
41,List the names of 3 streams that are conducted in the English language.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language {name: ""en""})
RETURN s.name
LIMIT 3","match
$s isa stream;
$l isa language, has name ""en"";
language_usage (channel: $s, used_language: $l);
limit 3;
fetch {
  ""name"": $s.name
};"
42,Which streams have moderators who are also users?,"MATCH (s:Stream)-[:MODERATOR]->(u:User)
RETURN s.name AS stream_name, u.name AS moderator_name","match
$s isa stream;
$u isa user;
moderation (moderated_channel: $s, moderating_user: $u);
fetch {
  ""stream_name"": $s.name,
  ""moderator_name"": $u.name
};"
43,What are the names of the 3 newest teams in the database?,"MATCH (t:Team)
RETURN t.name
ORDER BY t.createdAt DESC
LIMIT 3","match
$t isa team, has created_at $ca;
sort $ca desc;
limit 3;
fetch {
  ""name"": $t.name
};"
44,How many streams are associated with the game 'Rust'?,"MATCH (s:Stream)-[:PLAYS]->(g:Game {name: 'Rust'})
RETURN count(s) AS numberOfStreams","match
$g isa game, has name ""Rust"";
$s isa stream;
game_play (streaming_channel: $s, played_game: $g);
reduce $numberOfStreams = count($s);"
45,What are the URLs of the top 3 streams by total view count?,"MATCH (s:Stream)
RETURN s.url
ORDER BY s.total_view_count DESC
LIMIT 3","match
$s isa stream, has total_view_count $tvc;
sort $tvc desc;
limit 3;
fetch {
  ""url"": $s.url
};"
46,Which users are moderators in more than one stream?,"MATCH (u:User)-[:MODERATOR]->(s:Stream)
WITH u, COUNT(s) AS streamCount
WHERE streamCount > 1
RETURN u.name AS moderatorName, streamCount","match
$u isa user, has name $n;
$s isa stream;
moderation (moderating_user: $u, moderated_channel: $s);
reduce $streamCount = count($s) groupby $u, $n;
match $streamCount > 1;
sort $streamCount desc;
fetch { ""moderatorName"": $n, ""streamCount"": $streamCount };"
47,List the streams that have more than 5 million followers.,"MATCH (s:Stream)
WHERE s.followers > 5000000
RETURN s.name AS stream_name, s.followers AS follower_count","match
$s isa stream, has followers $f;
$f > 5000000;
fetch {
  ""stream_name"": $s.name,
  ""follower_count"": $f
};"
48,What are the names of streams that play 'Grand Theft Auto V' and have English as their language?,"MATCH (s:Stream)-[:PLAYS]->(g:Game {name: 'Grand Theft Auto V'}),
      (s)-[:HAS_LANGUAGE]->(l:Language {name: 'en'})
RETURN s.name","match
$s isa stream;
$g isa game, has name ""Grand Theft Auto V"";
$l isa language, has name ""en"";
game_play (streaming_channel: $s, played_game: $g);
language_usage (channel: $s, used_language: $l);
fetch {
  ""name"": $s.name
};"
49,Which users are VIPs in the stream named 'itsbigchase'?,"MATCH (s:Stream {name: 'itsbigchase'})-[:VIP]->(u:User)
RETURN u.name AS vip_users","match
  $s isa stream, has name ""itsbigchase"";
  $u isa user, has name $vip_name;
  vip_status (channel_with_vips: $s, vip_user: $u);
fetch {
  ""vip_users"": $vip_name
};"
50,How many streams are part of the 'ESO Stream Team'?,"MATCH (t:Team {name: 'ESO Stream Team'})<-[:HAS_TEAM]-(s:Stream)
RETURN count(s) AS numberOfStreams","match
$t isa team, has name ""ESO Stream Team"";
team_membership (member_stream: $s, organization: $t);
reduce $count = count($s);"
51,Which games are played by the oldest streams in the database?,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WITH s, g
ORDER BY s.createdAt ASC
LIMIT 10
RETURN g.name AS game_name, s.createdAt AS stream_created_at","match
$s isa stream, has created_at $ca;
$g isa game;
game_play (streaming_channel: $s, played_game: $g);
sort $ca asc;
limit 10;
fetch {
  ""game_name"": $g.name,
  ""stream_created_at"": $ca
};"
52,What are the names of users who are both moderators and VIPs in any stream?,"MATCH (u:User)-[:MODERATOR]->(s:Stream), (u)-[:VIP]->(s)
RETURN DISTINCT u.name AS userName","match $u isa user; $s isa stream; moderation (moderated_channel: $s, moderating_user: $u); vip_status (channel_with_vips: $s, vip_user: $u); select $u; distinct; fetch { ""userName"": $u.name };"
53,List the top 5 streams based on their creation date.,"MATCH (s:Stream)
RETURN s.name, s.createdAt
ORDER BY s.createdAt DESC
LIMIT 5","match
$s isa stream, has created_at $ca;
sort $ca desc;
limit 5;
fetch {
  ""name"": $s.name,
  ""created_at"": $ca
};"
54,Which streams have the description mentioning 'enjoy' and list the first 3.,"MATCH (s:Stream)
WHERE s.description CONTAINS 'enjoy'
RETURN s.name, s.description
LIMIT 3","match
$s isa stream, has description $d;
$d like "".*enjoy.*"";
limit 3;
fetch {
  ""name"": $s.name,
  ""description"": $d
};"
55,Identify streams with more than 10 VIP relationships.,"MATCH (s:Stream)-[r:VIP]->(:User)
WITH s, COUNT(r) AS vipCount
WHERE vipCount > 10
RETURN s.name AS streamName, vipCount","match
$s isa stream;
$rel isa vip_status (channel_with_vips: $s, vip_user: $u);
reduce $vip_count = count($rel) groupby $s;
match
$vip_count > 10;
fetch {
  ""streamName"": $s.name,
  ""vipCount"": $vip_count
};"
56,What is the total view count of streams that are moderated by 'itsbigchase'?,"MATCH (u:User {name: 'itsbigchase'})-[:MODERATOR]->(s:Stream)
RETURN sum(s.total_view_count) AS total_view_count","match
$u isa user, has name ""itsbigchase"";
moderation (moderating_user: $u, moderated_channel: $s);
$s has total_view_count $v;
reduce $total = sum($v);"
57,What are the URLs of streams where 'itsbigchase' is a moderator?,"MATCH (u:User {name: 'itsbigchase'})-[:MODERATOR]->(s:Stream)
RETURN s.url","match
$u isa user, has name ""itsbigchase"";
moderation (moderating_user: $u, moderated_channel: $s);
$s isa stream;
fetch {
  ""url"": $s.url
};"
58,List all users who have chatted with the stream 'itsbigchase'.,"MATCH (s:Stream {name: 'itsbigchase'})<-[:CHATTER]-(u:User)
RETURN u.name","match
$s isa stream, has name ""itsbigchase"";
$u isa user, has name $n;
chat_activity (channel_with_chatters: $s, chatting_user: $u);
fetch {
  ""name"": $n
};"
59,List the streams where 'romandoduik' is a chatter.,"MATCH (u:User {name: 'romandoduik'})-[:CHATTER]->(s:Stream)
RETURN s.name AS stream_name, s.url AS stream_url, s.description AS stream_description","match
$u isa user, has name ""romandoduik"";
chat_activity (chatting_user: $u, channel_with_chatters: $s);
$s isa stream;
fetch {
  ""stream_name"": $s.name,
  ""stream_url"": $s.url,
  ""stream_description"": $s.description
};"
60,Which users are moderators in streams that play 'Rust'?,"MATCH (u:User)-[:MODERATOR]->(s:Stream)-[:PLAYS]->(g:Game {name: 'Rust'})
RETURN u.name AS ModeratorName","match
$u isa user;
$s isa stream;
$g isa game, has name ""Rust"";
moderation (moderating_user: $u, moderated_channel: $s);
game_play (streaming_channel: $s, played_game: $g);
fetch {
  ""ModeratorName"": $u.name
};"
61,How many streams has each team associated with them?,"MATCH (t:Team)<-[:HAS_TEAM]-(s:Stream)
RETURN t.name AS team_name, COUNT(s) AS stream_count
ORDER BY stream_count DESC","match
$t isa team;
$s isa stream;
team_membership (member_stream: $s, organization: $t);
reduce $stream_count = count($s) groupby $t;
sort $stream_count desc;
fetch { ""team_name"": $t.name, ""stream_count"": $stream_count };"
62,What are the properties of the stream with the highest number of followers?,"MATCH (s:Stream)
RETURN s
ORDER BY s.followers DESC
LIMIT 1","match
$s isa stream, has followers $f;
sort $f desc;
limit 1;
fetch {
  ""name"": $s.name,
  ""created_at"": $s.created_at,
  ""stream_id"": $s.stream_id,
  ""description"": $s.description,
  ""url"": $s.url,
  ""followers"": $s.followers,
  ""total_view_count"": $s.total_view_count
};"
63,List all games that have been played by streams associated with the 'ESO Stream Team'.,"MATCH (team:Team {name: 'ESO Stream Team'})<-[:HAS_TEAM]-(stream:Stream)-[:PLAYS]->(game:Game)
RETURN DISTINCT game.name AS game_name","match
$team isa team, has name ""ESO Stream Team"";
team_membership (member_stream: $stream, organization: $team);
game_play (streaming_channel: $stream, played_game: $game);
$game has name $game_name;
select $game_name;
distinct;
fetch { ""game_name"": $game_name };"
64,"Which language is most commonly associated with streams that have more than 500,000 followers?","MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
WHERE s.followers > 500000
RETURN l.name AS language, COUNT(s) AS stream_count
ORDER BY stream_count DESC
LIMIT 1","match
$s isa stream, has followers $f;
$f > 500000;
$l isa language;
language_usage (channel: $s, used_language: $l);
reduce $count = count($s) groupby $l;
sort $count desc;
limit 1;
fetch { ""language"": $l.name, ""stream_count"": $count };"
65,Identify streams that have a creation date before 2010.,"MATCH (s:Stream)
WHERE s.createdAt < datetime(""2010-01-01T00:00:00Z"")
RETURN s.id, s.name, s.createdAt","match
$s isa stream, has stream_id $sid, has name $n, has created_at $ca;
$ca < 2010-01-01T00:00:00;
fetch {
  ""stream_id"": $sid,
  ""name"": $n,
  ""created_at"": $ca
};"
66,Which streams have users with the role of both VIP and moderator?,"MATCH (s:Stream)<-[:VIP]-(u:User)-[:MODERATOR]->(s)
RETURN s.name AS streamName, s.url AS streamUrl, u.name AS userName","match
$s isa stream;
$u isa user;
vip_status (vip_user: $u, vip_channel: $s);
moderation (moderating_user: $u, moderated_channel: $s);
fetch {
  ""streamName"": $s.name,
  ""streamUrl"": $s.url,
  ""userName"": $u.name
};"
67,List the top 5 users by the number of streams they moderate.,"MATCH (u:User)-[:MODERATOR]->(s:Stream)
WITH u, COUNT(s) AS moderated_streams
ORDER BY moderated_streams DESC
LIMIT 5
RETURN u.name AS user_name, moderated_streams","match
$u isa user, has name $n;
$s isa stream;
moderation (moderating_user: $u, moderated_channel: $s);
reduce $count = count($s) groupby $u, $n;
sort $count desc;
limit 5;
fetch { ""user_name"": $n, ""moderated_streams"": $count };"
68,What are the descriptions of the streams with the oldest creation dates?,"MATCH (s:Stream)
WITH s
ORDER BY s.createdAt ASC
LIMIT 1
RETURN s.description","match
$s isa stream, has created_at $ca;
sort $ca asc;
limit 1;
fetch {
  ""description"": $s.description
};"
69,Which games are played by streams that are part of teams created after 2017?,"MATCH (s:Stream)-[:PLAYS]->(g:Game),
      (s)-[:HAS_TEAM]->(t:Team)
WHERE t.createdAt > datetime(""2017-01-01T00:00:00Z"")
RETURN DISTINCT g.name AS game_name","match
$s isa stream;
$g isa game;
$t isa team, has created_at $ca;
$ca > 2017-01-01T00:00:00Z;
game_play (streaming_channel: $s, played_game: $g);
team_membership (member_stream: $s, organization: $t);
select $g;
distinct;
fetch {
  ""game_name"": $g.name
};"
70,How many streams are associated with each language?,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
RETURN l.name AS language, COUNT(s) AS stream_count
ORDER BY stream_count DESC","match
$s isa stream;
$l isa language, has name $language;
language_usage (channel: $s, used_language: $l);
reduce $stream_count = count($s) groupby $language;
sort $stream_count desc;"
71,List the top 3 streams that have the most chatters.,"MATCH (s:Stream)<-[:CHATTER]-(u:User)
WITH s, COUNT(u) AS chatterCount
ORDER BY chatterCount DESC
LIMIT 3
RETURN s.name AS streamName, chatterCount","match
$s isa stream, has name $name;
$u isa user;
chat_activity (channel_with_chatters: $s, chatting_user: $u);
reduce $chatter_count = count($u) groupby $s, $name;
sort $chatter_count desc;
limit 3;
fetch { ""streamName"": $name, ""chatterCount"": $chatter_count };"
