original_index,question,cypher,typeql
11,What are the names of the first 3 users who are both moderators and VIPs for any stream?,"MATCH (u:User)
WHERE exists{ (u)-[:MODERATOR]->(:Stream) } 
  AND exists{ (u)-[:VIP]->(:Stream) }
RETURN u.name
LIMIT 3","match
  $u isa user, has name $un;
  moderation (moderating_user: $u, moderated_channel: $s1);
  vip_status (vip_user: $u, channel_with_vips: $s2);
limit 3;
fetch { ""name"": $un };"
12,List the first 5 streams that have the language 'en'.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language {name: 'en'})
RETURN s.name, s.url
LIMIT 5","match
  $l isa language, has name ""en"";
  language_usage (channel: $s, used_language: $l);
limit 5;
fetch { ""name"": $s.name, ""url"": $s.url };"
13,Who are the top 3 moderators for the stream with the highest follower count?,"MATCH (s:Stream)
WITH s
ORDER BY s.followers DESC
LIMIT 1
MATCH (s)-[:MODERATOR]->(m:User)
RETURN m.name AS moderator, m.followers AS follower_count
ORDER BY follower_count DESC
LIMIT 3","match
  $s isa stream, has followers $f;
  moderation (moderated_channel: $s, moderating_user: $m);
  $m has name $mn;
sort $f desc;
limit 3;
fetch { ""moderator"": $mn };"
14,What are the first 5 streams created in 2021?,"MATCH (s:Stream)
WHERE s.createdAt >= date(""2021-01-01"") AND s.createdAt < date(""2022-01-01"")
RETURN s.name AS streamName, s.createdAt
ORDER BY s.createdAt
LIMIT 5","match
  $s isa stream, has name $sn, has created_at $ca;
  $ca >= 2021-01-01;
  $ca < 2022-01-01;
sort $ca asc;
limit 5;
fetch { ""streamName"": $sn, ""createdAt"": $ca };"
15,List the first 3 users who are VIPs in the stream 'itsbigchase'.,"MATCH (u:User)-[:VIP]->(s:Stream {name: 'itsbigchase'})
RETURN u.name AS user
LIMIT 3","match
  $s isa stream, has name ""itsbigchase"";
  vip_status (channel_with_vips: $s, vip_user: $u);
  $u has name $un;
limit 3;
fetch { ""user"": $un };"
16,Which user has moderated the most streams?,"MATCH (u:User)-[m:MODERATOR]->(s:Stream)
WITH u, count(m) AS num_moderated
ORDER BY num_moderated DESC
LIMIT 1
RETURN u.name AS user, num_moderated","match
  $u isa user, has name $un;
  moderation (moderating_user: $u, moderated_channel: $s);
reduce $num_moderated = count($s) groupby $un;
sort $num_moderated desc;
limit 1;"
17,What are the first 3 streams that have a description containing the word 'hilarious'?,"MATCH (s:Stream)
WHERE s.description CONTAINS 'hilarious'
RETURN s
LIMIT 3","match
  $s isa stream, has description $d;
  $d like ""%hilarious%"";
limit 3;
fetch { ""name"": $s.name, ""description"": $d };"
18,List the top 5 streams with the highest total view count.,"MATCH (s:Stream)
RETURN s.name AS stream_name, s.total_view_count AS total_views
ORDER BY s.total_view_count DESC
LIMIT 5","match
  $s isa stream, has name $sn, has total_view_count $tvc;
sort $tvc desc;
limit 5;
fetch { ""stream_name"": $sn, ""total_views"": $tvc };"
19,What are the names of the first 3 languages spoken in streams with a total view count over 10000000?,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
WHERE s.total_view_count > 10000000
RETURN l.name AS language
ORDER BY s.total_view_count DESC
LIMIT 3","match
  $s isa stream, has total_view_count $tvc;
  $tvc > 10000000;
  language_usage (channel: $s, used_language: $l);
  $l has name $ln;
sort $tvc desc;
limit 3;
fetch { ""language"": $ln };"
20,How many unique games are played by streams with more than 500000 followers?,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.followers > 500000
RETURN count(DISTINCT g.name) AS unique_games_played","match
  $s isa stream, has followers $f;
  $f > 500000;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
reduce $unique_games_played = count($gn);"
21,List the first 3 games played on streams that were created in 2019.,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.createdAt >= date(""2019-01-01"") AND s.createdAt < date(""2020-01-01"")
RETURN g.name AS game
ORDER BY s.createdAt
LIMIT 3","match
  $s isa stream, has created_at $ca;
  $ca >= 2019-01-01;
  $ca < 2020-01-01;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
sort $ca asc;
limit 3;
fetch { ""game"": $gn };"
22,What are the first 5 streams that a user named 'itsbigchase' moderates?,"MATCH (u:User {name: 'itsbigchase'})-[:MODERATOR]->(s:Stream)
RETURN s.name AS stream_name
LIMIT 5","match
  $u isa user, has name ""itsbigchase"";
  moderation (moderating_user: $u, moderated_channel: $s);
  $s has name $sn;
limit 5;
fetch { ""stream_name"": $sn };"
23,Who are the top 3 chatters in the stream named 'summit1g'?,"MATCH (s:Stream {name: 'summit1g'})<-[:CHATTER]-(chatter)
RETURN chatter.name AS chatter, chatter.id AS chatter_id
ORDER BY chatter.total_view_count DESC
LIMIT 3","match
  $s isa stream, has name ""summit1g"";
  chat_activity (channel_with_chatters: $s, chatting_channel: $chatter);
  $chatter has name $cn, has total_view_count $tvc;
sort $tvc desc;
limit 3;
fetch { ""chatter"": $cn };"
24,List the first 3 games played by streams that have a follower count under 1000.,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.followers < 1000
RETURN g.name AS game
ORDER BY s.followers
LIMIT 3","match
  $s isa stream, has followers $f;
  $f < 1000;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
sort $f asc;
limit 3;
fetch { ""game"": $gn };"
25,Which streams are part of the team 'ESO Stream Team'?,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team {name: 'ESO Stream Team'})
RETURN s.name AS stream_name","match
  $t isa team, has name ""ESO Stream Team"";
  team_membership (member_stream: $s, organization: $t);
  $s has name $sn;
fetch { ""stream_name"": $sn };"
27,Who are the top 3 users who chatter in the stream with the highest total view count?,"MATCH (s:Stream)
WITH s
ORDER BY s.total_view_count DESC
LIMIT 1
MATCH (u:User)-[:CHATTER]->(s)
RETURN u.name AS user, s.name AS stream
ORDER BY s.total_view_count DESC
LIMIT 3","match
  $s isa stream, has name $sn, has total_view_count $tvc;
  chat_activity (channel_with_chatters: $s, chatting_user: $u);
  $u has name $un;
sort $tvc desc;
limit 3;
fetch { ""user"": $un, ""stream"": $sn };"
28,List the first 3 games played by streams that have a URL containing 'twitch.tv'.,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.url CONTAINS 'twitch.tv'
RETURN DISTINCT g.name
LIMIT 3","match
  $s isa stream, has url $u;
  $u like ""%twitch.tv%"";
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
limit 3;
fetch { ""name"": $gn };"
29,What are the names of the first 5 users who are moderators in the stream '9linda'?,"MATCH (u:User)-[:MODERATOR]->(s:Stream {name: '9linda'})
RETURN u.name
LIMIT 5","match
  $s isa stream, has name ""9linda"";
  moderation (moderated_channel: $s, moderating_user: $u);
  $u has name $un;
limit 5;
fetch { ""name"": $un };"
30,How many streams have a follower count between 10000 and 50000?,"MATCH (s:Stream)
WHERE s.followers >= 10000 AND s.followers <= 50000
RETURN count(s)","match
  $s isa stream, has followers $f;
  $f >= 10000;
  $f <= 50000;
reduce $count = count($s);"
31,List the first 3 streams that have a description mentioning 'game'.,"MATCH (s:Stream)
WHERE s.description CONTAINS 'game'
RETURN s.name, s.description
LIMIT 3","match
  $s isa stream, has name $sn, has description $d;
  $d like ""%game%"";
limit 3;
fetch { ""name"": $sn, ""description"": $d };"
32,Which streams have the user 'itsbigchase' as a VIP?,"MATCH (u:User {name: 'itsbigchase'})-[:VIP]->(s:Stream)
RETURN s.name AS stream_name, s.url AS stream_url","match
  $u isa user, has name ""itsbigchase"";
  vip_status (vip_user: $u, channel_with_vips: $s);
fetch { ""stream_name"": $s.name, ""stream_url"": $s.url };"
33,List the top 5 games played by the streams created in the first half of 2020.,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.createdAt >= datetime(""2020-01-01"") AND s.createdAt < datetime(""2020-07-01"") 
RETURN g.name AS game, count(*) AS streams
ORDER BY streams DESC
LIMIT 5","match
  $s isa stream, has created_at $ca;
  $ca >= 2020-01-01;
  $ca < 2020-07-01;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
reduce $streams = count($s) groupby $gn;
sort $streams desc;
limit 5;"
34,What are the first 3 languages used by streams with a follower count of exactly 33366?,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
WHERE s.followers = 33366
RETURN l.name
LIMIT 3","match
  $s isa stream, has followers 33366;
  language_usage (channel: $s, used_language: $l);
  $l has name $ln;
limit 3;
fetch { ""name"": $ln };"
35,Who are the top 3 VIPs in the streams that were created in 2018?,"MATCH (s:Stream)-[:VIP]->(vip:User)
WHERE s.createdAt >= date(""2018-01-01"") AND s.createdAt < date(""2019-01-01"")
RETURN vip.name AS vip, count(*) AS vipCount
ORDER BY vipCount DESC
LIMIT 3","match
  $s isa stream, has created_at $ca;
  $ca >= 2018-01-01;
  $ca < 2019-01-01;
  vip_status (channel_with_vips: $s, vip_user: $vip);
  $vip has name $vn;
reduce $vipCount = count($s) groupby $vn;
sort $vipCount desc;
limit 3;"
36,List the first 5 streams that play the game 'Rust'.,"MATCH (s:Stream)-[:PLAYS]->(:Game {name: 'Rust'})
RETURN s.name AS stream_name, s.url AS stream_url
LIMIT 5","match
  $g isa game, has name ""Rust"";
  game_play (streaming_channel: $s, played_game: $g);
limit 5;
fetch { ""stream_name"": $s.name, ""stream_url"": $s.url };"
37,Which teams are associated with the top 3 streams by total view count?,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team)
WITH s, t
ORDER BY s.total_view_count DESC
LIMIT 3
RETURN t.name AS team_name, s.name AS stream_name, s.total_view_count","match
  $s isa stream, has name $sn, has total_view_count $tvc;
  team_membership (member_stream: $s, organization: $t);
  $t has name $tn;
sort $tvc desc;
limit 3;
fetch { ""team_name"": $tn, ""stream_name"": $sn, ""total_view_count"": $tvc };"
38,What are the first 3 streams that have a user named 'itsbigchase' as a chatter?,"MATCH (s:Stream)<-[:CHATTER]-(u:User {name: 'itsbigchase'})
RETURN s.name AS stream_name, s.url AS stream_url
LIMIT 3","match
  $u isa user, has name ""itsbigchase"";
  chat_activity (chatting_user: $u, channel_with_chatters: $s);
limit 3;
fetch { ""stream_name"": $s.name, ""stream_url"": $s.url };"
39,List the names of the first 5 users who are chatters in the stream 'summit1g'.,"MATCH (u:User)-[:CHATTER]->(s:Stream {name: 'summit1g'})
RETURN u.name
LIMIT 5","match
  $s isa stream, has name ""summit1g"";
  chat_activity (channel_with_chatters: $s, chatting_user: $u);
  $u has name $un;
limit 5;
fetch { ""name"": $un };"
40,Which streams are chatters in the stream with the most followers?,"MATCH (s:Stream)
WITH s
ORDER BY s.followers DESC
LIMIT 1
MATCH (chatter:Stream)-[:CHATTER]->(s)
RETURN chatter","match
  $s isa stream, has followers $f;
  chat_activity (channel_with_chatters: $s, chatting_channel: $chatter);
sort $f desc;
limit 1;
fetch { ""name"": $chatter.name };"
41,List the first 5 users who are moderators in streams that play 'Grand Theft Auto V'.,"MATCH (u:User)-[:MODERATOR]->(s:Stream)-[:PLAYS]->(:Game {name: 'Grand Theft Auto V'})
RETURN u.name AS user
LIMIT 5","match
  $g isa game, has name ""Grand Theft Auto V"";
  game_play (streaming_channel: $s, played_game: $g);
  moderation (moderated_channel: $s, moderating_user: $u);
  $u has name $un;
limit 5;
fetch { ""user"": $un };"
42,What are the names of the first 3 games played by streams that have a URL ending in 'itsbigchase'?,"MATCH (s:Stream {url: 'https://www.twitch.tv/itsbigchase'})-[:PLAYS]->(g:Game)
RETURN g.name
LIMIT 3","match
  $s isa stream, has url ""https://www.twitch.tv/itsbigchase"";
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
limit 3;
fetch { ""name"": $gn };"
44,List the first 5 streams that have been VIP in more than one stream.,"MATCH (s:Stream)-[:VIP]->(:Stream)
WITH s, count(s) AS vip_count
WHERE vip_count > 1
RETURN s.name AS stream_name, s.url AS stream_url
ORDER BY vip_count DESC
LIMIT 5","match
  $s isa stream, has name $sn, has url $su;
  vip_status (vip_channel: $s, channel_with_vips: $target);
reduce $vip_count = count($target) groupby $sn, $su;
sort $vip_count desc;
limit 5;"
45,Which streams have a language named after a country code 'en'?,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language {name: 'en'})
RETURN s","match
  $l isa language, has name ""en"";
  language_usage (channel: $s, used_language: $l);
fetch { ""name"": $s.name, ""url"": $s.url };"
46,"List the first 3 streams that were created on or before January 1, 2010.","MATCH (s:Stream)
WHERE s.createdAt <= datetime(""2010-01-01"")
RETURN s
ORDER BY s.createdAt
LIMIT 3","match
  $s isa stream, has created_at $ca;
  $ca <= 2010-01-01;
sort $ca asc;
limit 3;
fetch { ""name"": $s.name, ""created_at"": $ca };"
47,What are the first 5 streams that have the most chatters?,"MATCH (s:Stream)<-[:CHATTER]-()
RETURN s.name AS stream, count(*) AS chatter_count
ORDER BY chatter_count DESC
LIMIT 5","match
  $s isa stream, has name $sn;
  chat_activity (channel_with_chatters: $s, chatting_user: $c);
reduce $chatter_count = count($c) groupby $sn;
sort $chatter_count desc;
limit 5;"
48,Who are the top 3 moderators in the stream with the lowest follower count?,"MATCH (s:Stream)<-[:MODERATOR]-(m:User)
WITH s, m
ORDER BY s.followers ASC, count{(m)-[:MODERATOR]->(s)} DESC
LIMIT 1
WITH s
MATCH (s)<-[:MODERATOR]-(moderator:User)
RETURN moderator.name AS moderator, moderator.followers AS followers
ORDER BY followers DESC
LIMIT 3","match
  $s isa stream, has followers $f;
  moderation (moderated_channel: $s, moderating_user: $m);
  $m has name $mn;
sort $f asc;
limit 3;
fetch { ""moderator"": $mn };"
49,List the first 5 streams that have a follower count exactly 5898590.,"MATCH (s:Stream)
WHERE s.followers = 5898590
RETURN s
LIMIT 5","match
  $s isa stream, has followers 5898590;
limit 5;
fetch { ""name"": $s.name, ""followers"": $s.followers };"
50,What are the names of the first 3 languages spoken by the stream 'itsbigchase'?,"MATCH (s:Stream {name: 'itsbigchase'})-[:HAS_LANGUAGE]->(l:Language)
RETURN l.name
LIMIT 3","match
  $s isa stream, has name ""itsbigchase"";
  language_usage (channel: $s, used_language: $l);
  $l has name $ln;
limit 3;
fetch { ""name"": $ln };"
51,Which streams have more than 5000000 followers?,"MATCH (s:Stream)
WHERE s.followers > 5000000
RETURN s.name AS stream_name, s.followers","match
  $s isa stream, has name $sn, has followers $f;
  $f > 5000000;
fetch { ""stream_name"": $sn, ""followers"": $f };"
52,List the top 5 streams by total view count.,"MATCH (s:Stream)
RETURN s.name AS stream, s.total_view_count AS views
ORDER BY s.total_view_count DESC
LIMIT 5","match
  $s isa stream, has name $sn, has total_view_count $tvc;
sort $tvc desc;
limit 5;
fetch { ""stream"": $sn, ""views"": $tvc };"
53,What are the names of games played by streams with more than 1 million total views?,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.total_view_count > 1000000
RETURN DISTINCT g.name","match
  $s isa stream, has total_view_count $tvc;
  $tvc > 1000000;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
fetch { ""name"": $gn };"
54,Which streams have moderators who are also users?,"MATCH (s:Stream)<-[:MODERATOR]-(u:User)
RETURN s, u","match
  moderation (moderated_channel: $s, moderating_user: $u);
fetch { ""stream"": $s.name, ""user"": $u.name };"
55,Identify the streams that are part of the 'ESO Stream Team'.,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team {name: 'ESO Stream Team'})
RETURN s","match
  $t isa team, has name ""ESO Stream Team"";
  team_membership (member_stream: $s, organization: $t);
fetch { ""name"": $s.name, ""url"": $s.url };"
56,Which users are VIPs in more than one stream?,"MATCH (u:User)-[:VIP]->(s:Stream)
WITH u, count(s) AS num_vip_streams
WHERE num_vip_streams > 1
RETURN u.name AS user, num_vip_streams","match
  $u isa user, has name $un;
  vip_status (vip_user: $u, channel_with_vips: $s);
reduce $num_vip_streams = count($s) groupby $un;
sort $num_vip_streams desc;"
57,What languages are used by streams that have over 10000 followers?,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
WHERE s.followers > 10000
RETURN DISTINCT l.name","match
  $s isa stream, has followers $f;
  $f > 10000;
  language_usage (channel: $s, used_language: $l);
  $l has name $ln;
fetch { ""name"": $ln };"
58,Find streams that were created after 2015 and have at least one chatter who is a user.,"MATCH (s:Stream)
WHERE s.createdAt > datetime('2015-01-01')
AND exists{ (s)<-[:CHATTER]-(:User) }
RETURN s","match
  $s isa stream, has created_at $ca;
  $ca > 2015-01-01;
  chat_activity (channel_with_chatters: $s, chatting_user: $u);
fetch { ""name"": $s.name, ""created_at"": $ca };"
59,Can you list streams that have a follower count between 1000 and 5000?,"MATCH (s:Stream)
WHERE s.followers >= 1000 AND s.followers <= 5000
RETURN s.name AS stream_name, s.followers","match
  $s isa stream, has name $sn, has followers $f;
  $f >= 1000;
  $f <= 5000;
fetch { ""stream_name"": $sn, ""followers"": $f };"
60,What are the names of teams associated with streams created before 2018?,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team)
WHERE s.createdAt < date(""2018-01-01"")
RETURN t.name","match
  $s isa stream, has created_at $ca;
  $ca < 2018-01-01;
  team_membership (member_stream: $s, organization: $t);
  $t has name $tn;
fetch { ""name"": $tn };"
61,Which games are played by the top 3 streams based on followers count?,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WITH s, g
ORDER BY s.followers DESC
LIMIT 3
RETURN g.name AS game","match
  $s isa stream, has followers $f;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
sort $f desc;
limit 3;
fetch { ""game"": $gn };"
62,Which users are moderators in at least two different streams?,"MATCH (u:User)-[:MODERATOR]->(s:Stream)
WITH u, count(distinct s) as num_streams
WHERE num_streams >= 2
RETURN u.name as user, num_streams as streams_moderated","match
  $u isa user, has name $un;
  moderation (moderating_user: $u, moderated_channel: $s);
reduce $num_streams = count($s) groupby $un;
sort $num_streams desc;"
63,What are the names of streams that play 'Rust' and have more than 5000 followers?,"MATCH (s:Stream)-[:PLAYS]->(:Game {name: 'Rust'})
WHERE s.followers > 5000
RETURN s.name","match
  $g isa game, has name ""Rust"";
  game_play (streaming_channel: $s, played_game: $g);
  $s has name $sn, has followers $f;
  $f > 5000;
fetch { ""name"": $sn };"
64,How many streams have a moderator who is also a stream?,"MATCH (s:Stream)-[:MODERATOR]->(m:Stream)
RETURN count(s) AS num_streams_with_stream_moderator","match
  moderation (moderating_channel: $m, moderated_channel: $s);
reduce $num_streams_with_stream_moderator = count($s);"
65,List all streams that have a VIP who is a user.,"MATCH (s:Stream)-[:VIP]->(u:User)
RETURN s","match
  vip_status (channel_with_vips: $s, vip_user: $u);
fetch { ""name"": $s.name, ""url"": $s.url };"
66,Name the languages spoken in streams with a total view count exceeding 10 million.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
WHERE s.total_view_count > 10000000
RETURN DISTINCT l.name","match
  $s isa stream, has total_view_count $tvc;
  $tvc > 10000000;
  language_usage (channel: $s, used_language: $l);
  $l has name $ln;
fetch { ""name"": $ln };"
67,Who are the moderators of the stream named 'summit1g'?,"MATCH (s:Stream {name: 'summit1g'})<-[:MODERATOR]-(m:User)
RETURN m.name AS moderator","match
  $s isa stream, has name ""summit1g"";
  moderation (moderated_channel: $s, moderating_user: $m);
  $m has name $mn;
fetch { ""moderator"": $mn };"
68,Identify streams that have more than one language associated with them.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
WITH s, count(l) as languageCount
WHERE languageCount > 1
RETURN s","match
  $s isa stream, has name $sn;
  language_usage (channel: $s, used_language: $l);
reduce $languageCount = count($l) groupby $sn;
sort $languageCount desc;"
69,Which users are chatters in more than three streams?,"MATCH (u:User)-[:CHATTER]->(s:Stream)
WITH u, count(s) AS num_streams
WHERE num_streams > 3
RETURN u.name AS user, num_streams","match
  $u isa user, has name $un;
  chat_activity (chatting_user: $u, channel_with_chatters: $s);
reduce $num_streams = count($s) groupby $un;
sort $num_streams desc;"
70,List the streams that have the most followers who also play 'Grand Theft Auto V'.,"MATCH (s:Stream)-[:PLAYS]->(:Game {name: 'Grand Theft Auto V'})
RETURN s.name AS stream, s.followers AS followers
ORDER BY followers DESC
LIMIT 10","match
  $g isa game, has name ""Grand Theft Auto V"";
  game_play (streaming_channel: $s, played_game: $g);
  $s has name $sn, has followers $f;
sort $f desc;
limit 10;
fetch { ""stream"": $sn, ""followers"": $f };"
71,Which streams were created in 2019 and have a description longer than 50 characters?,"MATCH (s:Stream)
WHERE s.createdAt >= datetime('2019-01-01') AND s.createdAt < datetime('2020-01-01')
  AND s.description IS NOT NULL AND size(s.description) > 50
RETURN s","match
  $s isa stream, has created_at $ca, has description $d;
  $ca >= 2019-01-01;
  $ca < 2020-01-01;
fetch { ""name"": $s.name, ""description"": $d };"
72,Find the streams that are moderated by users named 'itsbigchase'.,"MATCH (s:Stream)<-[:MODERATOR]-(u:User {name: 'itsbigchase'})
RETURN s","match
  $u isa user, has name ""itsbigchase"";
  moderation (moderating_user: $u, moderated_channel: $s);
fetch { ""name"": $s.name, ""url"": $s.url };"
73,What are the top 3 games played by streams with a total view count less than 500000?,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.total_view_count < 500000
RETURN g.name AS game, count(*) AS stream_count
ORDER BY stream_count DESC
LIMIT 3","match
  $s isa stream, has total_view_count $tvc;
  $tvc < 500000;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
reduce $stream_count = count($s) groupby $gn;
sort $stream_count desc;
limit 3;"
74,Who are the VIP users in streams that have over 1000000 followers?,"MATCH (s:Stream)-[:VIP]->(u:User)
WHERE s.followers > 1000000
RETURN u.name AS vip_user, s.name AS stream","match
  $s isa stream, has followers $f, has name $sn;
  $f > 1000000;
  vip_status (channel_with_vips: $s, vip_user: $u);
  $u has name $un;
fetch { ""vip_user"": $un, ""stream"": $sn };"
75,List the names of streams that have both English and Russian languages associated.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l1:Language {name: 'en'})
WHERE exists{ (s)-[:HAS_LANGUAGE]->(:Language {name: 'ru'}) }
RETURN s.name","match
  $l1 isa language, has name ""en"";
  $l2 isa language, has name ""ru"";
  language_usage (channel: $s, used_language: $l1);
  language_usage (channel: $s, used_language: $l2);
  $s has name $sn;
fetch { ""name"": $sn };"
76,List the top 5 streams with the highest follower count.,"MATCH (s:Stream)
RETURN s.name AS stream_name, s.followers AS follower_count
ORDER BY follower_count DESC
LIMIT 5","match
  $s isa stream, has name $sn, has followers $f;
sort $f desc;
limit 5;
fetch { ""stream_name"": $sn, ""follower_count"": $f };"
77,Which 3 games are the most played by streams with over 1 million followers?,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.followers > 1000000
WITH g, count(*) as playCount
RETURN g.name as game, playCount
ORDER BY playCount DESC
LIMIT 3","match
  $s isa stream, has followers $f;
  $f > 1000000;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
reduce $playCount = count($s) groupby $gn;
sort $playCount desc;
limit 3;"
78,Find the top 5 streams with the most total view count that use English language.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language {name: 'en'})
RETURN s.name AS stream, s.total_view_count AS views
ORDER BY s.total_view_count DESC
LIMIT 5","match
  $l isa language, has name ""en"";
  language_usage (channel: $s, used_language: $l);
  $s has name $sn, has total_view_count $tvc;
sort $tvc desc;
limit 5;
fetch { ""stream"": $sn, ""views"": $tvc };"
79,Which 3 users are moderators for the most streams?,"MATCH (u:User)-[:MODERATOR]->(s:Stream)
WITH u, count(s) AS num_moderated_streams
ORDER BY num_moderated_streams DESC
LIMIT 3
RETURN u.name AS user, num_moderated_streams","match
  $u isa user, has name $un;
  moderation (moderating_user: $u, moderated_channel: $s);
reduce $num_moderated_streams = count($s) groupby $un;
sort $num_moderated_streams desc;
limit 3;"
80,What are the top 3 most common games played by streams created before 2010?,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.createdAt < datetime('2010-01-01')
RETURN g.name AS game, count(*) AS count
ORDER BY count DESC
LIMIT 3","match
  $s isa stream, has created_at $ca;
  $ca < 2010-01-01;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
reduce $count = count($s) groupby $gn;
sort $count desc;
limit 3;"
